id	survey	record_id_square	record_id_circle	type_observed	type_analysis	criterium	indicator	belang	voorwaarde	plot_type	waarde	waarde_numeric	referentiewaarde	status_voorwaarde	theoretischmaximum	verschilscore
1004470_2015-08-18	N2000meetnet_Moerassen	IV2017022111183354	IV2017022111173825	7140_meso	7140_meso	Structuur	(korst)moslaag	b	bedekking moslaag	square	30.7	30.7	10	1	100	0.23
1004470_2015-08-18	N2000meetnet_Moerassen	IV2017022111183354	IV2017022111173825	7140_meso	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	bedekking sleutelsoorten	square	32.8	32.8	30	1	100	0.04
1004470_2015-08-18	N2000meetnet_Moerassen	IV2017022111183354	IV2017022111173825	7140_meso	7140_meso	Verstoring	strooisellaag	b	bedekking strooisellaag	square	0	0	30	1	100	1
1004470_2015-08-18	N2000meetnet_Moerassen	IV2017022111183354	IV2017022111173825	7140_meso	7140_meso	Verstoring	structuurschade	b	bedekking structuurschade	circle	0	0	10	1	100	1
1004470_2015-08-18	N2000meetnet_Moerassen	IV2017022111183354	IV2017022111173825	7140_meso	7140_meso	Verstoring	verbossing	zb	bedekking verbossing	circle	5	5	10	1	100	0.5
1004470_2015-08-18	N2000meetnet_Moerassen	IV2017022111183354	IV2017022111173825	7140_meso	7140_meso	Verstoring	vergrassing	zb	bedekking vergrassing	square	12	12	30	1	100	0.6
1004470_2015-08-18	N2000meetnet_Moerassen	IV2017022111183354	IV2017022111173825	7140_meso	7140_meso	Verstoring	vermossing	zb	bedekking vermossing	square	0	0	30	1	100	1
1004470_2015-08-18	N2000meetnet_Moerassen	IV2017022111183354	IV2017022111173825	7140_meso	7140_meso	Verstoring	verruiging	zb	bedekking verruiging	square	1.99	1.99	30	1	100	0.9337
1004470_2015-08-18	N2000meetnet_Moerassen	IV2017022111183354	IV2017022111173825	7140_meso	7140_meso	Structuur	dominantie van één soort	b	dominantie van een soort	square	30.7	30.7	70	1	100	0.5614
1004470_2023-08-18	N2000meetnet_Moeras_BHM	IV2023111315045033	IV2023111315034722	7140_meso	7140_meso	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	3	3	4	0	12	-0.25
1004470_2023-08-18	N2000meetnet_Moeras_BHM	IV2023111315045033	IV2023111315034722	7140_meso	7140_meso	Verstoring	eutrofiëring	zb	bedekking eutrofiëring	square	10.673686	10.6737	10	0	100	-0.0075
1004470_2023-08-18	N2000meetnet_Moeras_BHM	IV2023111315045033	IV2023111315034722	7140_meso	7140_meso	Verstoring	invasieve exoten	zb	bedekking invasieve exoten	square	0	0	0	1	100	1
1004470_2023-08-18	N2000meetnet_Moeras_BHM	IV2023111315045033	IV2023111315034722	7140_meso	7140_meso	Structuur	(korst)moslaag	b	bedekking moslaag	square	9.76219300000001	9.7622	10	0	100	-0.0238
1004470_2023-08-18	N2000meetnet_Moeras_BHM	IV2023111315045033	IV2023111315034722	7140_meso	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	bedekking sleutelsoorten	square	31.393	31.393	30	1	100	0.0199
1004470_2023-08-18	N2000meetnet_Moeras_BHM	IV2023111315045033	IV2023111315034722	7140_meso	7140_meso	Verstoring	strooisellaag	b	bedekking strooisellaag	square	1	1	30	1	100	0.9997
1004470_2023-08-18	N2000meetnet_Moeras_BHM	IV2023111315045033	IV2023111315034722	7140_meso	7140_meso	Verstoring	structuurschade	b	bedekking structuurschade	circle	0	0	10	1	100	1
1004470_2023-08-18	N2000meetnet_Moeras_BHM	IV2023111315045033	IV2023111315034722	7140_meso	7140_meso	Verstoring	verbossing	zb	bedekking verbossing	circle	0	0	10	1	100	1
1004470_2023-08-18	N2000meetnet_Moeras_BHM	IV2023111315045033	IV2023111315034722	7140_meso	7140_meso	Verstoring	vergrassing	zb	bedekking vergrassing	square	1	1	30	1	100	0.9667
1004470_2023-08-18	N2000meetnet_Moeras_BHM	IV2023111315045033	IV2023111315034722	7140_meso	7140_meso	Verstoring	vermossing	zb	bedekking vermossing	square	0	0	30	1	100	1
1004470_2023-08-18	N2000meetnet_Moeras_BHM	IV2023111315045033	IV2023111315034722	7140_meso	7140_meso	Verstoring	verruiging	zb	bedekking verruiging	square	1	1	30	1	100	0.9667
1004470_2023-08-18	N2000meetnet_Moeras_BHM	IV2023111315045033	IV2023111315034722	7140_meso	7140_meso	Structuur	dominantie van één soort	b	dominantie van een soort	square	30.7	30.7	70	1	100	0.5614
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hu	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	1	1	7	0	21	-0.8571
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hu	Verstoring	eutrofiëring	zb	bedekking eutrofiëring	square	72.831628	72.8316	30	0	100	-0.6119
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hu	Structuur	verticale structuur	b	bedekking hoge grassen	square	1	1	70	1	100	0.9857
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hu	Structuur	verticale structuur	b	bedekking middelhoge grassen	square	87.1102	87.1102	5	1	100	0.8643
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hu	Vegetatie	bedekking sleutelsoorten	b	bedekking sleutelsoorten	square	1	1	30	0	100	-0.9667
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hu	Verstoring	strooisellaag	b	bedekking strooisellaag	square	0	0	10	1	100	1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hu	Verstoring	verbossing	b	bedekking verbossing	circle	0	0	10	1	100	1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hu	Verstoring	verbraming	b	bedekking verbraming	square	0	0	10	1	100	1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hu	Verstoring	vergrassing inclusief vervilting	zb	bedekking vergrassing	square	50.5	50.5	50	0	100	-0.01
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hu	Verstoring	verruiging inclusief ruderalisering	zb	bedekking verruiging	square	2	2	30	1	100	0.9333
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hu	Structuur	dominantie van één soort	b	dominantie van een soort excl. sleutelsoorten	square	60	60	50	0	100	-0.2
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hua	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	0	0	3	0	9	-1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hua	Vegetatie	sleutelsoorten	b	aanwezigheid specifieke sleutelsoorten	square	0	0	1	0	2	-1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hua	Verstoring	eutrofiëring	zb	bedekking eutrofiëring	square	72.831628	72.8316	30	0	100	-0.6119
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hua	Structuur	verticale structuur	b	bedekking hoge grassen	square	1	1	70	1	100	0.9857
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hua	Structuur	verticale structuur	b	bedekking middelhoge grassen	square	87.1102	87.1102	5	1	100	0.8643
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hua	Vegetatie	bedekking sleutelsoorten	b	bedekking sleutelsoorten	square	0	0	10	0	100	-1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hua	Verstoring	strooisellaag	b	bedekking strooisellaag	square	0	0	10	1	100	1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hua	Verstoring	verbossing	b	bedekking verbossing	circle	0	0	10	1	100	1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hua	Verstoring	verbraming	b	bedekking verbraming	square	0	0	10	1	100	1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hua	Verstoring	verdroging	zb	bedekking verdroging	square	60	60	30	0	100	-0.4286
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hua	Verstoring	vergrassing inclusief vervilting	zb	bedekking vergrassing	square	50.5	50.5	50	0	100	-0.01
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hua	Verstoring	vernatting	zb	bedekking vernatting	square	0	0	30	1	100	1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hua	Verstoring	verruiging inclusief ruderalisering	zb	bedekking verruiging	square	2	2	30	1	100	0.9333
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hua	Structuur	dominantie van één soort	b	dominantie van een soort excl. sleutelsoorten	square	60	60	50	0	100	-0.2
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_huk	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	0	0	5	0	15	-1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_huk	Verstoring	eutrofiëring	zb	bedekking eutrofiëring	square	72.831628	72.8316	30	0	100	-0.6119
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_huk	Structuur	levensvormen	b	bedekking rozetplanten	square	1	1	10	0	100	-0.9
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_huk	Vegetatie	bedekking sleutelsoorten	b	bedekking sleutelsoorten	square	0	0	30	0	100	-1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_huk	Verstoring	strooisellaag	b	bedekking strooisellaag	square	0	0	10	1	100	1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_huk	Verstoring	verbossing	b	bedekking verbossing	circle	0	0	10	1	100	1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_huk	Verstoring	verbraming	b	bedekking verbraming	square	0	0	10	1	100	1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_huk	Verstoring	vergrassing inclusief vervilting	zb	bedekking vergrassing	square	1	1	50	1	100	0.98
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_huk	Verstoring	verruiging inclusief ruderalisering	zb	bedekking verruiging	square	2	2	30	1	100	0.9333
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_huk	Structuur	dominantie van één soort	b	dominantie van een soort excl. sleutelsoorten	square	60	60	50	0	100	-0.2
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hus	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	1	1	7	0	21	-0.8571
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hus	Verstoring	eutrofiëring	zb	bedekking eutrofiëring	square	72.831628	72.8316	30	0	100	-0.6119
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hus	Structuur	verticale structuur	b	bedekking hoge grassen	square	1	1	70	1	100	0.9857
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hus	Structuur	verticale structuur	b	bedekking middelhoge grassen	square	87.1102	87.1102	5	1	100	0.8643
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hus	Vegetatie	bedekking sleutelsoorten	b	bedekking sleutelsoorten	square	1	1	30	0	100	-0.9667
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hus	Verstoring	strooisellaag	b	bedekking strooisellaag	square	0	0	10	1	100	1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hus	Verstoring	verbossing	b	bedekking verbossing	circle	0	0	10	1	100	1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hus	Verstoring	verbraming	b	bedekking verbraming	square	0	0	10	1	100	1
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hus	Verstoring	vergrassing inclusief vervilting	zb	bedekking vergrassing	square	50.5	50.5	50	0	100	-0.01
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hus	Verstoring	verruiging inclusief ruderalisering	zb	bedekking verruiging	square	2	2	30	1	100	0.9333
1007490_2014-06-05	anb	1007490_2014-06-05	1007490_2014-06-05	6510	6510_hus	Structuur	dominantie van één soort	b	dominantie van een soort excl. sleutelsoorten	square	60	60	50	0	100	-0.2
1012434_2021-07-07	N2000meetnet_Moeras_BHM	IV2022030814423559	IV2022030813442125	7140_meso	7140_meso	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	1	1	4	0	12	-0.75
1012434_2021-07-07	N2000meetnet_Moeras_BHM	IV2022030814423559	IV2022030813442125	7140_meso	7140_meso	Verstoring	eutrofiëring	zb	bedekking eutrofiëring	square	1	1	10	1	100	0.9
1012434_2021-07-07	N2000meetnet_Moeras_BHM	IV2022030814423559	IV2022030813442125	7140_meso	7140_meso	Verstoring	invasieve exoten	zb	bedekking invasieve exoten	square	0	0	0	1	100	1
1012434_2021-07-07	N2000meetnet_Moeras_BHM	IV2022030814423559	IV2022030813442125	7140_meso	7140_meso	Structuur	(korst)moslaag	b	bedekking moslaag	square	0	0	10	0	100	-1
1012434_2021-07-07	N2000meetnet_Moeras_BHM	IV2022030814423559	IV2022030813442125	7140_meso	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	bedekking sleutelsoorten	square	7.00000000000001	7	30	0	100	-0.7667
1012434_2021-07-07	N2000meetnet_Moeras_BHM	IV2022030814423559	IV2022030813442125	7140_meso	7140_meso	Verstoring	strooisellaag	b	bedekking strooisellaag	square	0.5	0.5	30	1	100	0.9998
1012434_2021-07-07	N2000meetnet_Moeras_BHM	IV2022030814423559	IV2022030813442125	7140_meso	7140_meso	Verstoring	structuurschade	b	bedekking structuurschade	circle	0	0	10	1	100	1
1012434_2021-07-07	N2000meetnet_Moeras_BHM	IV2022030814423559	IV2022030813442125	7140_meso	7140_meso	Verstoring	verbossing	zb	bedekking verbossing	circle	10	10	10	1	100	0
1012434_2021-07-07	N2000meetnet_Moeras_BHM	IV2022030814423559	IV2022030813442125	7140_meso	7140_meso	Verstoring	vergrassing	zb	bedekking vergrassing	square	0	0	30	1	100	1
1012434_2021-07-07	N2000meetnet_Moeras_BHM	IV2022030814423559	IV2022030813442125	7140_meso	7140_meso	Verstoring	vermossing	zb	bedekking vermossing	square	0	0	30	1	100	1
1012434_2021-07-07	N2000meetnet_Moeras_BHM	IV2022030814423559	IV2022030813442125	7140_meso	7140_meso	Verstoring	verruiging	zb	bedekking verruiging	square	1	1	30	1	100	0.9667
1012434_2021-07-07	N2000meetnet_Moeras_BHM	IV2022030814423559	IV2022030813442125	7140_meso	7140_meso	Structuur	dominantie van één soort	b	dominantie van een soort	square	50	50	70	1	100	0.2857
1013294_2016-09-20	N2000meetnet_Moerassen	IV2017020813570832	IV2017020813265807	7140_meso	7140_meso	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	4	4	4	1	12	0
1013294_2016-09-20	N2000meetnet_Moerassen	IV2017020813570832	IV2017020813265807	7140_meso	7140_meso	Verstoring	eutrofiëring	zb	bedekking eutrofiëring	square	2.98	2.98	10	1	100	0.702
1013294_2016-09-20	N2000meetnet_Moerassen	IV2017020813570832	IV2017020813265807	7140_meso	7140_meso	Verstoring	invasieve exoten	zb	bedekking invasieve exoten	square	0	0	0	1	100	1
1013294_2016-09-20	N2000meetnet_Moerassen	IV2017020813570832	IV2017020813265807	7140_meso	7140_meso	Structuur	(korst)moslaag	b	bedekking moslaag	square	7.00000000000001	7	10	0	100	-0.3
1013294_2016-09-20	N2000meetnet_Moerassen	IV2017020813570832	IV2017020813265807	7140_meso	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	bedekking sleutelsoorten	square	4.910698	4.9107	30	0	100	-0.8363
1013294_2016-09-20	N2000meetnet_Moerassen	IV2017020813570832	IV2017020813265807	7140_meso	7140_meso	Verstoring	strooisellaag	b	bedekking strooisellaag	square	0	0	30	1	100	1
1013294_2016-09-20	N2000meetnet_Moerassen	IV2017020813570832	IV2017020813265807	7140_meso	7140_meso	Verstoring	structuurschade	b	bedekking structuurschade	circle	0	0	10	1	100	1
1013294_2016-09-20	N2000meetnet_Moerassen	IV2017020813570832	IV2017020813265807	7140_meso	7140_meso	Verstoring	verbossing	zb	bedekking verbossing	circle	25	25	10	0	100	-0.1667
1013294_2016-09-20	N2000meetnet_Moerassen	IV2017020813570832	IV2017020813265807	7140_meso	7140_meso	Verstoring	vergrassing	zb	bedekking vergrassing	square	2	2	30	1	100	0.9333
1013294_2016-09-20	N2000meetnet_Moerassen	IV2017020813570832	IV2017020813265807	7140_meso	7140_meso	Verstoring	vermossing	zb	bedekking vermossing	square	0	0	30	1	100	1
1013294_2016-09-20	N2000meetnet_Moerassen	IV2017020813570832	IV2017020813265807	7140_meso	7140_meso	Verstoring	verruiging	zb	bedekking verruiging	square	40.6	40.6	30	0	100	-0.1514
1013294_2016-09-20	N2000meetnet_Moerassen	IV2017020813570832	IV2017020813265807	7140_meso	7140_meso	Structuur	dominantie van één soort	b	dominantie van een soort	square	40	40	70	1	100	0.4286
1018841_2020-05-26	anb	1018841_2020-05-26	1018841_2020-05-26	6510_hu	6510_hu	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	2	2	7	0	21	-0.7143
1018841_2020-05-26	anb	1018841_2020-05-26	1018841_2020-05-26	6510_hu	6510_hu	Verstoring	eutrofiëring	zb	bedekking eutrofiëring	square	4.90099501000001	4.901	30	1	100	0.8366
1018841_2020-05-26	anb	1018841_2020-05-26	1018841_2020-05-26	6510_hu	6510_hu	Structuur	verticale structuur	b	bedekking hoge grassen	square	0	0	70	1	100	1
1018841_2020-05-26	anb	1018841_2020-05-26	1018841_2020-05-26	6510_hu	6510_hu	Structuur	verticale structuur	b	bedekking middelhoge grassen	square	31.6909504	31.691	5	1	100	0.281
1018841_2020-05-26	anb	1018841_2020-05-26	1018841_2020-05-26	6510_hu	6510_hu	Vegetatie	bedekking sleutelsoorten	b	bedekking sleutelsoorten	square	1.99	1.99	30	0	100	-0.9337
1018841_2020-05-26	anb	1018841_2020-05-26	1018841_2020-05-26	6510_hu	6510_hu	Verstoring	strooisellaag	b	bedekking strooisellaag	square	0	0	10	1	100	1
1018841_2020-05-26	anb	1018841_2020-05-26	1018841_2020-05-26	6510_hu	6510_hu	Verstoring	verbossing	b	bedekking verbossing	circle	0	0	10	1	100	1
1018841_2020-05-26	anb	1018841_2020-05-26	1018841_2020-05-26	6510_hu	6510_hu	Verstoring	verbraming	b	bedekking verbraming	square	0	0	10	1	100	1
1018841_2020-05-26	anb	1018841_2020-05-26	1018841_2020-05-26	6510_hu	6510_hu	Verstoring	vergrassing inclusief vervilting	zb	bedekking vergrassing	square	1.99	1.99	50	1	100	0.9602
1018841_2020-05-26	anb	1018841_2020-05-26	1018841_2020-05-26	6510_hu	6510_hu	Verstoring	verruiging inclusief ruderalisering	zb	bedekking verruiging	square	0	0	30	1	100	1
1018841_2020-05-26	anb	1018841_2020-05-26	1018841_2020-05-26	6510_hu	6510_hu	Structuur	dominantie van één soort	b	dominantie van een soort excl. sleutelsoorten	square	40	40	50	1	100	0.2
1022766_2015-06-10	N2000meetnet_Grasland	IV2017021315595672	IV2017021314354987	6230_hmo	6230_hmo	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	8	8	4	1	12	0.5
1022766_2015-06-10	N2000meetnet_Grasland	IV2017021315595672	IV2017021314354987	6230_hmo	6230_hmo	Verstoring	eutrofiëring	zb	bedekking eutrofiëring	square	1	1	10	1	100	0.9
1022766_2015-06-10	N2000meetnet_Grasland	IV2017021315595672	IV2017021314354987	6230_hmo	6230_hmo	Vegetatie	bedekking sleutelsoorten	b	bedekking sleutelsoorten	square	8.65759590511499	8.6576	10	0	100	-0.1342
1022766_2015-06-10	N2000meetnet_Grasland	IV2017021315595672	IV2017021314354987	6230_hmo	6230_hmo	Verstoring	strooisellaag	b	bedekking strooisellaag	square	2	2	10	1	100	0.998
1022766_2015-06-10	N2000meetnet_Grasland	IV2017021315595672	IV2017021314354987	6230_hmo	6230_hmo	Verstoring	verbossing	b	bedekking verbossing	circle	1	1	10	1	100	0.9
1022766_2015-06-10	N2000meetnet_Grasland	IV2017021315595672	IV2017021314354987	6230_hmo	6230_hmo	Verstoring	verbraming	b	bedekking verbraming	square	0	0	10	1	100	1
1022766_2015-06-10	N2000meetnet_Grasland	IV2017021315595672	IV2017021314354987	6230_hmo	6230_hmo	Verstoring	verdroging	zb	bedekking verdroging	square	1.99	1.99	30	1	100	0.9337
1022766_2015-06-10	N2000meetnet_Grasland	IV2017021315595672	IV2017021314354987	6230_hmo	6230_hmo	Verstoring	vergrassing inclusief vervilting	zb	bedekking vergrassing	square	21.592	21.592	50	1	100	0.5682
1022766_2015-06-10	N2000meetnet_Grasland	IV2017021315595672	IV2017021314354987	6230_hmo	6230_hmo	Verstoring	vermossing	zb	bedekking vermossing	square	0	0	30	1	100	1
1022766_2015-06-10	N2000meetnet_Grasland	IV2017021315595672	IV2017021314354987	6230_hmo	6230_hmo	Verstoring	vernatting	zb	bedekking vernatting	square	3.9502	3.9502	30	1	100	0.8683
1022766_2015-06-10	N2000meetnet_Grasland	IV2017021315595672	IV2017021314354987	6230_hmo	6230_hmo	Verstoring	verruiging inclusief ruderalisering	zb	bedekking verruiging	square	5.9104	5.9104	10	1	100	0.409
1022766_2022-08-23	N2000meetnet_Grasland_BHM	IV2022092721033980	IV2022092721013291	6230_hmo	6230_hmo	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	4	4	4	1	12	0
1022766_2022-08-23	N2000meetnet_Grasland_BHM	IV2022092721033980	IV2022092721013291	6230_hmo	6230_hmo	Verstoring	eutrofiëring	zb	bedekking eutrofiëring	square	1	1	10	1	100	0.9
1022766_2022-08-23	N2000meetnet_Grasland_BHM	IV2022092721033980	IV2022092721013291	6230_hmo	6230_hmo	Vegetatie	bedekking sleutelsoorten	b	bedekking sleutelsoorten	square	9.76219300000001	9.7622	10	0	100	-0.0238
1022766_2022-08-23	N2000meetnet_Grasland_BHM	IV2022092721033980	IV2022092721013291	6230_hmo	6230_hmo	Verstoring	strooisellaag	b	bedekking strooisellaag	square	0	0	10	1	100	1
1022766_2022-08-23	N2000meetnet_Grasland_BHM	IV2022092721033980	IV2022092721013291	6230_hmo	6230_hmo	Verstoring	verbossing	b	bedekking verbossing	circle	0	0	10	1	100	1
1022766_2022-08-23	N2000meetnet_Grasland_BHM	IV2022092721033980	IV2022092721013291	6230_hmo	6230_hmo	Verstoring	verbraming	b	bedekking verbraming	square	0	0	10	1	100	1
1022766_2022-08-23	N2000meetnet_Grasland_BHM	IV2022092721033980	IV2022092721013291	6230_hmo	6230_hmo	Verstoring	verdroging	zb	bedekking verdroging	square	1	1	30	1	100	0.9667
1022766_2022-08-23	N2000meetnet_Grasland_BHM	IV2022092721033980	IV2022092721013291	6230_hmo	6230_hmo	Verstoring	vergrassing inclusief vervilting	zb	bedekking vergrassing	square	23.2	23.2	50	1	100	0.536
1022766_2022-08-23	N2000meetnet_Grasland_BHM	IV2022092721033980	IV2022092721013291	6230_hmo	6230_hmo	Verstoring	vermossing	zb	bedekking vermossing	square	4	4	30	1	100	0.8667
1022766_2022-08-23	N2000meetnet_Grasland_BHM	IV2022092721033980	IV2022092721013291	6230_hmo	6230_hmo	Verstoring	vernatting	zb	bedekking vernatting	square	1.99	1.99	30	1	100	0.9337
1022766_2022-08-23	N2000meetnet_Grasland_BHM	IV2022092721033980	IV2022092721013291	6230_hmo	6230_hmo	Verstoring	verruiging inclusief ruderalisering	zb	bedekking verruiging	square	5.9104	5.9104	10	1	100	0.409
1023282_2018-06-11	anb	1023282_2018-06-11	1023282_2018-06-11	6510	6510_hu	Vegetatie	sleutelsoorten	b	aantal sleutelsoorten	square	1	1	7	0	21	-0.8571
1023282_2018-06-11	anb	1023282_2018-06-11	1023282_2018-06-11	6510	6510_hu	Verstoring	eutrofiëring	zb	bedekking eutrofiëring	square	87.06268	87.0627	30	0	100	-0.8152
1023282_2018-06-11	anb	1023282_2018-06-11	1023282_2018-06-11	6510	6510_hu	Structuur	verticale structuur	b	bedekking hoge grassen	square	2.98	2.98	70	1	100	0.9574
1023282_2018-06-11	anb	1023282_2018-06-11	1023282_2018-06-11	6510	6510_hu	Structuur	verticale structuur	b	bedekking middelhoge grassen	square	80.0416	80.0416	5	1	100	0.7899
