id	type_analysis	criterium	indicator	belang	status_indicator	verschilscore
1007490_2014-06-05	6510_huk	Verstoring	verbraming	b	1	1
1007490_2014-06-05	6510_huk	Verstoring	vergrassing inclusief vervilting	zb	1	0.98
1007490_2014-06-05	6510_huk	Verstoring	verruiging inclusief ruderalisering	zb	1	0.9333
1007490_2014-06-05	6510_hus	Vegetatie	bedekking sleutelsoorten	b	0	-0.9667
1007490_2014-06-05	6510_hus	Structuur	dominantie van één soort	b	0	-0.2
1007490_2014-06-05	6510_hus	Verstoring	eutrofiëring	zb	0	-0.6119
1007490_2014-06-05	6510_hus	Vegetatie	sleutelsoorten	b	0	-0.8571
1007490_2014-06-05	6510_hus	Verstoring	strooisellaag	b	1	1
1007490_2014-06-05	6510_hus	Verstoring	verbossing	b	1	1
1007490_2014-06-05	6510_hus	Verstoring	verbraming	b	1	1
1007490_2014-06-05	6510_hus	Verstoring	vergrassing inclusief vervilting	zb	0	-0.01
1007490_2014-06-05	6510_hus	Verstoring	verruiging inclusief ruderalisering	zb	1	0.9333
1007490_2014-06-05	6510_hus	Structuur	verticale structuur	b	1	0.8643
1008246_2024-08-09	7140_meso	Structuur	(korst)moslaag	b	0	-0.504
1008246_2024-08-09	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	0	-0.9337
1008246_2024-08-09	7140_meso	Structuur	dominantie van één soort	b	1	0.2786
1008246_2024-08-09	7140_meso	Verstoring	eutrofiëring	zb	1	0.9
1008246_2024-08-09	7140_meso	Verstoring	invasieve exoten	zb	1	1
1008246_2024-08-09	7140_meso	Vegetatie	sleutelsoorten	b	0	-0.5
1008246_2024-08-09	7140_meso	Verstoring	strooisellaag	b	1	1
1008246_2024-08-09	7140_meso	Verstoring	structuurschade	b	1	1
1008246_2024-08-09	7140_meso	Verstoring	verbossing	zb	0	-0.7778
1008246_2024-08-09	7140_meso	Verstoring	vergrassing	zb	1	1
1008246_2024-08-09	7140_meso	Verstoring	vermossing	zb	1	1
1008246_2024-08-09	7140_meso	Verstoring	verruiging	zb	1	1
1012434_2021-07-07	7140_meso	Structuur	(korst)moslaag	b	0	-1
1012434_2021-07-07	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	0	-0.7667
1012434_2021-07-07	7140_meso	Structuur	dominantie van één soort	b	1	0.2857
1012434_2021-07-07	7140_meso	Verstoring	eutrofiëring	zb	1	0.9
1012434_2021-07-07	7140_meso	Verstoring	invasieve exoten	zb	1	1
1012434_2021-07-07	7140_meso	Vegetatie	sleutelsoorten	b	0	-0.75
1012434_2021-07-07	7140_meso	Verstoring	strooisellaag	b	1	0.9998
1012434_2021-07-07	7140_meso	Verstoring	structuurschade	b	1	1
1012434_2021-07-07	7140_meso	Verstoring	verbossing	zb	1	0
1012434_2021-07-07	7140_meso	Verstoring	vergrassing	zb	1	1
1012434_2021-07-07	7140_meso	Verstoring	vermossing	zb	1	1
1012434_2021-07-07	7140_meso	Verstoring	verruiging	zb	1	0.9667
1013294_2016-09-20	7140_meso	Structuur	(korst)moslaag	b	0	-0.3
1013294_2016-09-20	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	0	-0.8363
1013294_2016-09-20	7140_meso	Structuur	dominantie van één soort	b	1	0.4286
1013294_2016-09-20	7140_meso	Verstoring	eutrofiëring	zb	1	0.702
1013294_2016-09-20	7140_meso	Verstoring	invasieve exoten	zb	1	1
1013294_2016-09-20	7140_meso	Vegetatie	sleutelsoorten	b	1	0
1013294_2016-09-20	7140_meso	Verstoring	strooisellaag	b	1	1
1013294_2016-09-20	7140_meso	Verstoring	structuurschade	b	1	1
1013294_2016-09-20	7140_meso	Verstoring	verbossing	zb	0	-0.1667
1013294_2016-09-20	7140_meso	Verstoring	vergrassing	zb	1	0.9333
1013294_2016-09-20	7140_meso	Verstoring	vermossing	zb	1	1
1013294_2016-09-20	7140_meso	Verstoring	verruiging	zb	0	-0.1514
1018841_2020-05-26	6510_hu	Vegetatie	bedekking sleutelsoorten	b	0	-0.9337
1018841_2020-05-26	6510_hu	Structuur	dominantie van één soort	b	1	0.2
1018841_2020-05-26	6510_hu	Verstoring	eutrofiëring	zb	1	0.8366
1018841_2020-05-26	6510_hu	Vegetatie	sleutelsoorten	b	0	-0.7143
1018841_2020-05-26	6510_hu	Verstoring	strooisellaag	b	1	1
1018841_2020-05-26	6510_hu	Verstoring	verbossing	b	1	1
1018841_2020-05-26	6510_hu	Verstoring	verbraming	b	1	1
1018841_2020-05-26	6510_hu	Verstoring	vergrassing inclusief vervilting	zb	1	0.9602
1018841_2020-05-26	6510_hu	Verstoring	verruiging inclusief ruderalisering	zb	1	1
1018841_2020-05-26	6510_hu	Structuur	verticale structuur	b	1	0.281
1022766_2015-06-10	6230_hmo	Vegetatie	bedekking sleutelsoorten	b	0	-0.1342
1022766_2015-06-10	6230_hmo	Verstoring	eutrofiëring	zb	1	0.9
1022766_2015-06-10	6230_hmo	Vegetatie	sleutelsoorten	b	1	0.5
1022766_2015-06-10	6230_hmo	Verstoring	strooisellaag	b	1	0.998
1022766_2015-06-10	6230_hmo	Verstoring	verbossing	b	1	0.9
1022766_2015-06-10	6230_hmo	Verstoring	verbraming	b	1	1
1022766_2015-06-10	6230_hmo	Verstoring	verdroging	zb	1	0.9337
1022766_2015-06-10	6230_hmo	Verstoring	vergrassing inclusief vervilting	zb	1	0.5682
1022766_2015-06-10	6230_hmo	Verstoring	vermossing	zb	1	1
1022766_2015-06-10	6230_hmo	Verstoring	vernatting	zb	1	0.8683
1022766_2015-06-10	6230_hmo	Verstoring	verruiging inclusief ruderalisering	zb	1	0.409
1022766_2022-08-23	6230_hmo	Vegetatie	bedekking sleutelsoorten	b	0	-0.0238
1022766_2022-08-23	6230_hmo	Verstoring	eutrofiëring	zb	1	0.9
1022766_2022-08-23	6230_hmo	Vegetatie	sleutelsoorten	b	1	0
1022766_2022-08-23	6230_hmo	Verstoring	strooisellaag	b	1	1
1022766_2022-08-23	6230_hmo	Verstoring	verbossing	b	1	1
1022766_2022-08-23	6230_hmo	Verstoring	verbraming	b	1	1
1022766_2022-08-23	6230_hmo	Verstoring	verdroging	zb	1	0.9667
1022766_2022-08-23	6230_hmo	Verstoring	vergrassing inclusief vervilting	zb	1	0.536
1022766_2022-08-23	6230_hmo	Verstoring	vermossing	zb	1	0.8667
1022766_2022-08-23	6230_hmo	Verstoring	vernatting	zb	1	0.9337
1022766_2022-08-23	6230_hmo	Verstoring	verruiging inclusief ruderalisering	zb	1	0.409
1023282_2018-06-11	6510_hu	Vegetatie	bedekking sleutelsoorten	b	0	-0.9667
1023282_2018-06-11	6510_hu	Structuur	dominantie van één soort	b	0	-0.4
1023282_2018-06-11	6510_hu	Verstoring	eutrofiëring	zb	0	-0.8152
1023282_2018-06-11	6510_hu	Vegetatie	sleutelsoorten	b	0	-0.8571
1023282_2018-06-11	6510_hu	Verstoring	strooisellaag	b	1	0.98
1023282_2018-06-11	6510_hu	Verstoring	verbossing	b	1	1
1023282_2018-06-11	6510_hu	Verstoring	verbraming	b	1	1
1023282_2018-06-11	6510_hu	Verstoring	vergrassing inclusief vervilting	zb	0	-0.4523
1023282_2018-06-11	6510_hu	Verstoring	verruiging inclusief ruderalisering	zb	1	0.9007
1023282_2018-06-11	6510_hu	Structuur	verticale structuur	b	1	0.7899
1023282_2018-06-11	6510_hua	Vegetatie	bedekking sleutelsoorten	b	0	-0.9
1023282_2018-06-11	6510_hua	Structuur	dominantie van één soort	b	0	-0.4
1023282_2018-06-11	6510_hua	Verstoring	eutrofiëring	zb	0	-0.8152
1023282_2018-06-11	6510_hua	Vegetatie	sleutelsoorten	b	0	-1
1023282_2018-06-11	6510_hua	Verstoring	strooisellaag	b	1	0.98
1023282_2018-06-11	6510_hua	Verstoring	verbossing	b	1	1
1023282_2018-06-11	6510_hua	Verstoring	verbraming	b	1	1
1023282_2018-06-11	6510_hua	Verstoring	verdroging	zb	1	0
1023282_2018-06-11	6510_hua	Verstoring	vergrassing inclusief vervilting	zb	0	-0.4523
1023282_2018-06-11	6510_hua	Verstoring	vernatting	zb	1	0.9007
1023282_2018-06-11	6510_hua	Verstoring	verruiging inclusief ruderalisering	zb	1	0.9007
1023282_2018-06-11	6510_hua	Structuur	verticale structuur	b	1	0.7899
1023282_2018-06-11	6510_huk	Vegetatie	bedekking sleutelsoorten	b	0	-1
1023282_2018-06-11	6510_huk	Structuur	dominantie van één soort	b	0	-0.4
1023282_2018-06-11	6510_huk	Verstoring	eutrofiëring	zb	0	-0.8152
1023282_2018-06-11	6510_huk	Structuur	levensvormen	b	0	-1
1023282_2018-06-11	6510_huk	Vegetatie	sleutelsoorten	b	0	-1
1023282_2018-06-11	6510_huk	Verstoring	strooisellaag	b	1	0.98
1023282_2018-06-11	6510_huk	Verstoring	verbossing	b	1	1
1023282_2018-06-11	6510_huk	Verstoring	verbraming	b	1	1
1023282_2018-06-11	6510_huk	Verstoring	vergrassing inclusief vervilting	zb	1	0.8255
1023282_2018-06-11	6510_huk	Verstoring	verruiging inclusief ruderalisering	zb	1	0.9007
1023282_2018-06-11	6510_hus	Vegetatie	bedekking sleutelsoorten	b	0	-0.9667
1023282_2018-06-11	6510_hus	Structuur	dominantie van één soort	b	0	-0.4
1023282_2018-06-11	6510_hus	Verstoring	eutrofiëring	zb	0	-0.8152
1023282_2018-06-11	6510_hus	Vegetatie	sleutelsoorten	b	0	-0.8571
1023282_2018-06-11	6510_hus	Verstoring	strooisellaag	b	1	0.98
1023282_2018-06-11	6510_hus	Verstoring	verbossing	b	1	1
1023282_2018-06-11	6510_hus	Verstoring	verbraming	b	1	1
1023282_2018-06-11	6510_hus	Verstoring	vergrassing inclusief vervilting	zb	0	-0.4523
1023282_2018-06-11	6510_hus	Verstoring	verruiging inclusief ruderalisering	zb	1	0.9007
1023282_2018-06-11	6510_hus	Structuur	verticale structuur	b	1	0.7899
103094_2016-09-15	7140_meso	Structuur	(korst)moslaag	b	0	-0.114
103094_2016-09-15	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	1	0.4286
103094_2016-09-15	7140_meso	Structuur	dominantie van één soort	b	1	0.1429
103094_2016-09-15	7140_meso	Verstoring	eutrofiëring	zb	1	1
103094_2016-09-15	7140_meso	Verstoring	invasieve exoten	zb	1	1
103094_2016-09-15	7140_meso	Vegetatie	sleutelsoorten	b	0	-0.75
103094_2016-09-15	7140_meso	Verstoring	strooisellaag	b	1	0.9767
103094_2016-09-15	7140_meso	Verstoring	structuurschade	b	1	1
103094_2016-09-15	7140_meso	Verstoring	verbossing	zb	1	1
103094_2016-09-15	7140_meso	Verstoring	vergrassing	zb	1	1
103094_2016-09-15	7140_meso	Verstoring	vermossing	zb	1	1
103094_2016-09-15	7140_meso	Verstoring	verruiging	zb	0	-0.01
103094_2023-10-12	7140_meso	Structuur	(korst)moslaag	b	1	0.2159
103094_2023-10-12	7140_meso	Vegetatie	bedekking sleutel- en overige soorten	b	1	0.4343
103094_2023-10-12	7140_meso	Structuur	dominantie van één soort	b	1	0.1429
103094_2023-10-12	7140_meso	Verstoring	eutrofiëring	zb	1	1
103094_2023-10-12	7140_meso	Verstoring	invasieve exoten	zb	1	1
103094_2023-10-12	7140_meso	Vegetatie	sleutelsoorten	b	0	-0.5
103094_2023-10-12	7140_meso	Verstoring	strooisellaag	b	1	0.995
103094_2023-10-12	7140_meso	Verstoring	structuurschade	b	1	1
103094_2023-10-12	7140_meso	Verstoring	verbossing	zb	0	-0.5556
103094_2023-10-12	7140_meso	Verstoring	vergrassing	zb	1	1
103094_2023-10-12	7140_meso	Verstoring	vermossing	zb	1	1
103094_2023-10-12	7140_meso	Verstoring	verruiging	zb	1	0.7667
10317874_2019-07-04	6410_mo	Vegetatie	bedekking sleutelsoorten	b	0	-1
10317874_2019-07-04	6410_mo	Verstoring	eutrofiëring	zb	1	0.606
10317874_2019-07-04	6410_mo	Structuur	levensvormen	b	0	-1
10317874_2019-07-04	6410_mo	Vegetatie	sleutelsoorten	b	0	-1
10317874_2019-07-04	6410_mo	Verstoring	strooisellaag	b	1	1
10317874_2019-07-04	6410_mo	Verstoring	verbossing	b	1	1
10317874_2019-07-04	6410_mo	Verstoring	verbraming	b	1	1
10317874_2019-07-04	6410_mo	Verstoring	verdroging	zb	0	-0.0199
10317874_2019-07-04	6410_mo	Verstoring	vergrassing inclusief vervilting	zb	1	0.98
10317874_2019-07-04	6410_mo	Verstoring	vermossing	zb	1	1
10317874_2019-07-04	6410_mo	Verstoring	vernatting	zb	1	0.3067
10317874_2019-07-04	6410_mo	Verstoring	verruiging inclusief ruderalisering	zb	1	0.9
10317874_2019-07-04	6410_mo	Verstoring	verzuring	zb	1	1
1036446_2017-07-12	6230_hmo	Vegetatie	bedekking sleutelsoorten	b	1	0.0179
1036446_2017-07-12	6230_hmo	Verstoring	eutrofiëring	zb	1	1
1036446_2017-07-12	6230_hmo	Vegetatie	sleutelsoorten	b	0	-0.25
1036446_2017-07-12	6230_hmo	Verstoring	strooisellaag	b	1	1
1036446_2017-07-12	6230_hmo	Verstoring	verbossing	b	1	1
1036446_2017-07-12	6230_hmo	Verstoring	verbraming	b	1	1
1036446_2017-07-12	6230_hmo	Verstoring	verdroging	zb	1	0.7357
1036446_2017-07-12	6230_hmo	Verstoring	vergrassing inclusief vervilting	zb	1	0.1343
1036446_2017-07-12	6230_hmo	Verstoring	vermossing	zb	1	1
1036446_2017-07-12	6230_hmo	Verstoring	vernatting	zb	1	1
1036446_2017-07-12	6230_hmo	Verstoring	verruiging inclusief ruderalisering	zb	1	0.3
1037522_2018-07-12	6230_hn	Vegetatie	bedekking sleutelsoorten	b	1	0.3923
1037522_2018-07-12	6230_hn	Verstoring	eutrofiëring	zb	1	1
1037522_2018-07-12	6230_hn	Vegetatie	sleutelsoorten	b	1	0
1037522_2018-07-12	6230_hn	Verstoring	strooisellaag	b	1	0.995
1037522_2018-07-12	6230_hn	Verstoring	verbossing	b	1	1
1037522_2018-07-12	6230_hn	Verstoring	verbraming	b	1	1
1037522_2018-07-12	6230_hn	Verstoring	vergrassing inclusief vervilting	zb	1	0.44
1037522_2018-07-12	6230_hn	Verstoring	vermossing	zb	1	1
1037522_2018-07-12	6230_hn	Verstoring	verruiging inclusief ruderalisering	zb	1	1
1040518_2017-06-29	6230_hn	Vegetatie	bedekking sleutelsoorten	b	1	0.0064
1040518_2017-06-29	6230_hn	Verstoring	eutrofiëring	zb	1	0.606
1040518_2017-06-29	6230_hn	Vegetatie	sleutelsoorten	b	1	0.125
1040518_2017-06-29	6230_hn	Verstoring	strooisellaag	b	1	1
1040518_2017-06-29	6230_hn	Verstoring	verbossing	b	1	0.9
1040518_2017-06-29	6230_hn	Verstoring	verbraming	b	1	0.8
1040518_2017-06-29	6230_hn	Verstoring	vergrassing inclusief vervilting	zb	1	0.188
1040518_2017-06-29	6230_hn	Verstoring	vermossing	zb	1	0.9667
1040518_2017-06-29	6230_hn	Verstoring	verruiging inclusief ruderalisering	zb	1	1
1052582_2018-05-31	6510_hu	Vegetatie	bedekking sleutelsoorten	b	0	-0.9667
1052582_2018-05-31	6510_hu	Structuur	dominantie van één soort	b	0	-0.94
1052582_2018-05-31	6510_hu	Verstoring	eutrofiëring	zb	1	0.9337
1052582_2018-05-31	6510_hu	Vegetatie	sleutelsoorten	b	0	-0.8571
1052582_2018-05-31	6510_hu	Verstoring	strooisellaag	b	1	0.94
1052582_2018-05-31	6510_hu	Verstoring	verbossing	b	0	-0.1111
1052582_2018-05-31	6510_hu	Verstoring	verbraming	b	1	1
1052582_2018-05-31	6510_hu	Verstoring	vergrassing inclusief vervilting	zb	1	0.9208
1052582_2018-05-31	6510_hu	Verstoring	verruiging inclusief ruderalisering	zb	1	0.9667
1052582_2018-05-31	6510_hu	Structuur	verticale structuur	b	0	-0.404
10622226_2018-06-14	6510_hus	Vegetatie	bedekking sleutelsoorten	b	0	-0.8683
10622226_2018-06-14	6510_hus	Structuur	dominantie van één soort	b	0	-0.4
10622226_2018-06-14	6510_hus	Verstoring	eutrofiëring	zb	1	0.4707
10622226_2018-06-14	6510_hus	Vegetatie	sleutelsoorten	b	0	-0.5714
10622226_2018-06-14	6510_hus	Verstoring	strooisellaag	b	1	0.99
10622226_2018-06-14	6510_hus	Verstoring	verbossing	b	1	1
10622226_2018-06-14	6510_hus	Verstoring	verbraming	b	1	1
10622226_2018-06-14	6510_hus	Verstoring	vergrassing inclusief vervilting	zb	0	-0.1932
10622226_2018-06-14	6510_hus	Verstoring	verruiging inclusief ruderalisering	zb	1	0.836
10622226_2018-06-14	6510_hus	Structuur	verticale structuur	b	1	0.5416
1062514_2020-05-27	6510_hu	Vegetatie	bedekking sleutelsoorten	b	1	0.7561
1062514_2020-05-27	6510_hu	Structuur	dominantie van één soort	b	1	0.76
1062514_2020-05-27	6510_hu	Verstoring	eutrofiëring	zb	1	0.9007
1062514_2020-05-27	6510_hu	Vegetatie	sleutelsoorten	b	0	-0.4286
1062514_2020-05-27	6510_hu	Verstoring	strooisellaag	b	1	0.96
1062514_2020-05-27	6510_hu	Verstoring	verbossing	b	1	1
1062514_2020-05-27	6510_hu	Verstoring	verbraming	b	1	1
1062514_2020-05-27	6510_hu	Verstoring	vergrassing inclusief vervilting	zb	1	0.921
1062514_2020-05-27	6510_hu	Verstoring	verruiging inclusief ruderalisering	zb	1	0.9667
1062514_2020-05-27	6510_hu	Structuur	verticale structuur	b	1	0.0196
1062930_2016-07-28	6410_mo	Vegetatie	bedekking sleutelsoorten	b	1	0.2453
1062930_2016-07-28	6410_mo	Verstoring	eutrofiëring	zb	1	0.801
1062930_2016-07-28	6410_mo	Structuur	levensvormen	b	0	-0.703
1062930_2016-07-28	6410_mo	Vegetatie	sleutelsoorten	b	1	0
1062930_2016-07-28	6410_mo	Verstoring	strooisellaag	b	1	0.999
1062930_2016-07-28	6410_mo	Verstoring	verbossing	b	1	1
1062930_2016-07-28	6410_mo	Verstoring	verbraming	b	1	1
1062930_2016-07-28	6410_mo	Verstoring	verdroging	zb	1	0.705
1062930_2016-07-28	6410_mo	Verstoring	vergrassing inclusief vervilting	zb	0	-0.07
1062930_2016-07-28	6410_mo	Verstoring	vermossing	zb	0	-0.2857
1062930_2016-07-28	6410_mo	Verstoring	vernatting	zb	1	1
1062930_2016-07-28	6410_mo	Verstoring	verruiging inclusief ruderalisering	zb	1	0.703
1062930_2016-07-28	6410_mo	Verstoring	verzuring	zb	1	0.7406
1062930_2023-08-03	6410_mo	Vegetatie	bedekking sleutelsoorten	b	1	0.1548
1062930_2023-08-03	6410_mo	Verstoring	eutrofiëring	zb	1	0.9
1062930_2023-08-03	6410_mo	Structuur	levensvormen	b	0	-0.605
1062930_2023-08-03	6410_mo	Vegetatie	sleutelsoorten	b	1	0.1
1062930_2023-08-03	6410_mo	Verstoring	strooisellaag	b	1	0.985
1062930_2023-08-03	6410_mo	Verstoring	verbossing	b	0	-0.1111
1062930_2023-08-03	6410_mo	Verstoring	verbraming	b	1	1
1062930_2023-08-03	6410_mo	Verstoring	verdroging	zb	1	0.9337
1062930_2023-08-03	6410_mo	Verstoring	vergrassing inclusief vervilting	zb	0	-0.208
1062930_2023-08-03	6410_mo	Verstoring	vermossing	zb	1	0.9667
1062930_2023-08-03	6410_mo	Verstoring	vernatting	zb	1	0.9667
1062930_2023-08-03	6410_mo	Verstoring	verruiging inclusief ruderalisering	zb	1	0.5089
1062930_2023-08-03	6410_mo	Verstoring	verzuring	zb	1	1
1068086_2019-05-23	6230_ha	Vegetatie	bedekking sleutelsoorten	b	0	-0.9
1068086_2019-05-23	6230_ha	Verstoring	eutrofiëring	zb	1	1
1068086_2019-05-23	6230_ha	Vegetatie	sleutelsoorten	b	0	-0.75
1068086_2019-05-23	6230_ha	Verstoring	strooisellaag	b	1	0.998
1068086_2019-05-23	6230_ha	Verstoring	verbossing	b	1	1
1068086_2019-05-23	6230_ha	Verstoring	verbraming	b	1	1
1068086_2019-05-23	6230_ha	Verstoring	vergrassing inclusief vervilting	zb	1	0.152
1068086_2019-05-23	6230_ha	Verstoring	vermossing	zb	1	1
1068086_2019-05-23	6230_ha	Verstoring	verruiging inclusief ruderalisering	zb	1	1
1068793_2020-05-27	6510_hu	Vegetatie	bedekking sleutelsoorten	b	0	-1
1068793_2020-05-27	6510_hu	Structuur	dominantie van één soort	b	1	0.4
1068793_2020-05-27	6510_hu	Verstoring	eutrofiëring	zb	1	0.2283
1068793_2020-05-27	6510_hu	Vegetatie	sleutelsoorten	b	0	-1
1068793_2020-05-27	6510_hu	Verstoring	strooisellaag	b	1	1
1068793_2020-05-27	6510_hu	Verstoring	verbossing	b	1	1
1068793_2020-05-27	6510_hu	Verstoring	verbraming	b	1	1
1068793_2020-05-27	6510_hu	Verstoring	vergrassing inclusief vervilting	zb	1	0.5523
1068793_2020-05-27	6510_hu	Verstoring	verruiging inclusief ruderalisering	zb	1	1
1068793_2020-05-27	6510_hu	Structuur	verticale structuur	b	1	0.3529
10717462_2019-05-16	6510_hus	Vegetatie	bedekking sleutelsoorten	b	0	-0.5707
10717462_2019-05-16	6510_hus	Structuur	dominantie van één soort	b	1	0.2
10717462_2019-05-16	6510_hus	Verstoring	eutrofiëring	zb	1	0.8043
10717462_2019-05-16	6510_hus	Vegetatie	sleutelsoorten	b	0	-0.7143
10717462_2019-05-16	6510_hus	Verstoring	strooisellaag	b	1	1
10717462_2019-05-16	6510_hus	Verstoring	verbossing	b	1	1
10717462_2019-05-16	6510_hus	Verstoring	verbraming	b	1	1
10717462_2019-05-16	6510_hus	Verstoring	vergrassing inclusief vervilting	zb	1	0.44
10717462_2019-05-16	6510_hus	Verstoring	verruiging inclusief ruderalisering	zb	0	-0.1429
10717462_2019-05-16	6510_hus	Structuur	verticale structuur	b	0	-0.208
10766985_2016-06-09	6410_mo	Vegetatie	bedekking sleutelsoorten	b	0	-0.703
10766985_2016-06-09	6410_mo	Verstoring	eutrofiëring	zb	0	-0.1288
10766985_2016-06-09	6410_mo	Structuur	levensvormen	b	0	-0.703
10766985_2016-06-09	6410_mo	Vegetatie	sleutelsoorten	b	0	-0.4
10766985_2016-06-09	6410_mo	Verstoring	strooisellaag	b	1	0.97
10766985_2016-06-09	6410_mo	Verstoring	verbossing	b	1	1
10766985_2016-06-09	6410_mo	Verstoring	verbraming	b	1	0.9
10766985_2016-06-09	6410_mo	Verstoring	verdroging	zb	1	1
10766985_2016-06-09	6410_mo	Verstoring	vergrassing inclusief vervilting	zb	1	0.8414
10766985_2016-06-09	6410_mo	Verstoring	vermossing	zb	1	1
10766985_2016-06-09	6410_mo	Verstoring	vernatting	zb	1	0.9667
10766985_2016-06-09	6410_mo	Verstoring	verruiging inclusief ruderalisering	zb	0	-0.1523
