survey	recording_givid	user_reference	structure_var_code	structure_var	cover	cover_code
N2000meetnet_Moerassen	IV2017022111070389	996278	struc	structuurschade	30	30
N2000meetnet_Moerassen	IV2017022111070389	996278	bos	verbossing	0	0
N2000meetnet_Moerassen	IV2017022111173825	1004470	struc	structuurschade	0	0
N2000meetnet_Moerassen	IV2017022111173825	1004470	bos	verbossing	5	5
N2000meetnet_Grasland	IV2017022112283578	3008870	bos	verbossing	5	5
N2000meetnet_Grasland	IV2017022115074420	4057446	bos	verbossing	0	0
N2000meetnet_Grasland	IV2017022211082902	3741830	bos	verbossing	0	0
N2000meetnet_Grasland	IV2017022212325377	1156230	bos	verbossing	0	0
N2000meetnet_Grasland	IV2017022310474384	2160774	bos	verbossing	0	0
N2000meetnet_Grasland	IV2017022316243012	2839602	bos	verbossing	0	0
N2000meetnet_Grasland	IV2017022410260914	742450	bos	verbossing	0	0
N2000meetnet_Grasland	IV2017022411275584	double_480306	bos	verbossing	0	0
N2000meetnet_Grasland	IV2017022413245704	2334002	bos	verbossing	0	0
N2000meetnet_Grasland	IV2017022414255992	2479154	bos	verbossing	0	0
N2000meetnet_Grasland	IV2017022415170190	143602	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2017112908192809	1036446	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2017112912245580	823129	bos	verbossing	1	1
N2000meetnet_Grasland_BHM	IV2017112913404044	1428270	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2017112914094613	1660950	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2017112915064012	double_1642233	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2017113008452613	double_6645958	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2017113010285455	6194105	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2017120107565546	1348277	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2017120108515000	299701	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2017120109300668	1403657	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2017120111214650	4599942	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2017120111560343	2334854	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2017120112213868	1040518	bos	verbossing	1	1
N2000meetnet_Grasland_BHM	IV2017120113271520	2813697	bos	verbossing	60	60
N2000meetnet_Grasland_BHM	IV2017120114521398	8158406	bos	verbossing	0	0
N2000meetnet_Grasland	IV2017120117561385	8121542	bos	verbossing	10	10
N2000meetnet_Grasland	IV2017120118342938	7072966	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018022813474152	1443378	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018030221003731	332786	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018030414484080	1085366	bos	verbossing	0.5	0-x-1
N2000meetnet_Grasland_BHM	IV2018030416111323	983990	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018030417514439	309458	bos	verbossing	0.5	0-x-1
N2000meetnet_Grasland_BHM	IV2018030509282854	5253462	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018030511543075	2133926	bos	verbossing	2	2
N2000meetnet_Grasland_BHM	IV2018030513285216	2264998	bos	verbossing	10	10
N2000meetnet_Grasland_BHM	IV2018030514502970	3734950	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018030610544440	5630310	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018030614095561	7203174	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018030711143521	5624882	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018030712002428	589698	bos	verbossing	1	1
N2000meetnet_Grasland_BHM	IV2018030714024007	6948370	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018030715412818	783954	bos	verbossing	26	26
N2000meetnet_Moeras_BHM	IV2018030719161925	1140434	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2018030719161925	1140434	bos	verbossing	0	0
N2000meetnet_Moeras_BHM	IV2018030719311738	1468114	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2018030719311738	1468114	bos	verbossing	0	0
N2000meetnet_Moeras_BHM	IV2018031009120638	1367026	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2018031009120638	1367026	bos	verbossing	5	5
N2000meetnet_Moeras_BHM	IV2018031010111411	222518	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2018031010111411	222518	bos	verbossing	0	0
N2000meetnet_Moeras_BHM	IV2018031015311631	1576886	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2018031015311631	1576886	bos	verbossing	0	0
N2000meetnet_Moeras_BHM	IV2018031108343898	471990	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2018031108343898	471990	bos	verbossing	40	40
N2000meetnet_Moeras_BHM	IV2018031112563585	369974	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2018031112563585	369974	bos	verbossing	3	3
N2000meetnet_Moeras_BHM	IV2018031113221134	717750	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2018031113221134	717750	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018082407540429	6102322	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018121216433080	1392705	bos	verbossing	30	30
N2000meetnet_Grasland_BHM	IV2018121811574327	81985	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018121813400651	2981953	bos	verbossing	100	100
N2000meetnet_Grasland_BHM	IV2018121814434064	3002670	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018121815134218	1249582	bos	verbossing	100	100
N2000meetnet_Grasland_BHM	IV2018121815572118	1887022	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018121816405213	1409089	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2018122009151922	6986542	bos	verbossing	10	10
N2000meetnet_Grasland_BHM	IV2019010208003898	1642233	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010209232641	3134649	bos	verbossing	10	10
N2000meetnet_Grasland_BHM	IV2019010215101106	9189270	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010216252659	6792238	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010218340961	6770678	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010218580676	6549737	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010219160277	1359838	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010306473673	1212382	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010307000537	3456990	bos	verbossing	2	2
N2000meetnet_Grasland_BHM	IV2019010308222329	2447382	bos	verbossing	15	15
N2000meetnet_Grasland_BHM	IV2019010309035047	6630337	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010309332746	7678913	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010311595752	1785525	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010312332852	1830581	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010312545285	1928193	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010313212559	1872565	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010314170327	1715637	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010314291141	1338805	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010314442127	1936821	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010314572854	1945013	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019010315193502	1667357	bos	verbossing	0	0
N2000meetnet_Moeras_BHM	IV2019010315434974	2011870	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2019010315434974	2011870	bos	verbossing	0	0
N2000meetnet_Moeras_BHM	IV2019010406260429	1498102	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2019010406260429	1498102	bos	verbossing	1	1
N2000meetnet_Moeras_BHM	IV2019010406472400	1677870	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2019010406472400	1677870	bos	verbossing	55	55
N2000meetnet_Moeras_BHM	IV2019010407172748	1322614	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2019010407172748	1322614	bos	verbossing	1	1
N2000meetnet_Moeras_BHM	IV2019010408021541	1927030	struc	structuurschade	10	10
N2000meetnet_Moeras_BHM	IV2019010408021541	1927030	bos	verbossing	30	30
N2000meetnet_Moeras_BHM	IV2019010911142819	1829622	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2019010911142819	1829622	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019011412165950	1750129	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019011414090895	1547265	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019011414351048	1461001	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019012509053642	6572681	bos	verbossing	20	20
N2000meetnet_Grasland_BHM	IV2019012513495405	2637569	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019012515324710	5408201	bos	verbossing	0	0
N2000meetnet_Moeras_BHM	IV2019013112081884	1761206	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2019013112081884	1761206	bos	verbossing	0	0
N2000meetnet_Moeras_BHM	IV2019020111131657	1913782	bos	verbossing	0	0
N2000meetnet_Moeras_BHM	IV2019020120070464	1258422	struc	structuurschade	1	1
N2000meetnet_Moeras_BHM	IV2019020120070464	1258422	bos	verbossing	0	0
N2000meetnet_Moeras_BHM	IV2019020415303598	1766326	bos	verbossing	3	3
N2000meetnet_Moeras_BHM	IV2019020509150134	1839666	bos	verbossing	0.5	0-x-1
N2000meetnet_Moeras_BHM	IV2019020510392459	107830	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2019020510392459	107830	bos	verbossing	0	0
N2000meetnet_Moeras_BHM	IV2019020512391292	1512886	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2019020512391292	1512886	bos	verbossing	5	5
N2000meetnet_Grasland_BHM	IV2019020609412094	8705254	bos	verbossing	7	7
N2000meetnet_Grasland_BHM	IV2019020612581446	7394534	bos	verbossing	12	12
N2000meetnet_Grasland_BHM	IV2019020714420536	8220722	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019020716030884	1255122	bos	verbossing	5	5
N2000meetnet_Grasland_BHM	IV2019020809404178	1269458	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019020810390261	9655346	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019020811552696	4576306	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019020910455730	480306	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019021214331564	1381569	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019021809433664	6528306	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019021809512830	13594417_2170	bos	verbossing	15	15
N2000meetnet_Duinen_BHM	IV2019021810361306	10334001_2190	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019021811115306	10186545_2130_hd	bos	verbossing	1	1
N2000meetnet_Duinen_BHM	IV2019021811495237	10186545_2170	bos	verbossing	60	60
N2000meetnet_Duinen_BHM	IV2019021813401634	13561649_2170	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019021815154027	11595569_2170	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019021815483401	1240881_2170	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019021816153672	13823793_2170	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019021816464213	12644145_2170	bos	verbossing	20	20
N2000meetnet_Duinen_BHM	IV2019021817083167	10260273_2130_hd	bos	verbossing	1	1
N2000meetnet_Duinen_BHM	IV2019021818015534	11530033_2170	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019021909195430	9131058	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019021912262072	6509618	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019021913152687	10398513_2120	klver	beperkte verstuiving_2120	100	100
N2000meetnet_Duinen_BHM	IV2019021913152687	10398513_2120	gfixe	gefixeerd_2120	0	0
N2000meetnet_Duinen_BHM	IV2019021913152687	10398513_2120	rijsh	rijshout bij type 2120	0	0
N2000meetnet_Duinen_BHM	IV2019021913152687	10398513_2120	stver	sterke verstuiving_2120	0	0
N2000meetnet_Duinen_BHM	IV2019021913152687	10398513_2120	struc	structuurverstoringen (puin, …)	30	30
N2000meetnet_Duinen_BHM	IV2019021913152687	10398513_2120	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019021914301511	6213542	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019022009260834	1044273_2120	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2019022009580729	3424742	bos	verbossing	2	2
N2000meetnet_Duinen_BHM	IV2019022011461240	10252081_2130_hd	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019022012425367	10665777_2120	klver	beperkte verstuiving_2120	0	0
N2000meetnet_Duinen_BHM	IV2019022012425367	10665777_2120	gfixe	gefixeerd_2120	0	0
N2000meetnet_Duinen_BHM	IV2019022012425367	10665777_2120	rijsh	rijshout bij type 2120	0	0
N2000meetnet_Duinen_BHM	IV2019022012425367	10665777_2120	stver	sterke verstuiving_2120	100	100
N2000meetnet_Duinen_BHM	IV2019022012425367	10665777_2120	struc	structuurverstoringen (puin, …)	0	0
N2000meetnet_Duinen_BHM	IV2019022012425367	10665777_2120	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019022013124861	13889329_2170	bos	verbossing	1	1
N2000meetnet_Duinen_BHM	IV2019022013350210	10186545_2120	klver	beperkte verstuiving_2120	0	0
N2000meetnet_Duinen_BHM	IV2019022013350210	10186545_2120	gfixe	gefixeerd_2120	0	0
N2000meetnet_Duinen_BHM	IV2019022013350210	10186545_2120	rijsh	rijshout bij type 2120	0	0
N2000meetnet_Duinen_BHM	IV2019022013350210	10186545_2120	stver	sterke verstuiving_2120	100	100
N2000meetnet_Duinen_BHM	IV2019022013350210	10186545_2120	struc	structuurverstoringen (puin, …)	0	0
N2000meetnet_Duinen_BHM	IV2019022013350210	10186545_2120	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019022013410657	10578737_2120	klver	beperkte verstuiving_2120	0	0
N2000meetnet_Duinen_BHM	IV2019022013410657	10578737_2120	gfixe	gefixeerd_2120	0	0
N2000meetnet_Duinen_BHM	IV2019022013410657	10578737_2120	rijsh	rijshout bij type 2120	0	0
N2000meetnet_Duinen_BHM	IV2019022013410657	10578737_2120	stver	sterke verstuiving_2120	100	100
N2000meetnet_Duinen_BHM	IV2019022013410657	10578737_2120	struc	structuurverstoringen (puin, …)	0	0
N2000meetnet_Duinen_BHM	IV2019022013410657	10578737_2120	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019022015131506	10283825_2130_hd	bos	verbossing	5	5
N2000meetnet_Duinen_BHM	IV2019022016562144	12054321_2170	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019022017090395	12545841_2170	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019022017210446	13070129_2170	bos	verbossing	1	1
N2000meetnet_Duinen_BHM	IV2019022017323559	10219313_2170	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019022017453613	10219313_2130_hd	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019022019283436	10809137_2190_mp	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019022019402585	12431153_2190_mp	bos	verbossing	5	5
N2000meetnet_Duinen_BHM	IV2019022111563297	11071281_2190_mp	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2019022112142789	16772913_2190_mp	bos	verbossing	10	10
N2000meetnet_Duinen_BHM	IV2019022112420450	11923249_2190_mp	bos	verbossing	2	2
N2000meetnet_Grasland_BHM	IV2019022114385849	8363961	bos	verbossing	0	0
