ID	survey	record_id_square	record_id_circle	date	type_observed	subtype_defined	type_cover	type_cover_all	is_type_target	is_maintype_target	any_type_target	n_type_target	cover_target	Habitattype	link_mhq
10104625_2130_hd_2019-10-23	N2000meetnet_Duinen_BHM	IV2020040718364614	IV2020040718225855	18192	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10104625_2130_hd
1011505_2022-09-27	N2000meetnet_Duinen_BHM	IV2022092720533744	IV2022092720523231	19262	2160	1	100	100% 2160	1	1	1	1	100	2160	1011505
101169_2023-08-16	N2000_Duinen_fieldapp	IV2023090510340710	NA	19585	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	101169
10129201_2023-08-10	N2000_Duinen_fieldapp	IV2023090510340619	NA	19579	2120	1	100	100% 2120	1	1	1	1	100	2120	10129201
10129201_2120_2019-10-21	N2000meetnet_Duinen_BHM	IV2020031623145130	IV2020031623083891	18190	2120	1	100	100% 2120	1	1	1	1	100	2120	10129201_2120
10130609_2023-08-30	N2000_Duinen_fieldapp	IV2023090510342621	NA	19599	2120	1	100	100% 2120	1	1	1	1	100	2120	10130609
10130609_2120_2019-11-04	N2000meetnet_Duinen_BHM	IV2020031521074867	IV2020031521030647	18204	2120	1	100	100% 2120	1	1	1	1	100	2120	10130609_2120
10137393_2024-08-22	N2000_Duinen_fieldapp	IV2024082622132746	NA	19957	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	10137393
10138801_2023-09-12	N2000_Duinen_fieldapp	IV2023092116274841	NA	19612	2120	1	100	100% 2120	1	1	1	1	100	2120	10138801
10138801_2120_2019-10-31	N2000meetnet_Duinen_BHM	IV2020031522385208	IV2020031522375705	18200	2120	1	100	100% 2120	1	1	1	1	100	2120	10138801_2120
1013937_2023-08-14	N2000_Duinen_fieldapp	IV2023090510335160	NA	19583	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	1013937
1013937_2120_2019-10-25	N2000meetnet_Duinen_BHM	IV2020031620214528	IV2020031620141069	18194	2120	1	100	100% 2120	1	1	1	1	100	2120	1013937_2120
1013937_2130_hd_2019-10-25	N2000meetnet_Duinen_BHM	IV2020041011550603	IV2020041011500716	18194	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	1013937_2130_hd
1015221_2023-08-07	N2000_Duinen_fieldapp	IV2023090510340563	NA	19576	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	1015221
1015221_2130_hd_2019-10-16	N2000meetnet_Duinen_BHM	IV2020041015454515	IV2020041015331970	18185	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	1015221_2130_hd
10153777_2023-08-22	N2000_Duinen_fieldapp	IV2023090510335906	NA	19591	2120	1	100	100% 2120	1	1	1	1	100	2120	10153777
10153777_2120_2018-07-16	N2000meetnet_Duinen_BHM	IV2019032212131981	IV2019032212064389	17728	2120	1	100	100% 2120	1	1	1	1	100	2120	10153777_2120
10157365_2023-09-05	N2000_Duinen_fieldapp	IV2023092116274933	NA	19605	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10157365
10157365_2130_hd_2019-10-28	N2000meetnet_Duinen_BHM	IV2020033015003401	IV2020033014401027	18197	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10157365_2130_hd
10157493_2023-08-01	N2000_Duinen_fieldapp	IV2023090510341797	NA	19570	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10157493
10157493_2130_hd_2019-10-17	N2000meetnet_Duinen_BHM	IV2020032407141512	IV2020032407075640	18186	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10157493_2130_hd
10157873_2023-08-10	N2000_Duinen_fieldapp	IV2023090510342842	NA	19579	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10157873
10157873_2130_hd_2019-10-23	N2000meetnet_Duinen_BHM	IV2020040610071733	IV2020040609581482	18192	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10157873_2130_hd
10160821_2130_hd_2019-10-14	N2000meetnet_Duinen_BHM	IV2020041015045733	IV2020041015003402	18183	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10160821_2130_hd
10172209_2023-08-16	N2000_Duinen_fieldapp	IV2023090510343475	NA	19585	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10172209
10172209_2130_hd_2019-10-22	N2000meetnet_Duinen_BHM	IV2020040609463603	IV2020033015060990	18191	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10172209_2130_hd
10184117_2023-08-01	N2000_Duinen_fieldapp	IV2023090510335391	NA	19570	2130_hd	1	85	85% 2130_hd	1	1	1	1	85	2130_hd	10184117
10184117_2130_HD_2019-10-17	N2000meetnet_Duinen_BHM	IV2020032506350318	IV2020032506172393	18186	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10184117_2130_HD
10186545_2023-08-11	N2000_Duinen_fieldapp	IV2023090510341335	NA	19580	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10186545
10186545_2023-08-22	N2000_Duinen_fieldapp	IV2023090510340842	NA	19591	2170	1	NA	NA	1	1	1	1	NA	2170	10186545
10186545_2120_2018-09-26	N2000meetnet_Duinen_BHM	IV2019022013365235	IV2019022013350210	17800	2120	1	100	100% 2120	1	1	1	1	100	2120	10186545_2120
10186545_2130_hd_2018-08-23	N2000meetnet_Duinen_BHM	IV2019021811185084	IV2019021811115306	17766	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10186545_2130_hd
10186545_2170_2018-08-23	N2000meetnet_Duinen_BHM	IV2019021812584035	IV2019021811495237	17766	2170	1	100	100% 2170	1	1	1	1	100	2170	10186545_2170
1021105_2022-10-11	N2000_Duinen_fieldapp	IV2023010321144128	NA	19276	2160	1	100	100% 2160	1	1	1	1	100	2160	1021105
1021105_2023-08-30	N2000_Duinen_fieldapp	IV2023090510343263	NA	19599	2120	1	100	100% 2120	1	1	1	1	100	2120	1021105
1021105_2120_2019-11-04	N2000meetnet_Duinen_BHM	IV2020031520570307	IV2020031520475153	18204	2120	1	100	100% 2120	1	1	1	1	100	2120	1021105_2120
10213553_2130_hd_2019-10-25	N2000meetnet_Duinen_BHM	IV2020040711103110	IV2020040710584322	18194	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10213553_2130_hd
10219313_2023-08-09	N2000_Duinen_fieldapp	IV2023090510334887	NA	19578	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10219313
10219313_2130_hd_2018-09-26	N2000meetnet_Duinen_BHM	IV2019022017491986	IV2019022017453613	17800	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10219313_2130_hd
10219313_2170_2018-09-26	N2000meetnet_Duinen_BHM	IV2019022017345169	IV2019022017323559	17800	2130_hd	1	40	40% 2130_hd; 60% 2170	1	1	1	2	100	2130_hd	10219313_2170
10219313_2170_2018-09-26	N2000meetnet_Duinen_BHM	IV2019022017345169	IV2019022017323559	17800	2170	1	60	40% 2130_hd; 60% 2170	1	1	1	2	100	2170	10219313_2170
10221745_2130_hd_2019-10-24	N2000meetnet_Duinen_BHM	IV2020041012121406	IV2020041012063369	18193	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10221745_2130_hd
10233009_2023-09-06	N2000_Duinen_fieldapp	IV2023092116275149	NA	19606	2120	1	100	100% 2120	1	1	1	1	100	2120	10233009
10233009_2120_2019-10-31	N2000meetnet_Duinen_BHM	IV2020031522270466	IV2020031522224643	18200	2120	1	100	100% 2120	1	1	1	1	100	2120	10233009_2120
10235441_2130_hd_2019-10-24	N2000meetnet_Duinen_BHM	IV2020040610284725	IV2020040610220027	18193	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10235441_2130_hd
10239793_2023-08-14	N2000_Duinen_fieldapp	IV2023090510341547	NA	19583	2120	1	100	100% 2120	1	1	1	1	100	2120	10239793
10239793_2120_2019-10-24	N2000meetnet_Duinen_BHM	IV2020031621034487	IV2020031621012941	18193	2120	1	100	100% 2120	1	1	1	1	100	2120	10239793_2120
10252081_2024-08-21	N2000_Duinen_fieldapp	IV2024082122133676	NA	19956	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10252081
10252081_2130_hd_2018-08-21	N2000meetnet_Duinen_BHM	IV2019022011550085	IV2019022011461240	17764	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10252081_2130_hd
10260273_2023-08-09	N2000_Duinen_fieldapp	IV2023090510340919	NA	19578	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10260273
10260273_2130_hd_2018-07-20	N2000meetnet_Duinen_BHM	IV2019021817150496	IV2019021817083167	17732	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10260273_2130_hd
10266801_2130_hd_2019-10-25	N2000meetnet_Duinen_BHM	IV2020032508304942	IV2020032508252645	18194	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10266801_2130_hd
10283825_2023-08-09	N2000_Duinen_fieldapp	IV2023090510340300	NA	19578	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10283825
10283825_2130_hd_2018-09-27	N2000meetnet_Duinen_BHM	IV2019022015174602	IV2019022015131506	17801	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10283825_2130_hd
10288565_2130_HD_2019-10-16	N2000meetnet_Duinen_BHM	IV2020032507272116	IV2020032507195059	18185	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10288565_2130_HD
10291313_2120_2019-10-18	N2000meetnet_Duinen_BHM	IV2020031719352910	IV2020031719305514	18187	2120	1	100	100% 2120	1	1	1	1	100	2120	10291313_2120
10291313_2120_2024-07-02	N2000_Duinen_fieldapp	IV2024070821532575	NA	19906	2120	1	100	100% 2120	1	1	1	1	100	2120	10291313_2120
10300977_2023-09-07	N2000_Duinen_fieldapp	IV2023092116275524	NA	19607	2120	1	100	100% 2120	1	1	1	1	100	2120	10300977
10300977_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031607083552	IV2020031606440525	18192	2120	1	100	100% 2120	1	1	1	1	100	2120	10300977_2120
1030321_2022-09-28	N2000meetnet_Duinen_BHM	IV2022092815453624	IV2022092815443395	19263	2160	1	100	100% 2160	1	1	1	1	100	2160	1030321
10314929_2019-10-31	N2000meetnet_Duinen_BHM	IV2020041012315171	IV2020041012244148	18200	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10314929
10323381_2023-06-16	N2000_Duinen_fieldapp	IV2023090510342781	NA	19524	2120	1	100	100% 2120	1	1	1	1	100	2120	10323381
10323381_2120_2019-10-17	N2000meetnet_Duinen_BHM	IV2020031721311008	IV2020031721263370	18186	2120	1	100	100% 2120	1	1	1	1	100	2120	10323381_2120
10327217_2021-08-31	N2000meetnet_Duinen_BHM	IV2022022621522506	IV2022022621455747	18870	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	10327217
10333745_2023-08-31	N2000_Duinen_fieldapp	IV2023090510342509	NA	19600	2120	1	100	100% 2120	1	1	1	1	100	2120	10333745
10333745_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031007315831	IV2020031007173720	18192	2120	1	100	100% 2120	1	1	1	1	100	2120	10333745_2120
10334001_2190_2018-08-14	N2000meetnet_Duinen_BHM	IV2019021810403014	IV2019021810361306	17757	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	10334001_2190
10342193_2120_2019-10-15	N2000meetnet_Duinen_BHM	IV2020031623341355	IV2020031623314554	18184	2120	1	100	100% 2120	1	1	1	1	100	2120	10342193_2120
103425_2023-08-02	N2000_Duinen_fieldapp	IV2023090510342648	NA	19571	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	103425
103425_2130_hd_2019-10-17	N2000meetnet_Duinen_BHM	IV2020032407591177	IV2020032407405828	18186	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	103425_2130_hd
10350385_2023-08-22	N2000_Duinen_fieldapp	IV2023090510341466	NA	19591	2120	1	100	100% 2120	1	1	1	1	100	2120	10350385
10350385_2120_2018-07-16	N2000meetnet_Duinen_BHM	IV2019032208584087	IV2019032208302341	17728	2120	1	100	100% 2120	1	1	1	1	100	2120	10350385_2120
10353973_2120_2019-10-28	N2000meetnet_Duinen_BHM	IV2020032310554905	IV2020032310484895	18197	2120	1	100	100% 2120	1	1	1	1	100	2120	10353973_2120
103601_2023-08-30	N2000_Duinen_fieldapp	IV2023090510343845	NA	19599	2120	1	50	50% 2120	1	1	1	1	50	2120	103601
103601_2120_2019-11-04	N2000meetnet_Duinen_BHM	IV2020031521211018	IV2020031521153338	18204	2120	1	70	70% 2120; 30% 2160	1	1	1	2	100	2120	103601_2120
103601_2120_2019-11-04	N2000meetnet_Duinen_BHM	IV2020031521211018	IV2020031521153338	18204	2160	1	30	70% 2120; 30% 2160	1	1	1	2	100	2160	103601_2120
1036081_2022-08-05	N2000meetnet_Duinen_BHM	IV2022092721074803	IV2022092721053845	19209	2160	1	100	100% 2160	1	1	1	1	100	2160	1036081
1037749_2022-08-01	N2000meetnet_Duinen_BHM	IV2022092721104008	IV2022092721093614	19205	2160	1	100	100% 2160	1	1	1	1	100	2160	1037749
10381105_2130_had_2019-10-22	N2000meetnet_Duinen_BHM	IV2020032508043894	IV2020032507573897	18191	2130_had	1	100	100% 2130_had	1	1	1	1	100	2130_had	10381105_2130_had
1038513_2022-09-30	N2000meetnet_Duinen_BHM	IV2022093017003588	IV2022093016593381	19265	2160	1	100	100% 2160	1	1	1	1	100	2160	1038513
10392753_2120_2019-10-31	N2000meetnet_Duinen_BHM	IV2020031521461005	IV2020031521403397	18200	2120	1	100	100% 2120	1	1	1	1	100	2120	10392753_2120
10398513_2120_2018-09-27	N2000meetnet_Duinen_BHM	IV2019021913332143	IV2019021913152687	17801	2120	1	100	100% 2120	1	1	1	1	100	2120	10398513_2120
10399281_2120_2019-10-23	N2000meetnet_Duinen_BHM	IV2020031607261542	IV2020031607155535	18192	2120	1	100	100% 2120	1	1	1	1	100	2120	10399281_2120
10415921_2023-10-31	N2000_Duinen_fieldapp	IV2023110621344809	NA	19661	2170	1	100	100% 2170	1	1	1	1	100	2170	10415921
10415921_2170_2018-08-24	N2000meetnet_Duinen_BHM	IV2019032213485629	IV2019032213402331	17767	2170	1	100	100% 2170	1	1	1	1	100	2170	10415921_2170
10419637_2120_2019-10-16	N2000meetnet_Duinen_BHM	IV2020031721445054	IV2020031721391174	18185	2120	1	100	100% 2120	1	1	1	1	100	2120	10419637_2120
1044273_2120_2018-07-23	N2000meetnet_Duinen_BHM	IV2019022011203333	IV2019022009260834	17735	2130_hd	1	65	65% 2130_hd; 35% 2160	1	1	1	2	100	2130_hd	1044273_2120
1044273_2120_2018-07-23	N2000meetnet_Duinen_BHM	IV2019022011203333	IV2019022009260834	17735	2160	1	35	65% 2130_hd; 35% 2160	1	1	1	2	100	2160	1044273_2120
10458289_2120_2019-11-04	N2000meetnet_Duinen_BHM	IV2020031519312449	IV2020031519301833	18204	2120	1	100	100% 2120	1	1	1	1	100	2120	10458289_2120
10462645_2120_2019-10-17	N2000meetnet_Duinen_BHM	IV2020031721133100	IV2020031721123005	18186	2120	1	100	100% 2120	1	1	1	1	100	2120	10462645_2120
1047861_2023-08-25	N2000_Duinen_fieldapp	IV2023090510335618	NA	19594	2120	1	100	100% 2120	1	1	1	1	100	2120	1047861
1047861_2120_2019-10-28	N2000meetnet_Duinen_BHM	IV2020032311330161	IV2020032311244376	18197	2120	1	100	100% 2120	1	1	1	1	100	2120	1047861_2120
10517813_2120_2019-10-28	N2000meetnet_Duinen_BHM	IV2020032308041552	IV2020032307593888	18197	2120	1	100	100% 2120	1	1	1	1	100	2120	10517813_2120
1053873_2023-09-12	N2000_Duinen_fieldapp	IV2023092116275442	NA	19612	2120	1	100	100% 2120	1	1	1	1	100	2120	1053873
1053873_2120_2019-10-31	N2000meetnet_Duinen_BHM	IV2020031522110295	IV2020031522020707	18200	2120	1	100	100% 2120	1	1	1	1	100	2120	1053873_2120
10547637_2130_hd_2019-10-16	N2000meetnet_Duinen_BHM	IV2020041015251468	IV2020041015191572	18185	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10547637_2130_hd
10578737_2023-08-18	N2000_Duinen_fieldapp	IV2023090510342013	NA	19587	2120	1	100	100% 2120	1	1	1	1	100	2120	10578737
10578737_2120_2018-09-27	N2000meetnet_Duinen_BHM	IV2019022013422931	IV2019022013410657	17801	2120	1	100	100% 2120	1	1	1	1	100	2120	10578737_2120
1057969_2022-10-06	N2000_Duinen_fieldapp	IV2023010321143063	NA	19271	2160	1	100	100% 2160	1	1	1	1	100	2160	1057969
1060149_2180_2020-09-14	N2000meetnet_Duinen_BHM	IV2020120216140340	IV2020120216123940	18519	2180	1	100	100% 2180	1	1	1	1	100	2180	1060149_2180
1060401_2024-09-10	N2000_Duinen_fieldapp	IV2024091815483040	NA	19976	2160	1	100	100% 2160	1	1	1	1	100	2160	1060401
10606705_2120_2019-10-18	N2000meetnet_Duinen_BHM	IV2020031718454661	IV2020031718404748	18187	2120	1	100	100% 2120	1	1	1	1	100	2120	10606705_2120
10642869_2130_hd_2019-10-18	N2000meetnet_Duinen_BHM	IV2020041016164636	IV2020041015550279	18187	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10642869_2130_hd
10654897_2120_2019-11-04	N2000meetnet_Duinen_BHM	IV2020031416051174	IV2020031413234346	18204	2120	1	100	100% 2120	1	1	1	1	100	2120	10654897_2120
10665777_2023-08-11	N2000_Duinen_fieldapp	IV2023090510340220	NA	19580	2120	1	100	100% 2120	1	1	1	1	100	2120	10665777
10665777_2120_2018-08-23	N2000meetnet_Duinen_BHM	IV2019022012454117	IV2019022012425367	17766	2120	1	100	100% 2120	1	1	1	1	100	2120	10665777_2120
10672241_2120_2019-10-18	N2000meetnet_Duinen_BHM	IV2020031718194416	IV2020031718111730	18187	2120	1	100	100% 2120	1	1	1	1	100	2120	10672241_2120
1069233_2024-09-03	N2000_Duinen_fieldapp	IV2024090407102262	NA	19969	2160	1	100	100% 2160	1	1	1	1	100	2160	1069233
107697_2022-08-31	N2000_Duinen_fieldapp	IV2023010321143122	NA	19235	2180	1	100	100% 2180	1	1	1	1	100	2180	107697
10778801_2130_hd_2019-10-24	N2000meetnet_Duinen_BHM	IV2020032508164234	IV2020032508102596	18193	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	10778801_2130_hd
10809137_2190_mp_2018-08-14	N2000meetnet_Duinen_BHM	IV2019022019311405	IV2019022019283436	17757	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	10809137_2190_mp
10839857_2024-08-07	N2000_Duinen_fieldapp	IV2024082122133189	NA	19942	2130_had	1	100	100% 2130_had	1	1	1	1	100	2130_had	10839857
10839857_2130_had_2019-10-22	N2000meetnet_Duinen_BHM	IV2020032507521080	IV2020032507445260	18191	2130_had	1	100	100% 2130_had	1	1	1	1	100	2130_had	10839857_2130_had
1090737_2022-08-12	N2000_Duinen_fieldapp	IV2023010321142576	NA	19216	2180	1	100	100% 2180	1	1	1	1	100	2180	1090737
110385_2020-07-15	N2000meetnet_Duinen_BHM	IV2021011411424030	IV2021011409540831	18458	2160	1	100	100% 2160	1	1	1	1	100	2160	110385
110705_2020-07-14	N2000meetnet_Duinen_BHM	IV2021011321462517	IV2021011321424591	18457	2120	1	100	100% 2120	1	1	1	1	100	2120	110705
11071281_2190_mp_2018-08-14	N2000meetnet_Duinen_BHM	IV2019022112005848	IV2019022111563297	17757	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	11071281_2190_mp
11080881_1_2021-07-22	N2000_Duinen_fieldapp	IV2021091710580801	NA	18830	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	11080881_1
1113397_2020-09-14	N2000meetnet_Duinen_BHM	IV2021021217063708	IV2021021215555995	18519	2160	1	45	5% gh; 45% 2160; 50% 2180	1	1	1	2	95	2160	1113397
1113397_2020-09-14	N2000meetnet_Duinen_BHM	IV2021021217063708	IV2021021215555995	18519	2180	1	50	5% gh; 45% 2160; 50% 2180	1	1	1	2	95	2180	1113397
111985_2020-07-20	N2000meetnet_Duinen_BHM	IV2021011513563616	IV2021011513522454	18463	2120	1	100	100% 2120	1	1	1	1	100	2120	111985
11375793_2021-08-31	N2000meetnet_Duinen_BHM	IV2022022620284834	IV2022022620200442	18870	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	11375793
11413617_2021-08-02	N2000meetnet_Duinen_BHM	IV2022031511405868	IV2022031511350730	18841	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	11413617
11457713_1_2021-07-19	N2000_Duinen_fieldapp	IV2021091710581839	NA	18827	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	11457713_1
11530033_2023-11-03	N2000_Duinen_fieldapp	IV2023110621345242	NA	19664	2130_hd	1	30	30% 2130_hd; 70% 2170	1	1	1	2	100	2130_hd	11530033
11530033_2023-11-03	N2000_Duinen_fieldapp	IV2023110621345242	NA	19664	2170	1	70	30% 2130_hd; 70% 2170	1	1	1	2	100	2170	11530033
11530033_2170_2018-07-23	N2000meetnet_Duinen_BHM	IV2019021818054897	IV2019021818015534	17735	2130_hd	1	30	30% 2130_hd; 70% 2170	1	1	1	2	100	2130_hd	11530033_2170
11530033_2170_2018-07-23	N2000meetnet_Duinen_BHM	IV2019021818054897	IV2019021818015534	17735	2170	1	70	30% 2130_hd; 70% 2170	1	1	1	2	100	2170	11530033_2170
11573_2180_2020-09-09	N2000meetnet_Duinen_BHM	IV2020120216014961	IV2020120215592681	18514	2180	1	100	100% 2180	1	1	1	1	100	2180	11573_2180
1158961_2022-09-27	N2000meetnet_Duinen_BHM	IV2022092720553887	IV2022092720533554	19262	2180	1	100	100% 2180	1	1	1	1	100	2180	1158961
11595569_2170_2018-08-20	N2000meetnet_Duinen_BHM	IV2019021815265092	IV2019021815154027	17763	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	11595569_2170
116849_2024-07-02	N2000_Duinen_fieldapp	IV2024070821532202	NA	19906	2130_hd	1	100	100% 2130_hd	1	1	1	1	100	2130_hd	116849
11686065_2021-08-27	N2000meetnet_Duinen_BHM	IV2022051219032332	IV2022051218575555	18866	2190	0	100	100% 2190	0	1	0	0	0	2190_mp	11686065
1172657_2180_2020-09-21	N2000meetnet_Duinen_BHM	IV2020120112025970	IV2020120111495894	18526	2180	1	100	100% 2180	1	1	1	1	100	2180	1172657_2180
11923249_2024-07-01	N2000_Duinen_fieldapp	IV2024070821532712	NA	19905	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	11923249
11923249_2190_mp_2018-07-23	N2000meetnet_Duinen_BHM	IV2019022112451373	IV2019022112420450	17735	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	11923249_2190_mp
12054321_2023-11-06	N2000_Duinen_fieldapp	IV2023110621345140	NA	19667	2170	1	100	100% 2170	1	1	1	1	100	2170	12054321
12054321_2170_2018-09-20	N2000meetnet_Duinen_BHM	IV2019022016595035	IV2019022016562144	17794	2170	1	100	100% 2170	1	1	1	1	100	2170	12054321_2170
120945_2020-07-14	N2000meetnet_Duinen_BHM	IV2021011321315520	IV2021011321285193	18457	2120	1	100	100% 2120	1	1	1	1	100	2120	120945
121525_2020-07-02	N2000meetnet_Duinen_BHM	IV2021011211462831	IV2021011211410717	18445	2120	1	100	100% 2120	1	1	1	1	100	2120	121525
1223473_2020-09-15	N2000meetnet_Duinen_BHM	IV2021020914425657	IV2021020914291444	18520	2190_mp	1	100	100% 2190_mp	1	1	1	1	100	2190_mp	1223473
122673_2021-08-10	N2000meetnet_Duinen_BHM	IV2022031620180663	IV2022031620124918	18849	2120	1	100	100% 2120	1	1	1	1	100	2120	122673
12401_2021-08-11	N2000meetnet_Duinen_BHM	IV2022042716401758	IV2022042716360493	18850	2120	1	100	100% 2120	1	1	1	1	100	2120	12401
1240881_2023-10-26	N2000_Duinen_fieldapp	IV2023110621345537	NA	19656	2130_hd	1	10	10% 2130_hd; 90% 2170	1	1	1	2	100	2130_hd	1240881
1240881_2023-10-26	N2000_Duinen_fieldapp	IV2023110621345537	NA	19656	2170	1	90	10% 2130_hd; 90% 2170	1	1	1	2	100	2170	1240881
