ID	record_id	plot_type	Criterium	Indicator	Voorwaarde	Waarde	Type	Invoertype	Eenheid
100662_2024-06-25	100662_2024-06-25	circle	Verstoring	vergrassing	bedekking vergrassing	62.5	Percentage	NA	%
100662_2024-06-25	100662_2024-06-25	circle	Verstoring	verruiging	bedekking verruiging	1.5	Percentage	NA	%
100662_2024-06-25	100662_2024-06-25	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
1012662_2018-08-22	1012662_2018-08-22	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	1	Geheel getal	NA	NA
1012662_2018-08-22	1012662_2018-08-22	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
1012662_2018-08-22	1012662_2018-08-22	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0.5	Percentage	NA	%
1012662_2018-08-22	1012662_2018-08-22	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1012662_2018-08-22	1012662_2018-08-22	circle	Verstoring	vergrassing	bedekking vergrassing	3	Percentage	NA	%
1012662_2018-08-22	1012662_2018-08-22	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
1012662_2018-08-22	1012662_2018-08-22	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
102098_2014-09-11	102098_2014-09-11	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	2	Geheel getal	NA	NA
102098_2014-09-11	102098_2014-09-11	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
102098_2014-09-11	102098_2014-09-11	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	1	Percentage	NA	%
102098_2014-09-11	102098_2014-09-11	circle	Structuur	horizontale structuur	bedekking open vegetaties en kaal zand	3	Percentage	NA	%
102098_2014-09-11	102098_2014-09-11	circle	Verstoring	verbossing	bedekking verbossing	10	Percentage	NA	%
102098_2014-09-11	102098_2014-09-11	circle	Verstoring	vergrassing	bedekking vergrassing	1	Percentage	NA	%
102098_2014-09-11	102098_2014-09-11	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
102098_2014-09-11	102098_2014-09-11	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	2	Geheel getal	NA	NA
102098_2022-09-06	102098_2022-09-06	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	3	Geheel getal	NA	NA
102098_2022-09-06	102098_2022-09-06	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
102098_2022-09-06	102098_2022-09-06	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
102098_2022-09-06	102098_2022-09-06	circle	Verstoring	verbossing	bedekking verbossing	20	Percentage	NA	%
102098_2022-09-06	102098_2022-09-06	circle	Verstoring	vergrassing	bedekking vergrassing	15	Percentage	NA	%
102098_2022-09-06	102098_2022-09-06	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
102098_2022-09-06	102098_2022-09-06	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	2	Geheel getal	NA	NA
103634_2018-08-03	103634_2018-08-03	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	0	Geheel getal	NA	NA
103634_2018-08-03	103634_2018-08-03	circle	Structuur	dwergstruiken	bedekking dwergstruiken	0	Percentage	NA	%
103634_2018-08-03	103634_2018-08-03	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
103634_2018-08-03	103634_2018-08-03	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
103634_2018-08-03	103634_2018-08-03	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
103634_2018-08-03	103634_2018-08-03	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
103634_2018-08-03	103634_2018-08-03	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
1043410_2017-07-28	1043410_2017-07-28	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	87.5	Percentage	NA	%
1043410_2017-07-28	1043410_2017-07-28	circle	Structuur	naakte bodem	bedekking naakte bodem	0	Percentage	NA	%
1043410_2017-07-28	1043410_2017-07-28	circle	Structuur	horizontale structuur	bedekking open vegetaties	53.5	Percentage	NA	%
1043410_2017-07-28	1043410_2017-07-28	circle	Verstoring	verbossing	bedekking verbossing	6	Percentage	NA	%
1043410_2017-07-28	1043410_2017-07-28	circle	Verstoring	vergrassing	bedekking vergrassing	3	Percentage	NA	%
1053622_2017-08-29	1053622_2017-08-29	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0.5	Percentage	NA	%
1053622_2017-08-29	1053622_2017-08-29	circle	Structuur	naakte bodem	bedekking naakte bodem	1	Percentage	NA	%
1053622_2017-08-29	1053622_2017-08-29	circle	Structuur	horizontale structuur	bedekking open vegetaties	38.5	Percentage	NA	%
1053622_2017-08-29	1053622_2017-08-29	circle	Verstoring	verbossing	bedekking verbossing	0.4	Percentage	NA	%
1053622_2017-08-29	1053622_2017-08-29	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
105458_2022-09-28	105458_2022-09-28	circle	Structuur	dwergstruiken	bedekking dwergstruiken	1.5	Percentage	NA	%
105458_2022-09-28	105458_2022-09-28	circle	Verstoring	verbossing	bedekking verbossing	2	Percentage	NA	%
105458_2022-09-28	105458_2022-09-28	circle	Verstoring	vergrassing	bedekking vergrassing	62.5	Percentage	NA	%
105682_2014-09-08	105682_2014-09-08	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	2	Geheel getal	NA	NA
105682_2014-09-08	105682_2014-09-08	circle	Structuur	dwergstruiken	bedekking dwergstruiken	0	Percentage	NA	%
105682_2014-09-08	105682_2014-09-08	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	1	Percentage	NA	%
105682_2014-09-08	105682_2014-09-08	circle	Structuur	horizontale structuur	bedekking open vegetaties en kaal zand	6	Percentage	NA	%
105682_2014-09-08	105682_2014-09-08	circle	Verstoring	verbossing	bedekking verbossing	50	Percentage	NA	%
105682_2014-09-08	105682_2014-09-08	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
105682_2014-09-08	105682_2014-09-08	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
105682_2014-09-08	105682_2014-09-08	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	2	Geheel getal	NA	NA
1065910_2017-07-31	1065910_2017-07-31	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
1065910_2017-07-31	1065910_2017-07-31	circle	Structuur	naakte bodem	bedekking naakte bodem	15	Percentage	NA	%
1065910_2017-07-31	1065910_2017-07-31	circle	Structuur	horizontale structuur	bedekking open vegetaties	88.5	Percentage	NA	%
1065910_2017-07-31	1065910_2017-07-31	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
1065910_2017-07-31	1065910_2017-07-31	circle	Verstoring	vergrassing	bedekking vergrassing	62.5	Percentage	NA	%
106614_2016-11-17	106614_2016-11-17	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
106614_2016-11-17	106614_2016-11-17	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
106614_2016-11-17	106614_2016-11-17	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
10706_2015-06-01	10706_2015-06-01	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	2	Geheel getal	NA	NA
10706_2015-06-01	10706_2015-06-01	circle	Structuur	dwergstruiken	bedekking dwergstruiken	62.5	Percentage	NA	%
10706_2015-06-01	10706_2015-06-01	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	1.5	Percentage	NA	%
10706_2015-06-01	10706_2015-06-01	circle	Structuur	horizontale structuur	bedekking open vegetaties en kaal zand	4.5	Percentage	NA	%
10706_2015-06-01	10706_2015-06-01	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
10706_2015-06-01	10706_2015-06-01	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
10706_2015-06-01	10706_2015-06-01	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10706_2015-06-01	10706_2015-06-01	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	2	Geheel getal	NA	NA
10706_2023-09-07	10706_2023-09-07	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	3	Geheel getal	NA	NA
10706_2023-09-07	10706_2023-09-07	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
10706_2023-09-07	10706_2023-09-07	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
10706_2023-09-07	10706_2023-09-07	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
10706_2023-09-07	10706_2023-09-07	circle	Verstoring	vergrassing	bedekking vergrassing	3	Percentage	NA	%
10706_2023-09-07	10706_2023-09-07	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
10706_2023-09-07	10706_2023-09-07	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	1	Geheel getal	NA	NA
1076854_2016-10-04	1076854_2016-10-04	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
1076854_2016-10-04	1076854_2016-10-04	circle	Structuur	naakte bodem	bedekking naakte bodem	0	Percentage	NA	%
1076854_2016-10-04	1076854_2016-10-04	circle	Structuur	horizontale structuur	bedekking open vegetaties	92	Percentage	NA	%
1076854_2016-10-04	1076854_2016-10-04	circle	Verstoring	verbossing	bedekking verbossing	40	Percentage	NA	%
1076854_2016-10-04	1076854_2016-10-04	circle	Verstoring	vergrassing	bedekking vergrassing	62.5	Percentage	NA	%
1078198_2018-08-22	1078198_2018-08-22	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	1	Geheel getal	NA	NA
1078198_2018-08-22	1078198_2018-08-22	circle	Structuur	dwergstruiken	bedekking dwergstruiken	15	Percentage	NA	%
1078198_2018-08-22	1078198_2018-08-22	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0.5	Percentage	NA	%
1078198_2018-08-22	1078198_2018-08-22	circle	Verstoring	verbossing	bedekking verbossing	3	Percentage	NA	%
1078198_2018-08-22	1078198_2018-08-22	circle	Verstoring	vergrassing	bedekking vergrassing	62.5	Percentage	NA	%
1078198_2018-08-22	1078198_2018-08-22	circle	Verstoring	verruiging	bedekking verruiging	0.5	Percentage	NA	%
1078198_2018-08-22	1078198_2018-08-22	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
1085366_2017-07-20	1085366_2017-07-20	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
1085366_2017-07-20	1085366_2017-07-20	circle	Structuur	naakte bodem	bedekking naakte bodem	0	Percentage	NA	%
1085366_2017-07-20	1085366_2017-07-20	circle	Structuur	horizontale structuur	bedekking open vegetaties	30	Percentage	NA	%
1085366_2017-07-20	1085366_2017-07-20	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
1085366_2017-07-20	1085366_2017-07-20	circle	Verstoring	vergrassing	bedekking vergrassing	62.5	Percentage	NA	%
1092434_2017-07-10	1092434_2017-07-10	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	37.5	Percentage	NA	%
1092434_2017-07-10	1092434_2017-07-10	circle	Structuur	naakte bodem	bedekking naakte bodem	15	Percentage	NA	%
1092434_2017-07-10	1092434_2017-07-10	circle	Structuur	horizontale structuur	bedekking open vegetaties	52.5	Percentage	NA	%
1092434_2017-07-10	1092434_2017-07-10	circle	Verstoring	verbossing	bedekking verbossing	40	Percentage	NA	%
1092434_2017-07-10	1092434_2017-07-10	circle	Verstoring	vergrassing	bedekking vergrassing	1.5	Percentage	NA	%
1110750_2016-10-03	1110750_2016-10-03	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	62.5	Percentage	NA	%
1110750_2016-10-03	1110750_2016-10-03	circle	Structuur	naakte bodem	bedekking naakte bodem	0	Percentage	NA	%
1110750_2016-10-03	1110750_2016-10-03	circle	Structuur	horizontale structuur	bedekking open vegetaties	90.5	Percentage	NA	%
1110750_2016-10-03	1110750_2016-10-03	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1110750_2016-10-03	1110750_2016-10-03	circle	Verstoring	vergrassing	bedekking vergrassing	15	Percentage	NA	%
111326_2014-08-19	111326_2014-08-19	circle	Structuur	dwergstruiken	bedekking dwergstruiken	37.5	Percentage	NA	%
111326_2014-08-19	111326_2014-08-19	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
111326_2014-08-19	111326_2014-08-19	circle	Verstoring	vergrassing	bedekking vergrassing	37.5	Percentage	NA	%
111326_2022-09-13	111326_2022-09-13	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	1	Geheel getal	NA	NA
111326_2022-09-13	111326_2022-09-13	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
111326_2022-09-13	111326_2022-09-13	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	87.5	Percentage	NA	%
111326_2022-09-13	111326_2022-09-13	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
111326_2022-09-13	111326_2022-09-13	circle	Verstoring	vergrassing	bedekking vergrassing	1	Percentage	NA	%
111326_2022-09-13	111326_2022-09-13	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
111326_2022-09-13	111326_2022-09-13	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
1114582_2018-09-04	1114582_2018-09-04	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	3	Percentage	NA	%
1114582_2018-09-04	1114582_2018-09-04	circle	Structuur	naakte bodem	bedekking naakte bodem	0	Percentage	NA	%
1114582_2018-09-04	1114582_2018-09-04	circle	Structuur	horizontale structuur	bedekking open vegetaties	100	Percentage	NA	%
1114582_2018-09-04	1114582_2018-09-04	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
1114582_2018-09-04	1114582_2018-09-04	circle	Verstoring	vergrassing	bedekking vergrassing	15	Percentage	NA	%
111918_2018-09-05	111918_2018-09-05	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	1	Geheel getal	NA	NA
111918_2018-09-05	111918_2018-09-05	circle	Structuur	dwergstruiken	bedekking dwergstruiken	62.5	Percentage	NA	%
111918_2018-09-05	111918_2018-09-05	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
111918_2018-09-05	111918_2018-09-05	circle	Verstoring	verbossing	bedekking verbossing	4.5	Percentage	NA	%
111918_2018-09-05	111918_2018-09-05	circle	Verstoring	vergrassing	bedekking vergrassing	1.5	Percentage	NA	%
111918_2018-09-05	111918_2018-09-05	circle	Verstoring	verruiging	bedekking verruiging	0.5	Percentage	NA	%
111918_2018-09-05	111918_2018-09-05	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
11218_2014-09-10	11218_2014-09-10	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
11218_2014-09-10	11218_2014-09-10	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
11218_2014-09-10	11218_2014-09-10	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
11218_2022-09-16	11218_2022-09-16	circle	Structuur	dwergstruiken	bedekking dwergstruiken	15	Percentage	NA	%
11218_2022-09-16	11218_2022-09-16	circle	Verstoring	verbossing	bedekking verbossing	15	Percentage	NA	%
11218_2022-09-16	11218_2022-09-16	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
112850_2018-07-26	112850_2018-07-26	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	2	Geheel getal	NA	NA
112850_2018-07-26	112850_2018-07-26	circle	Structuur	dwergstruiken	bedekking dwergstruiken	37.5	Percentage	NA	%
112850_2018-07-26	112850_2018-07-26	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
112850_2018-07-26	112850_2018-07-26	circle	Verstoring	verbossing	bedekking verbossing	55	Percentage	NA	%
112850_2018-07-26	112850_2018-07-26	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
112850_2018-07-26	112850_2018-07-26	circle	Verstoring	verruiging	bedekking verruiging	3	Percentage	NA	%
112850_2018-07-26	112850_2018-07-26	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
1131446_2017-08-25	1131446_2017-08-25	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0.5	Percentage	NA	%
1131446_2017-08-25	1131446_2017-08-25	circle	Structuur	naakte bodem	bedekking naakte bodem	15	Percentage	NA	%
1131446_2017-08-25	1131446_2017-08-25	circle	Structuur	horizontale structuur	bedekking open vegetaties	15.5	Percentage	NA	%
1131446_2017-08-25	1131446_2017-08-25	circle	Verstoring	verbossing	bedekking verbossing	47	Percentage	NA	%
1131446_2017-08-25	1131446_2017-08-25	circle	Verstoring	vergrassing	bedekking vergrassing	37.5	Percentage	NA	%
1140086_2017-07-25	1140086_2017-07-25	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
1140086_2017-07-25	1140086_2017-07-25	circle	Structuur	naakte bodem	bedekking naakte bodem	1.5	Percentage	NA	%
1140086_2017-07-25	1140086_2017-07-25	circle	Structuur	horizontale structuur	bedekking open vegetaties	41	Percentage	NA	%
1140086_2017-07-25	1140086_2017-07-25	circle	Verstoring	verbossing	bedekking verbossing	0.1	Percentage	NA	%
1140086_2017-07-25	1140086_2017-07-25	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
1143734_2018-08-14	1143734_2018-08-14	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	0	Geheel getal	NA	NA
1143734_2018-08-14	1143734_2018-08-14	circle	Structuur	dwergstruiken	bedekking dwergstruiken	0	Percentage	NA	%
1143734_2018-08-14	1143734_2018-08-14	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
1143734_2018-08-14	1143734_2018-08-14	circle	Verstoring	verbossing	bedekking verbossing	45	Percentage	NA	%
1143734_2018-08-14	1143734_2018-08-14	circle	Verstoring	vergrassing	bedekking vergrassing	15	Percentage	NA	%
1143734_2018-08-14	1143734_2018-08-14	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
1143734_2018-08-14	1143734_2018-08-14	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
115422_2015-06-23	115422_2015-06-23	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	1	Geheel getal	NA	NA
115422_2015-06-23	115422_2015-06-23	circle	Structuur	dwergstruiken	bedekking dwergstruiken	37.5	Percentage	NA	%
115422_2015-06-23	115422_2015-06-23	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	3	Percentage	NA	%
115422_2015-06-23	115422_2015-06-23	circle	Structuur	horizontale structuur	bedekking open vegetaties en kaal zand	3	Percentage	NA	%
115422_2015-06-23	115422_2015-06-23	circle	Verstoring	verbossing	bedekking verbossing	76	Percentage	NA	%
115422_2015-06-23	115422_2015-06-23	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
115422_2015-06-23	115422_2015-06-23	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
115422_2015-06-23	115422_2015-06-23	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	1	Geheel getal	NA	NA
115638_2017-08-23	115638_2017-08-23	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	0	Geheel getal	NA	NA
115638_2017-08-23	115638_2017-08-23	circle	Structuur	dwergstruiken	bedekking dwergstruiken	1.5	Percentage	NA	%
115638_2017-08-23	115638_2017-08-23	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
115638_2017-08-23	115638_2017-08-23	circle	Verstoring	verbossing	bedekking verbossing	6	Percentage	NA	%
115638_2017-08-23	115638_2017-08-23	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
115638_2017-08-23	115638_2017-08-23	circle	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%
115638_2017-08-23	115638_2017-08-23	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	0	Geheel getal	NA	NA
116434_2018-08-08	116434_2018-08-08	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	3	Geheel getal	NA	NA
116434_2018-08-08	116434_2018-08-08	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
116434_2018-08-08	116434_2018-08-08	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	3	Percentage	NA	%
116434_2018-08-08	116434_2018-08-08	circle	Structuur	horizontale structuur	bedekking open vegetaties en kaal zand	7.5	Percentage	NA	%
116434_2018-08-08	116434_2018-08-08	circle	Verstoring	verbossing	bedekking verbossing	9	Percentage	NA	%
116434_2018-08-08	116434_2018-08-08	circle	Verstoring	vergrassing	bedekking vergrassing	3	Percentage	NA	%
116434_2018-08-08	116434_2018-08-08	circle	Verstoring	verruiging	bedekking verruiging	15	Percentage	NA	%
116434_2018-08-08	116434_2018-08-08	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	2	Geheel getal	NA	NA
116434_2024-07-05	116434_2024-07-05	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	3	Geheel getal	NA	NA
116434_2024-07-05	116434_2024-07-05	circle	Structuur	dwergstruiken	bedekking dwergstruiken	87.5	Percentage	NA	%
116434_2024-07-05	116434_2024-07-05	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
116434_2024-07-05	116434_2024-07-05	circle	Structuur	horizontale structuur	bedekking open vegetaties en kaal zand	1.5	Percentage	NA	%
116434_2024-07-05	116434_2024-07-05	circle	Verstoring	verbossing	bedekking verbossing	10	Percentage	NA	%
116434_2024-07-05	116434_2024-07-05	circle	Verstoring	vergrassing	bedekking vergrassing	3	Percentage	NA	%
116434_2024-07-05	116434_2024-07-05	circle	Verstoring	verruiging	bedekking verruiging	62.5	Percentage	NA	%
116434_2024-07-05	116434_2024-07-05	circle	Structuur	ouderdomsstructuur Struikheide	climax- of degeneratiestadium aanwezig	2	Geheel getal	NA	NA
117202_2014-09-10	117202_2014-09-10	circle	Structuur	ouderdomsstructuur Struikheide	aantal ouderdomsstadia	1	Geheel getal	NA	NA
117202_2014-09-10	117202_2014-09-10	circle	Structuur	dwergstruiken	bedekking dwergstruiken	62.5	Percentage	NA	%
117202_2014-09-10	117202_2014-09-10	circle	Verstoring	invasieve exoten	bedekking invasieve exoten	0	Percentage	NA	%
117202_2014-09-10	117202_2014-09-10	circle	Structuur	horizontale structuur	bedekking open vegetaties en kaal zand	0	Percentage	NA	%
117202_2014-09-10	117202_2014-09-10	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
117202_2014-09-10	117202_2014-09-10	circle	Verstoring	vergrassing	bedekking vergrassing	87.5	Percentage	NA	%
