ID	survey	record_id_square	record_id_circle	date	type_observed	subtype_defined	type_cover	type_cover_all	is_type_target	is_maintype_target	any_type_target	n_type_target	cover_target	Habitattype	link_mhq
ZSCPQ177_1995-10-06	Schelde-estuarium	IV2014101313400263	NA	9409	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ177
ZSCPQ177_2013-10-18	Schelde-estuarium	IV2014030411130087	NA	15996	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ177
ZSCPQ177_2019-10-14	Schelde-estuarium	IV2020032514175395	NA	18183	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ177
ZSCPQ178_1995-10-06	Schelde-estuarium	IV2014101313450186	NA	9409	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ178
ZSCPQ178_2013-10-18	Schelde-estuarium	IV2014030411161844	NA	15996	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ178
ZSCPQ178_2019-10-14	Schelde-estuarium	IV2020032514154342	NA	18183	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ178
ZSCPQ179_1995-10-06	Schelde-estuarium	IV2014101313542398	NA	9409	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ179
ZSCPQ179_2013-10-18	Schelde-estuarium	IV2014030411195942	NA	15996	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ179
ZSCPQ179_2019-10-14	Schelde-estuarium	IV2020032514094179	NA	18183	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ179
ZSCPQ180_1995-10-06	Schelde-estuarium	IV2014101313590723	NA	9409	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ180
ZSCPQ180_2013-10-19	Schelde-estuarium	IV2014030411342143	NA	15997	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ180
ZSCPQ180_2019-10-14	Schelde-estuarium	IV2020032514270347	NA	18183	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ180
ZSCPQ181_1995-10-06	Schelde-estuarium	IV2014101314090977	NA	9409	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ181
ZSCPQ181_2013-10-19	Schelde-estuarium	IV2014030411471814	NA	15997	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ181
ZSCPQ181_2019-10-14	Schelde-estuarium	IV2020032514400472	NA	18183	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ181
ZSCPQ182_1995-10-06	Schelde-estuarium	IV2014101314161906	NA	9409	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ182
ZSCPQ182_2013-10-19	Schelde-estuarium	IV2014030411513397	NA	15997	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ182
ZSCPQ182_2019-10-15	Schelde-estuarium	IV2020032514422893	NA	18184	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ182
ZSCPQ183_1995-10-06	Schelde-estuarium	IV2014101314244127	NA	9409	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ183
ZSCPQ183_2013-10-19	Schelde-estuarium	IV2014030411544520	NA	15997	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ183
ZSCPQ183_2019-10-15	Schelde-estuarium	IV2020032514475391	NA	18184	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ183
ZSCPQ184_1995-10-09	Schelde-estuarium	IV2014101314403398	NA	9412	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ184
ZSCPQ184_2013-10-16	Schelde-estuarium	IV2014030314392874	NA	15994	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ184
ZSCPQ184_2019-10-10	Schelde-estuarium	IV2020032316554945	NA	18179	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ184
ZSCPQ185_1995-10-09	Schelde-estuarium	IV2014101314483585	NA	9412	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ185
ZSCPQ185_2013-10-16	Schelde-estuarium	IV2014030314421473	NA	15994	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ185
ZSCPQ185_2019-10-10	Schelde-estuarium	IV2020032317002321	NA	18179	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ185
ZSCPQ186_1995-10-09	Schelde-estuarium	IV2014101315031728	NA	9412	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ186
ZSCPQ186_2013-10-16	Schelde-estuarium	IV2014030314594355	NA	15994	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ186
ZSCPQ186_2019-10-10	Schelde-estuarium	IV2020032317234384	NA	18179	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ186
ZSCPQ188_1995-10-09	Schelde-estuarium	IV2014101315221470	NA	9412	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ188
ZSCPQ188_2013-10-16	Schelde-estuarium	IV2014030315031995	NA	15994	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ188
ZSCPQ188_2019-10-10	Schelde-estuarium	IV2020032317301956	NA	18179	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ188
ZSCPQ189_1995-10-09	Schelde-estuarium	IV2014101315294142	NA	9412	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ189
ZSCPQ189_2013-10-16	Schelde-estuarium	IV2014030315124036	NA	15994	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ189
ZSCPQ189_2019-10-10	Schelde-estuarium	IV2020032316462924	NA	18179	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ189
ZSCPQ190_1995-10-09	Schelde-estuarium	IV2014101315323789	NA	9412	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ190
ZSCPQ190_2013-10-16	Schelde-estuarium	IV2014030315161557	NA	15994	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ190
ZSCPQ190_2019-10-10	Schelde-estuarium	IV2020032316412576	NA	18179	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ190
ZSCPQ192_1995-10-10	Schelde-estuarium	IV2014101315450322	NA	9413	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ192
ZSCPQ192_2013-10-15	Schelde-estuarium	IV2014022511574681	NA	15993	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ192
ZSCPQ192_2019-10-08	Schelde-estuarium	IV2020032311160617	NA	18177	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ192
ZSCPQ193_1995-10-10	Schelde-estuarium	IV2014101315492411	NA	9413	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ193
ZSCPQ193_2013-10-15	Schelde-estuarium	IV2014022512005570	NA	15993	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ193
ZSCPQ193_2019-10-08	Schelde-estuarium	IV2020032311114951	NA	18177	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ193
ZSCPQ194_1995-10-10	Schelde-estuarium	IV2014101315545123	NA	9413	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ194
ZSCPQ194_2013-10-15	Schelde-estuarium	IV2014022512030033	NA	15993	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ194
ZSCPQ194_2019-10-08	Schelde-estuarium	IV2020032311082588	NA	18177	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ194
ZSCPQ195_1995-10-10	Schelde-estuarium	IV2014101315581831	NA	9413	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ195
ZSCPQ195_2013-10-15	Schelde-estuarium	IV2014022512060363	NA	15993	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ195
ZSCPQ195_2019-10-08	Schelde-estuarium	IV2020032311204285	NA	18177	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ195
ZSCPQ199_1995-10-10	Schelde-estuarium	IV2014101316163836	NA	9413	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ199
ZSCPQ199_2013-10-15	Schelde-estuarium	IV2014030311151333	NA	15993	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ199
ZSCPQ199_2019-10-08	Schelde-estuarium	IV2020032310392633	NA	18177	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ199
ZSCPQ200_1995-10-13	Schelde-estuarium	IV2014101316210292	NA	9416	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ200
ZSCPQ200_2013-10-15	Schelde-estuarium	IV2014030311211704	NA	15993	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ200
ZSCPQ200_2019-10-08	Schelde-estuarium	IV2020032311280361	NA	18177	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ200
ZSCPQ201_1995-10-13	Schelde-estuarium	IV2014101316244338	NA	9416	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ201
ZSCPQ201_2013-10-15	Schelde-estuarium	IV2014030311263430	NA	15993	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ201
ZSCPQ201_2019-10-08	Schelde-estuarium	IV2020032311323254	NA	18177	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ201
ZSCPQ203_1995-10-13	Schelde-estuarium	IV2014101316312845	NA	9416	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ203
ZSCPQ203_2013-10-15	Schelde-estuarium	IV2014030311283135	NA	15993	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ203
ZSCPQ203_2019-10-08	Schelde-estuarium	IV2020032316380707	NA	18177	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ203
ZSCPQ222_2012-09-26	Schelde-estuarium	IV2013070516275106	NA	15609	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ222
ZSCPQ222_2013-10-07	Schelde-estuarium	IV2014011315360763	NA	15985	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ222
ZSCPQ222_2016-10-07	Schelde-estuarium	IV2016120512033460	NA	17081	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ222
ZSCPQ225_2012-09-26	Schelde-estuarium	IV2013070908573073	NA	15609	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ225
ZSCPQ225_2013-10-07	Schelde-estuarium	IV2014011315404492	NA	15985	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ225
ZSCPQ225_2016-10-07	Schelde-estuarium	IV2016120513593673	NA	17081	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ225
ZSCPQ225_2019-10-10	Schelde-estuarium	IV2020032413194563	NA	18179	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ225
ZSCPQ225_2022-10-03	Schelde-estuarium	IV2023031712114303	NA	19268	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ225
ZSCPQ227_2012-09-26	Schelde-estuarium	IV2013070909043060	NA	15609	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ227
ZSCPQ227_2013-10-07	Schelde-estuarium	IV2014011315450812	NA	15985	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ227
ZSCPQ227_2016-10-07	Schelde-estuarium	IV2016120516150711	NA	17081	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ227
ZSCPQ227_2019-10-11	Schelde-estuarium	IV2020032417102328	NA	18180	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ227
ZSCPQ227_2022-10-03	Schelde-estuarium	IV2023031713323978	NA	19268	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ227
ZSCPQ230_2012-09-26	Schelde-estuarium	IV2013070909104301	NA	15609	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ230
ZSCPQ230_2013-10-07	Schelde-estuarium	IV2014011315505423	NA	15985	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ230
ZSCPQ230_2016-10-10	Schelde-estuarium	IV2016121209285905	NA	17084	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ230
ZSCPQ230_2019-10-11	Schelde-estuarium	IV2020032417192031	NA	18180	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ230
ZSCPQ230_2022-10-03	Schelde-estuarium	IV2023031713462494	NA	19268	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ230
ZSCPQ234_2012-09-26	Schelde-estuarium	IV2013070909254090	NA	15609	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ234
ZSCPQ234_2013-10-09	Schelde-estuarium	IV2014011316053103	NA	15987	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ234
ZSCPQ234_2016-10-10	Schelde-estuarium	IV2016121210233402	NA	17084	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ234
ZSCPQ234_2019-10-11	Schelde-estuarium	IV2020032417512937	NA	18180	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ234
ZSCPQ234_2022-10-03	Schelde-estuarium	IV2023031714024342	NA	19268	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ234
ZSCPQ240_2012-10-03	Schelde-estuarium	IV2013070910074952	NA	15616	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ240
ZSCPQ240_2013-10-09	Schelde-estuarium	IV2014011316134838	NA	15987	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ240
ZSCPQ240_2016-10-10	Schelde-estuarium	IV2016121211135257	NA	17084	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ240
ZSCPQ240_2019-10-11	Schelde-estuarium	IV2020032512110305	NA	18180	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ240
ZSCPQ240_2022-10-04	Schelde-estuarium	IV2023031714501536	NA	19269	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ240
ZSCPQ241_2012-10-03	Schelde-estuarium	IV2013070910125132	NA	15616	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ241
ZSCPQ241_2013-10-09	Schelde-estuarium	IV2014011316163049	NA	15987	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ241
ZSCPQ241_2016-10-10	Schelde-estuarium	IV2016121213353352	NA	17084	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ241
ZSCPQ241_2019-10-11	Schelde-estuarium	IV2020032512141521	NA	18180	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ241
ZSCPQ241_2022-10-04	Schelde-estuarium	IV2023031714523366	NA	19269	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ241
ZSCPQ242_2012-10-03	Schelde-estuarium	IV2013070910180541	NA	15616	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ242
ZSCPQ242_2013-10-09	Schelde-estuarium	IV2014011316205332	NA	15987	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ242
ZSCPQ242_2016-10-10	Schelde-estuarium	IV2016121213410683	NA	17084	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ242
ZSCPQ242_2019-10-17	Schelde-estuarium	IV2020032516331844	NA	18186	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ242
ZSCPQ242_2022-10-04	Schelde-estuarium	IV2023031715060181	NA	19269	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ242
ZSCPQ243_2012-10-03	Schelde-estuarium	IV2013070910213880	NA	15616	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ243
ZSCPQ243_2013-10-09	Schelde-estuarium	IV2014011316224635	NA	15987	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ243
ZSCPQ243_2016-10-10	Schelde-estuarium	IV2016121213454156	NA	17084	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ243
ZSCPQ243_2019-10-17	Schelde-estuarium	IV2020032516285243	NA	18186	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ243
ZSCPQ243_2022-10-04	Schelde-estuarium	IV2023031715102357	NA	19269	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ243
ZSCPQ244_2012-10-03	Schelde-estuarium	IV2013070910265522	NA	15616	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ244
ZSCPQ244_2013-10-09	Schelde-estuarium	IV2014011316270681	NA	15987	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ244
ZSCPQ244_2016-10-10	Schelde-estuarium	IV2016121214092447	NA	17084	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ244
ZSCPQ244_2019-10-17	Schelde-estuarium	IV2020032516361248	NA	18186	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ244
ZSCPQ244_2022-10-04	Schelde-estuarium	IV2023031715141453	NA	19269	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ244
ZSCPQ245_2012-10-02	Schelde-estuarium	IV2013070910322160	NA	15615	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ245
ZSCPQ245_2013-10-09	Schelde-estuarium	IV2014011316461461	NA	15987	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ245
ZSCPQ245_2016-10-10	Schelde-estuarium	IV2016121214153466	NA	17084	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ245
ZSCPQ245_2019-10-11	Schelde-estuarium	IV2020032512170342	NA	18180	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ245
ZSCPQ245_2022-10-04	Schelde-estuarium	IV2023031715014524	NA	19269	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ245
ZSCPQ246_2012-10-08	Schelde-estuarium	IV2013070913454269	NA	15621	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ246
ZSCPQ246_2013-10-14	Schelde-estuarium	IV2014011317014960	NA	15992	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ246
ZSCPQ246_2016-10-12	Schelde-estuarium	IV2016121215054565	NA	17086	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ246
ZSCPQ246_2019-10-17	Schelde-estuarium	IV2020032515593373	NA	18186	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ246
ZSCPQ246_2022-10-04	Schelde-estuarium	IV2023031715501696	NA	19269	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ246
ZSCPQ247_2012-10-08	Schelde-estuarium	IV2013070910360565	NA	15621	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ247
ZSCPQ247_2013-10-14	Schelde-estuarium	IV2014011317033027	NA	15992	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ247
ZSCPQ247_2016-10-12	Schelde-estuarium	IV2016121215485360	NA	17086	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ247
ZSCPQ247_2019-10-17	Schelde-estuarium	IV2020032516121938	NA	18186	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ247
ZSCPQ247_2022-10-04	Schelde-estuarium	IV2023031715474252	NA	19269	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ247
ZSCPQ248_2012-10-08	Schelde-estuarium	IV2013070910395841	NA	15621	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ248
ZSCPQ248_2013-10-14	Schelde-estuarium	IV2014011317063744	NA	15992	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ248
ZSCPQ248_2016-10-10	Schelde-estuarium	IV2016121215031282	NA	17084	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ248
ZSCPQ248_2019-10-17	Schelde-estuarium	IV2020032516151055	NA	18186	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ248
ZSCPQ248_2022-10-04	Schelde-estuarium	IV2023031715440970	NA	19269	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ248
ZSCPQ253_2012-10-08	Schelde-estuarium	IV2013070910520513	NA	15621	1330_da	1	100	100% 1330_da	1	1	1	1	100	1330_da	ZSCPQ253
