ID	record_id	plot_type	Criterium	Indicator	Voorwaarde	Waarde	Type	Invoertype	Eenheid
103094_2023-10-12	IV2023112210394817	square	Verstoring	strooisellaag	bedekking strooisellaag	15	Percentage	NA	%
103094_2023-10-12	IV2023112210385221	circle	Verstoring	structuurschade	bedekking structuurschade	0	Percentage	NA	%
103094_2023-10-12	IV2023112210385221	circle	Verstoring	verbossing	bedekking verbossing	60	Percentage	NA	%
10317874_2019-07-04	IV2020032310162222	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
10317874_2019-07-04	IV2020032310140080	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1036446_2017-07-12	IV2017112908460816	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1036446_2017-07-12	IV2017112908192809	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1037522_2018-07-12	IV2019030510214992	square	Verstoring	strooisellaag	bedekking strooisellaag	5	Percentage	NA	%
1037522_2018-07-12	IV2019030510151254	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1040518_2017-06-29	IV2017120112565263	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1040518_2017-06-29	IV2017120112213868	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
1052582_2018-05-31	1052582_2018-05-31	square	Verstoring	strooisellaag	bedekking strooisellaag	60	Percentage	NA	%
1052582_2018-05-31	1052582_2018-05-31	circle	Verstoring	verbossing	bedekking verbossing	20	Percentage	NA	%
10622226_2018-06-14	10622226_2018-06-14	square	Verstoring	strooisellaag	bedekking strooisellaag	10	Percentage	NA	%
10622226_2018-06-14	10622226_2018-06-14	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1062514_2020-05-27	1062514_2020-05-27	square	Verstoring	strooisellaag	bedekking strooisellaag	40	Percentage	NA	%
1062514_2020-05-27	1062514_2020-05-27	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1062930_2016-07-28	IV2017021416154407	square	Verstoring	strooisellaag	bedekking strooisellaag	1	Percentage	NA	%
1062930_2016-07-28	IV2017021415534916	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1062930_2023-08-03	IV2024022816084935	square	Verstoring	strooisellaag	bedekking strooisellaag	15	Percentage	NA	%
1062930_2023-08-03	IV2023112210404920	circle	Verstoring	verbossing	bedekking verbossing	20	Percentage	NA	%
1068086_2019-05-23	IV2020021916204322	square	Verstoring	strooisellaag	bedekking strooisellaag	2	Percentage	NA	%
1068086_2019-05-23	IV2020021916160633	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1068793_2020-05-27	1068793_2020-05-27	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1068793_2020-05-27	1068793_2020-05-27	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
10717462_2019-05-16	10717462_2019-05-16	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
10717462_2019-05-16	10717462_2019-05-16	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
10766985_2016-06-09	IV2017020310250354	square	Verstoring	strooisellaag	bedekking strooisellaag	30	Percentage	NA	%
10766985_2016-06-09	IV2017020309560065	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
107830_2018-05-30	IV2019020510571326	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
107830_2018-05-30	IV2019020510392459	circle	Verstoring	structuurschade	bedekking structuurschade	0	Percentage	NA	%
107830_2018-05-30	IV2019020510392459	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
10840262_2019-07-08	IV2020032117454182	square	Verstoring	strooisellaag	bedekking strooisellaag	1	Percentage	NA	%
10840262_2019-07-08	IV2020032117163034	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1085366_2017-07-31	IV2018030415500950	square	Verstoring	strooisellaag	bedekking strooisellaag	20	Percentage	NA	%
1085366_2017-07-31	IV2018030414484080	circle	Verstoring	verbossing	bedekking verbossing	0.5	Percentage	NA	%
1087350_2016-09-20	IV2017021710262223	square	Verstoring	strooisellaag	bedekking strooisellaag	30	Percentage	NA	%
1087350_2016-09-20	IV2017021710141595	circle	Verstoring	structuurschade	bedekking structuurschade	0	Percentage	NA	%
1087350_2016-09-20	IV2017021710141595	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
1095890_2018-07-12	IV2019030509590498	square	Verstoring	strooisellaag	bedekking strooisellaag	2	Percentage	NA	%
1095890_2018-07-12	IV2019030509454267	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1097222_2018-06-05	1097222_2018-06-05	square	Verstoring	strooisellaag	bedekking strooisellaag	30	Percentage	NA	%
1097222_2018-06-05	1097222_2018-06-05	circle	Verstoring	verbossing	bedekking verbossing	55	Percentage	NA	%
1107666_2018-06-19	IV2019031108341174	square	Verstoring	strooisellaag	bedekking strooisellaag	5	Percentage	NA	%
1107666_2018-06-19	IV2019031108122062	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
11142674_2019-07-03	IV2020031709214044	square	Verstoring	strooisellaag	bedekking strooisellaag	2	Percentage	NA	%
11142674_2019-07-03	IV2020031709322618	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1115122_2016-08-25	IV2017013015085454	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1115122_2016-08-25	IV2017013013460448	circle	Verstoring	verbossing	bedekking verbossing	2	Percentage	NA	%
1117877_2015-08-20	IV2017010616345212	circle	Structuur	microreliëf	bedekking microrelief	100	Percentage	NA	%
1117877_2022-09-20	IV2022092720593559	circle	Structuur	microreliëf	bedekking microrelief	100	Percentage	NA	%
1119506_2016-06-14	1119506_2016-06-14	square	Verstoring	strooisellaag	bedekking strooisellaag	6	Percentage	NA	%
1119506_2016-06-14	1119506_2016-06-14	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1119506_2023-06-06	1119506_2023-06-06	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1119506_2023-06-06	1119506_2023-06-06	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
11228210_2019-06-19	IV2020031211135033	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
11228210_2019-06-19	IV2020031211271709	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1132201_2017-07-10	IV2020032712091388	square	Verstoring	strooisellaag	bedekking strooisellaag	100	Percentage	NA	%
1132201_2017-07-10	IV2020032711173507	circle	Verstoring	structuurschade	bedekking structuurschade	0	Percentage	NA	%
1132201_2017-07-10	IV2020032711173507	circle	Verstoring	verbossing	bedekking verbossing	55	Percentage	NA	%
1132201_2024-06-26	IV2024062806502664	square	Verstoring	strooisellaag	bedekking strooisellaag	80	Percentage	NA	%
1132201_2024-06-26	IV2024062806492433	circle	Verstoring	structuurschade	bedekking structuurschade	0	Percentage	NA	%
1132201_2024-06-26	IV2024062806492433	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1132838_2018-05-23	1132838_2018-05-23	square	Verstoring	strooisellaag	bedekking strooisellaag	45	Percentage	NA	%
1132838_2018-05-23	1132838_2018-05-23	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
11343122_2020-05-26	11343122_2020-05-26	square	Verstoring	strooisellaag	bedekking strooisellaag	10	Percentage	NA	%
11343122_2020-05-26	11343122_2020-05-26	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1135826_2018-07-12	IV2019030510520410	square	Verstoring	strooisellaag	bedekking strooisellaag	2	Percentage	NA	%
1135826_2018-07-12	IV2019030510462717	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
11394098_2019-07-05	IV2020032310004475	square	Verstoring	strooisellaag	bedekking strooisellaag	3	Percentage	NA	%
11394098_2019-07-05	IV2020032308205723	circle	Verstoring	verbossing	bedekking verbossing	5	Percentage	NA	%
1140434_2017-07-04	IV2018030719244841	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1140434_2017-07-04	IV2018030719161925	circle	Verstoring	structuurschade	bedekking structuurschade	0	Percentage	NA	%
1140434_2017-07-04	IV2018030719161925	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
11466886_2019-07-08	IV2020032010352445	square	Verstoring	strooisellaag	bedekking strooisellaag	15	Percentage	NA	%
11466886_2019-07-08	IV2020032010333167	circle	Verstoring	verbossing	bedekking verbossing	20	Percentage	NA	%
1150886_2016-07-19	IV2017012620054742	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1150886_2016-07-19	IV2017012615432844	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1150886_2023-06-28	IV2023062814065927	square	Verstoring	strooisellaag	bedekking strooisellaag	0.5	Percentage	NA	%
1150886_2023-06-28	IV2023062813235982	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1152657_2014-05-30	1152657_2014-05-30	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1152657_2014-05-30	1152657_2014-05-30	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1152657_2022-05-31	1152657_2022-05-31	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1152657_2022-05-31	1152657_2022-05-31	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1156230_2015-06-09	IV2017022213011877	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1156230_2015-06-09	IV2017022212325377	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1156230_2022-06-24	IV2022062707580424	square	Verstoring	strooisellaag	bedekking strooisellaag	5	Percentage	NA	%
1156230_2022-06-24	IV2022062707565650	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1163750_2018-05-25	1163750_2018-05-25	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1163750_2018-05-25	1163750_2018-05-25	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
116950_2016-09-06	IV2017012013095674	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
116950_2016-09-06	IV2017012013020416	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
116950_2023-07-16	IV2023112418265488	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
116950_2023-07-16	IV2023112418254905	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1175794_2018-06-11	1175794_2018-06-11	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1175794_2018-06-11	1175794_2018-06-11	circle	Verstoring	verbossing	bedekking verbossing	50	Percentage	NA	%
1177233_2022-06-20	1177233_2022-06-20	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1177233_2022-06-20	1177233_2022-06-20	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
118441_2016-06-13	118441_2016-06-13	square	Verstoring	strooisellaag	bedekking strooisellaag	30	Percentage	NA	%
118441_2016-06-13	118441_2016-06-13	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
118441_2022-06-09	118441_2022-06-09	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
118441_2022-06-09	118441_2022-06-09	circle	Verstoring	verbossing	bedekking verbossing	35	Percentage	NA	%
1185042_2020-05-18	1185042_2020-05-18	square	Verstoring	strooisellaag	bedekking strooisellaag	2	Percentage	NA	%
1185042_2020-05-18	1185042_2020-05-18	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1201345_2018-06-13	1201345_2018-06-13	square	Verstoring	strooisellaag	bedekking strooisellaag	15	Percentage	NA	%
1201345_2018-06-13	1201345_2018-06-13	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1212382_2018-06-27	IV2019010306500942	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1212382_2018-06-27	IV2019010306473673	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1216422_2016-07-19	IV2017012620573892	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1216422_2016-07-19	IV2017012620463014	circle	Verstoring	verbossing	bedekking verbossing	2	Percentage	NA	%
1217746_2018-07-12	IV2019030507115159	square	Verstoring	strooisellaag	bedekking strooisellaag	5	Percentage	NA	%
1217746_2018-07-12	IV2019030506553128	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
12229422_2019-08-01	IV2020021414132240	square	Verstoring	strooisellaag	bedekking strooisellaag	30	Percentage	NA	%
12229422_2019-08-01	IV2020021413575834	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
122549_2022-07-31	IV2022092721093873	circle	Structuur	microreliëf	bedekking microrelief	100	Percentage	NA	%
1227910_2018-05-30	1227910_2018-05-30	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1227910_2018-05-30	1227910_2018-05-30	circle	Verstoring	verbossing	bedekking verbossing	7	Percentage	NA	%
12457234_2020-05-18	12457234_2020-05-18	square	Verstoring	strooisellaag	bedekking strooisellaag	3	Percentage	NA	%
12457234_2020-05-18	12457234_2020-05-18	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1249582_2018-06-13	IV2018121815460288	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1249582_2018-06-13	IV2018121815134218	circle	Verstoring	verbossing	bedekking verbossing	100	Percentage	NA	%
1254486_2018-06-27	IV2019022012591316	square	Verstoring	strooisellaag	bedekking strooisellaag	2	Percentage	NA	%
1254486_2018-06-27	IV2019022012091414	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1255122_2018-06-19	IV2019020808585406	square	Verstoring	strooisellaag	bedekking strooisellaag	1	Percentage	NA	%
1255122_2018-06-19	IV2019020716030884	circle	Verstoring	verbossing	bedekking verbossing	5	Percentage	NA	%
1258422_2018-07-10	IV2019020120260519	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1258422_2018-07-10	IV2019020120070464	circle	Verstoring	structuurschade	bedekking structuurschade	1	Percentage	NA	%
1258422_2018-07-10	IV2019020120070464	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1260481_2018-06-08	1260481_2018-06-08	square	Verstoring	strooisellaag	bedekking strooisellaag	5	Percentage	NA	%
1260481_2018-06-08	1260481_2018-06-08	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1266738_2018-06-11	1266738_2018-06-11	square	Verstoring	strooisellaag	bedekking strooisellaag	30	Percentage	NA	%
1266738_2018-06-11	1266738_2018-06-11	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
1269030_2016-06-21	1269030_2016-06-21	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1269030_2016-06-21	1269030_2016-06-21	circle	Verstoring	verbossing	bedekking verbossing	5	Percentage	NA	%
1269458_2018-06-19	IV2019020809510944	square	Verstoring	strooisellaag	bedekking strooisellaag	3	Percentage	NA	%
1269458_2018-06-19	IV2019020809404178	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1271122_2018-06-18	1271122_2018-06-18	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1271122_2018-06-18	1271122_2018-06-18	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
127218_2014-05-19	127218_2014-05-19	square	Verstoring	strooisellaag	bedekking strooisellaag	20	Percentage	NA	%
127218_2014-05-19	127218_2014-05-19	circle	Verstoring	verbossing	bedekking verbossing	5	Percentage	NA	%
127218_2020-05-15	IV2022052511293970	square	Verstoring	strooisellaag	bedekking strooisellaag	10	Percentage	NA	%
127218_2020-05-15	IV2022052511273430	circle	Verstoring	verbossing	bedekking verbossing	30	Percentage	NA	%
1280278_2014-05-27	1280278_2014-05-27	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1280278_2014-05-27	1280278_2014-05-27	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1280278_2022-05-24	1280278_2022-05-24	square	Verstoring	strooisellaag	bedekking strooisellaag	5	Percentage	NA	%
1280278_2022-05-24	1280278_2022-05-24	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1286278_2015-06-25	IV2017021018144986	square	Verstoring	strooisellaag	bedekking strooisellaag	40	Percentage	NA	%
1286278_2015-06-25	IV2017021018002273	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1286278_2022-07-04	IV2022091211054406	square	Verstoring	strooisellaag	bedekking strooisellaag	3	Percentage	NA	%
1286278_2022-07-04	IV2022091211043669	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
128657_2022-06-20	128657_2022-06-20	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
128657_2022-06-20	128657_2022-06-20	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1300962_2018-06-20	1300962_2018-06-20	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1300962_2018-06-20	1300962_2018-06-20	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1305334_2021-08-19	IV2022031013332985	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1305334_2021-08-19	IV2022031012392819	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1322614_2018-07-05	IV2019010407330134	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1322614_2018-07-05	IV2019010407172748	circle	Verstoring	structuurschade	bedekking structuurschade	0	Percentage	NA	%
1322614_2018-07-05	IV2019010407172748	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
1328710_2018-06-06	1328710_2018-06-06	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1328710_2018-06-06	1328710_2018-06-06	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1346134_2016-08-24	IV2017021416161173	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1346134_2016-08-24	IV2017021416061568	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1348277_2017-09-29	IV2017120107565546	circle	Structuur	microreliëf	bedekking microrelief	100	Percentage	NA	%
1355014_2018-06-06	1355014_2018-06-06	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1355014_2018-06-06	1355014_2018-06-06	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1359838_2018-06-27	IV2019010219295713	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1359838_2018-06-27	IV2019010219160277	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
136466_2016-06-15	136466_2016-06-15	square	Verstoring	strooisellaag	bedekking strooisellaag	50	Percentage	NA	%
136466_2016-06-15	136466_2016-06-15	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
136466_2023-06-06	136466_2023-06-06	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
136466_2023-06-06	136466_2023-06-06	circle	Verstoring	verbossing	bedekking verbossing	2	Percentage	NA	%
1367026_2017-06-30	IV2018031009213148	square	Verstoring	strooisellaag	bedekking strooisellaag	3	Percentage	NA	%
1367026_2017-06-30	IV2018031009120638	circle	Verstoring	structuurschade	bedekking structuurschade	0	Percentage	NA	%
1367026_2017-06-30	IV2018031009120638	circle	Verstoring	verbossing	bedekking verbossing	5	Percentage	NA	%
1375542_2018-05-29	1375542_2018-05-29	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1375542_2018-05-29	1375542_2018-05-29	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
1381569_2018-06-06	1381569_2018-06-06	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1381569_2018-06-06	1381569_2018-06-06	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1381569_2018-06-12	IV2019021214520710	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1381569_2018-06-12	IV2019021214331564	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1388150_2015-06-29	IV2017021513582966	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1388150_2015-06-29	IV2017021513460105	circle	Verstoring	structuurschade	bedekking structuurschade	0	Percentage	NA	%
1388150_2015-06-29	IV2017021513460105	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
1388150_2022-08-18	IV2022091211054136	square	Verstoring	strooisellaag	bedekking strooisellaag	5	Percentage	NA	%
1388150_2022-08-18	IV2022091211043763	circle	Verstoring	structuurschade	bedekking structuurschade	0	Percentage	NA	%
1388150_2022-08-18	IV2022091211043763	circle	Verstoring	verbossing	bedekking verbossing	1	Percentage	NA	%
1390706_2020-05-28	1390706_2020-05-28	square	Verstoring	strooisellaag	bedekking strooisellaag	1	Percentage	NA	%
1390706_2020-05-28	1390706_2020-05-28	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1392705_2018-06-12	IV2018121218533825	square	Verstoring	strooisellaag	bedekking strooisellaag	25	Percentage	NA	%
1392705_2018-06-12	IV2018121216433080	circle	Verstoring	verbossing	bedekking verbossing	30	Percentage	NA	%
1395766_2019-05-27	IV2020022714202521	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1395766_2019-05-27	IV2020022714073095	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1397810_2018-06-07	1397810_2018-06-07	square	Verstoring	strooisellaag	bedekking strooisellaag	100	Percentage	NA	%
1397810_2018-06-07	1397810_2018-06-07	circle	Verstoring	verbossing	bedekking verbossing	7	Percentage	NA	%
140241_2022-08-22	IV2022092721054512	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
140241_2022-08-22	IV2022092721033629	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1403657_2017-09-29	IV2017120109300668	circle	Structuur	microreliëf	bedekking microrelief	100	Percentage	NA	%
1404382_2017-06-30	IV2020032711023789	square	Verstoring	strooisellaag	bedekking strooisellaag	100	Percentage	NA	%
1404382_2017-06-30	IV2020032710574043	circle	Verstoring	structuurschade	bedekking structuurschade	0	Percentage	NA	%
1404382_2017-06-30	IV2020032710574043	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1405382_2018-06-05	1405382_2018-06-05	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1405382_2018-06-05	1405382_2018-06-05	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1409089_2018-06-12	IV2018121817031507	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1409089_2018-06-12	IV2018121816405213	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
141010_2016-08-18	IV2017012521104081	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
141010_2016-08-18	IV2017012521020429	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
141010_2023-07-05	IV2023112211594876	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
141010_2023-07-05	IV2023112211585475	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1414354_2018-07-12	IV2019030507434490	square	Verstoring	strooisellaag	bedekking strooisellaag	3	Percentage	NA	%
1414354_2018-07-12	IV2019030507344542	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1425286_2019-07-08	IV2020032014100838	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1425286_2019-07-08	IV2020032013483546	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
1428270_2017-06-26	IV2017112913583445	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
1428270_2017-06-26	IV2017112913404044	circle	Verstoring	verbossing	bedekking verbossing	0	Percentage	NA	%
143382_2016-05-30	143382_2016-05-30	square	Verstoring	strooisellaag	bedekking strooisellaag	0	Percentage	NA	%
