record_id	ID	Vegetatielaag	Kenmerk	TypeKenmerk	Waarde	Type	Eenheid	Invoertype
IV2023111315045033	1004470_2023-08-18	kruidlaag	Lythrum salicaria L.	Soort_Latijn	1	Percentage	%	NA
IV2023111315045033	1004470_2023-08-18	kruidlaag	Peucedanum palustre (L.) Moench	Soort_Latijn	1	Percentage	%	NA
IV2023111315045033	1004470_2023-08-18	kruidlaag	Polygonum hydropiper L.	Soort_Latijn	1	Percentage	%	NA
IV2023111315045033	1004470_2023-08-18	kruidlaag	Rumex hydrolapathum Huds.	Soort_Latijn	1	Percentage	%	NA
IV2023111315045033	1004470_2023-08-18	kruidlaag	Salix	Soort_Latijn	1	Percentage	%	NA
IV2023111315045033	1004470_2023-08-18	kruidlaag	Scirpus sylvaticus L.	Soort_Latijn	1	Percentage	%	NA
IV2023111315045033	1004470_2023-08-18	kruidlaag	Scutellaria galericulata L.	Soort_Latijn	1	Percentage	%	NA
IV2023111315045033	1004470_2023-08-18	kruidlaag	Spirodela polyrhiza (L.) Schleid.	Soort_Latijn	4	Percentage	%	NA
IV2023111315045033	1004470_2023-08-18	kruidlaag	Typha latifolia L.	Soort_Latijn	1	Percentage	%	NA
IV2023111315045033	1004470_2023-08-18	moslaag	Calliergon cordifolium (Hedw.) Kindb.	Soort_Latijn	7	Percentage	%	NA
IV2023111315045033	1004470_2023-08-18	moslaag	Calliergonella cuspidata (Hedw.) Loeske	Soort_Latijn	1	Percentage	%	NA
IV2023111315045033	1004470_2023-08-18	moslaag	Marchantia polymorpha L.	Soort_Latijn	1	Percentage	%	NA
IV2023111315045033	1004470_2023-08-18	moslaag	Plagiomnium ellipticum (Brid.) T.J.Kop.	Soort_Latijn	1	Percentage	%	NA
IV2023111315045033	1004470_2023-08-18	struiklaag	Alnus glutinosa (L.) Gaertn.	Soort_Latijn	2	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Agrostis capillaris L.	Soort_Latijn	60	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Anthoxanthum odoratum L.	Soort_Latijn	1	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Cardamine pratensis L.	Soort_Latijn	1	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Cerastium fontanum Baumg.	Soort_Latijn	1	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Dactylis glomerata L.	Soort_Latijn	1	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Festuca rubra L.	Soort_Latijn	7	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Heracleum sphondylium L.	Soort_Latijn	1	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Holcus lanatus L.	Soort_Latijn	30	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Hypochaeris radicata L.	Soort_Latijn	1	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Lolium perenne L.	Soort_Latijn	50	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Pimpinella major (L.) Huds.	Soort_Latijn	1	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Ranunculus acris L.	Soort_Latijn	1	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Ranunculus repens L.	Soort_Latijn	1	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Rumex acetosa L.	Soort_Latijn	1	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Taraxacum	Soort_Latijn	2	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Trifolium dubium Sibth.	Soort_Latijn	2	Percentage	%	NA
1007490_2014-06-05	1007490_2014-06-05	kruidlaag	Trifolium repens L.	Soort_Latijn	20	Percentage	%	NA
IV2024103117582254	1008246_2024-08-09	kruidlaag	Carex rostrata Stokes	Soort_Latijn	1	Percentage	%	NA
IV2024103117582254	1008246_2024-08-09	kruidlaag	Juncus acutiflorus Ehrh. ex Hoffmann	Soort_Latijn	50	Percentage	%	NA
IV2024103117582254	1008246_2024-08-09	kruidlaag	Juncus effusus L.	Soort_Latijn	1	Percentage	%	NA
IV2024103117582254	1008246_2024-08-09	kruidlaag	Lysimachia vulgaris L.	Soort_Latijn	4	Percentage	%	NA
IV2024103117582254	1008246_2024-08-09	kruidlaag	Peucedanum palustre (L.) Moench	Soort_Latijn	1	Percentage	%	NA
IV2024103117582254	1008246_2024-08-09	moslaag	Sphagnum fallax (H.Klinggr.) H.Klinggr.	Soort_Latijn	4	Percentage	%	NA
IV2024103117582254	1008246_2024-08-09	moslaag	Sphagnum squarrosum Crome	Soort_Latijn	1	Percentage	%	NA
IV2024103117582254	1008246_2024-08-09	struiklaag	Betula pendula Roth	Soort_Latijn	4	Percentage	%	NA
IV2024103117582254	1008246_2024-08-09	struiklaag	Frangula alnus Mill.	Soort_Latijn	4	Percentage	%	NA
IV2024103117582254	1008246_2024-08-09	struiklaag	Salix aurita L.	Soort_Latijn	1	Percentage	%	NA
IV2022030814423559	1012434_2021-07-07	kruidlaag	Carex rostrata Stokes	Soort_Latijn	7	Percentage	%	NA
IV2022030814423559	1012434_2021-07-07	kruidlaag	Cirsium arvense (L.) Scop.	Soort_Latijn	1	Percentage	%	NA
IV2022030814423559	1012434_2021-07-07	kruidlaag	Equisetum fluviatile L.	Soort_Latijn	50	Percentage	%	NA
IV2022030814423559	1012434_2021-07-07	kruidlaag	Juncus acutiflorus Ehrh. ex Hoffmann	Soort_Latijn	1	Percentage	%	NA
IV2022030814423559	1012434_2021-07-07	kruidlaag	Lycopus europaeus L.	Soort_Latijn	1	Percentage	%	NA
IV2022030814423559	1012434_2021-07-07	kruidlaag	Salix	Soort_Latijn	1	Percentage	%	NA
IV2022030814423559	1012434_2021-07-07	struiklaag	Alnus glutinosa (L.) Gaertn.	Soort_Latijn	7	Percentage	%	NA
IV2022030814423559	1012434_2021-07-07	struiklaag	Betula pendula Roth	Soort_Latijn	7	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Calamagrostis canescens (Weber) Roth	Soort_Latijn	2	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Cardamine pratensis L.	Soort_Latijn	1	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Carex rostrata Stokes	Soort_Latijn	2	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Comarum palustre L.	Soort_Latijn	1	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Epilobium palustre L.	Soort_Latijn	1	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Galium palustre L.	Soort_Latijn	1	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Juncus effusus L.	Soort_Latijn	2	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Lemna minuta Humb., Bonpl. et Kunth	Soort_Latijn	1	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Lysimachia thyrsiflora L.	Soort_Latijn	1	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Lysimachia vulgaris L.	Soort_Latijn	1	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Lythrum salicaria L.	Soort_Latijn	1	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Myrica gale L.	Soort_Latijn	7	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	40	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Rumex hydrolapathum Huds.	Soort_Latijn	1	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Solanum dulcamara L.	Soort_Latijn	1	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	kruidlaag	Utricularia australis R. Brown	Soort_Latijn	2	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	moslaag	Calliergon	Soort_Latijn	7	Percentage	%	NA
IV2017020813570832	1013294_2016-09-20	struiklaag	Salix	Soort_Latijn	12	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Anthoxanthum odoratum L.	Soort_Latijn	12	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Centaurea L. subgenus Jacea	Soort_Latijn	40	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Daucus carota L.	Soort_Latijn	2	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Festuca rubra L.	Soort_Latijn	20	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Heracleum sphondylium L.	Soort_Latijn	1	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Holcus lanatus L.	Soort_Latijn	1	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Leucanthemum vulgare Lam. s.l.	Soort_Latijn	1	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Lolium perenne L.	Soort_Latijn	1	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Luzula campestris (L.) DC.	Soort_Latijn	1	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Pimpinella major (L.) Huds.	Soort_Latijn	1	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Poa trivialis L.	Soort_Latijn	1	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Ranunculus acris L.	Soort_Latijn	1	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Ranunculus repens L.	Soort_Latijn	1	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Rumex acetosa L.	Soort_Latijn	1	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Stellaria graminea L.	Soort_Latijn	2	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Trifolium pratense L.	Soort_Latijn	2	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Trifolium repens L.	Soort_Latijn	1	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Veronica chamaedrys L.	Soort_Latijn	2	Percentage	%	NA
1018841_2020-05-26	1018841_2020-05-26	kruidlaag	Veronica officinalis L.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Agrostis canina L.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Anthoxanthum odoratum L.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Betula	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Calluna vulgaris (L.) Hull	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Carex demissa Vahl ex Hartm.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Carex rostrata Stokes	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Cirsium palustre (L.) Scop.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Dactylorhiza maculata (L.) Soó	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Drosera intermedia Hayne	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Eleocharis multicaulis (Smith) Desv.	Soort_Latijn	7	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Erica tetralix L.	Soort_Latijn	2	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Eriophorum polystachion L.	Soort_Latijn	4	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Festuca rubra L.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Filipendula ulmaria (L.) Maxim.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Gentiana pneumonanthe L.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Holcus lanatus L.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Hydrocotyle vulgaris L.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Juncus bulbosus L.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Juncus effusus L.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Lotus pedunculatus Cav.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Luzula multiflora (Ehrh.) Lej.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Lysimachia vulgaris L.	Soort_Latijn	4	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	20	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Pedicularis sylvatica L.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Pinus sylvestris L.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Potentilla erecta (L.) Räuschel	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Quercus robur L.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Ranunculus flammula L.	Soort_Latijn	2	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Salix	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	kruidlaag	Succisa pratensis Moench	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	moslaag	Aulacomnium palustre (Hedw.) Schwägr.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	moslaag	Calliergonella cuspidata (Hedw.) Loeske	Soort_Latijn	2	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	moslaag	Pseudoscleropodium purum (Hedw.) M.Fleisch.	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	moslaag	Riccardia	Soort_Latijn	1	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	moslaag	Sphagnum auriculatum Schimp.	Soort_Latijn	70	Percentage	%	NA
IV2017021315595672	1022766_2015-06-10	moslaag	Warnstorfia exannulata (Schimp.) Loeske	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Agrostis canina L.	Soort_Latijn	4	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Anthoxanthum odoratum L.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Betula pendula Roth	Soort_Latijn	2	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Betula pubescens	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Cirsium palustre (L.) Scop.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Comarum palustre L.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Dactylorhiza maculata (L.) Soó	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Eleocharis multicaulis (Smith) Desv.	Soort_Latijn	30	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Equisetum arvense L.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Erica tetralix L.	Soort_Latijn	7	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Eriophorum polystachion L.	Soort_Latijn	2	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Filipendula ulmaria (L.) Maxim.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Hieracium umbellatum L.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Holcus lanatus L.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Hydrocotyle vulgaris L.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Juncus bulbosus L.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Juncus effusus L.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Larix	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Lotus pedunculatus Cav.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Lycopus europaeus L.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Lysimachia vulgaris L.	Soort_Latijn	4	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Molinia caerulea (L.) Moench	Soort_Latijn	20	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Myrica gale L.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Potentilla erecta (L.) Räuschel	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Quercus robur L.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Ranunculus flammula L.	Soort_Latijn	1	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Salix cinerea (incl. kruisingen)	Soort_Latijn	4	Percentage	%	NA
IV2022092721033980	1022766_2022-08-23	kruidlaag	Succisa pratensis Moench	Soort_Latijn	1	Percentage	%	NA
