"";"ID";"survey";"user_reference";"location";"date";"latitude";"Habitattype";"reliability";"Versie";"aantal sleutelsoorten frequent";"aantal sleutelsoorten laag-abundant";"bedekking eutrofiëring";"bedekking helofyten";"bedekking invasieve exoten";"grootste vegetatievlek in m²"
"15";"IV2017010311384515";"HT3260";"WalBo_01_20150619";"WalBo_01";"2015-06-19";50,93200691;"3260";"laag";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;FALSE
"16";"IV2017010312332288";"HT3260";"WalBo_01_20150828";"WalBo_01";"2015-08-28";50,93200691;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;FALSE
"17";"IV2017010315000010";"HT3260";"Dommel_05_20150625";"Dommel_05";"2015-06-25";51,24586086;"3260";NA;"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"18";"IV2017010315532909";"HT3260";"KleNe_06_20150626";"KleNe_06";"2015-06-26";51,19470861;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
"19";"IV2017010316171032";"HT3260";"DesNe_01_20150706";"DesNe_01";"2015-07-06";51,25081894;"3260";NA;"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"20";"IV2017010509365223";"HT3260";"LoeNe_01_20150706";"LoeNe_01";"2015-07-06";51,24823706;"3260";NA;"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"21";"IV2017010510562127";"HT3260";"Berwijn_02_20150713";"Berwijn_02";"2015-07-13";50,75530608;"3260";NA;"Versie 3";FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
"22";"IV2017103112000002";"HT3260";"SchNe_04_20170517";"SchNe_04";"2017-05-17";51,19413953;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"23";"IV2017103112000004";"HT3260";"SchNe_05_20170519";"SchNe_05";"2017-05-19";51,20376463;"3260";"laag";"Versie 3";FALSE;TRUE;TRUE;TRUE;FALSE;TRUE
"24";"IV2017103112000007";"HT3260";"ZilBe_01_20170519";"ZilBe_01";"2017-05-19";51,22246387;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"25";"IV2017103112000009";"HT3260";"GroNe_10_20170602";"GroNe_10";"2017-06-02";51,13739263;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"26";"IV2017103112000011";"HT3260";"SchNe_03_20170602";"SchNe_03";"2017-06-02";51,20031027;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;FALSE;FALSE
"27";"IV2017103112000020";"HT3260";"GouLo_04_20170713";"GouLo_04";"2017-07-13";51,493406;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"28";"IV2017103112000021";"HT3260";"GouLo_05_20170713";"GouLo_05";"2017-07-13";51,49171456;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"29";"IV2017103112000022";"HT3260";"GouLo_09_20170713";"GouLo_09";"2017-07-13";51,496686;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"30";"IV2017103112000024";"HT3260";"Berwijn_03_20170717";"Berwijn_03";"2017-07-17";50,75519804;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"31";"IV2017103112000025";"HT3260";"BosBe_02_20170717";"BosBe_02";"2017-07-17";51,08462453;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"32";"IV2017103112000027";"HT3260";"Dommel_09_20170717";"Dommel_09";"2017-07-17";51,26482743;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"33";"IV2017103112000028";"HT3260";"Voer_02_20170717";"Voer_02";"2017-07-17";50,74971893;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"34";"IV2017103112000029";"HT3260";"AntGr_03_20170718";"AntGr_03";"2017-07-18";51,22852157;"3260";"matig";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
"35";"IV2017103112000030";"HT3260";"KleNe_03_20170718";"KleNe_03";"2017-07-18";51,18990682;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"36";"IV2017103112000033";"HT3260";"SchNe_04_20170817";"SchNe_04";"2017-08-17";51,19413953;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"37";"IV2017103112000034";"HT3260";"SchNe_05_20170817";"SchNe_05";"2017-08-17";51,20376463;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"38";"IV2017103112000035";"HT3260";"Maas_18_20170821";"Maas_18";"2017-08-21";50,8929261;"3260";"laag";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"39";"IV2017103112000036";"HT3260";"Maas_19_20170821";"Maas_19";"2017-08-21";50,90356107;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
"40";"IV2017103112000037";"HT3260";"Maas_08_20170905";"Maas_08";"2017-09-05";51,0013;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"41";"IV2017103112000038";"HT3260";"Maas_09_20170905";"Maas_09";"2017-09-05";50,98647299;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"42";"IV2017103112000039";"HT3260";"Maas_10_20170905";"Maas_10";"2017-09-05";50,99863122;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"43";"IV2017103112000040";"HT3260";"Maas_11_20170905";"Maas_11";"2017-09-05";50,98728129;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
"44";"IV2018120312000001";"HT3260";"LoeNe_02_20180524";"LoeNe_02";"2018-05-24";51,27103476;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"45";"IV2018120312000007";"HT3260";"DesNe_03_20180717";"DesNe_03";"2018-07-17";51,26136038;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"46";"IV2018120312000008";"HT3260";"LoeNe_02_20180717";"LoeNe_02";"2018-07-17";51,27103476;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"47";"IV2018120312000011";"HT3260";"BriLo_06_20180718";"BriLo_06";"2018-07-18";51,15131816;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
"48";"IV2018120312000019";"HT3260";"Berwijn_04_20180806";"Berwijn_04";"2018-08-06";50,75201875;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
"49";"IV2018120312000021";"HT3260";"Maas_03_20180808";"Maas_03";"2018-08-08";51,05758692;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
"50";"IV2018120312000023";"HT3260";"Maas_05_20180808";"Maas_05";"2018-08-08";51,05401277;"3260";"hoog";"Versie 3";FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
"51";"IV2018120312000024";"HT3260";"Maas_12_20180808";"Maas_12";"2018-08-08";50,99252301;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"52";"IV2018120312000029";"HT3260";"Maas_20_20181004";"Maas_20";"2018-10-04";50,9612352;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
"53";"IV2018120312000030";"HT3260";"Maas_21_20181004";"Maas_21";"2018-10-04";50,91629688;"3260";"hoog";"Versie 3";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
"54";"IV2018120312000031";"HT3260";"Maas_22_20181004";"Maas_22";"2018-10-04";50,94866063;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"55";"IV2018120312000032";"HT3260";"Maas_23_20181004";"Maas_23";"2018-10-04";50,89575772;"3260";"hoog";"Versie 3";TRUE;FALSE;FALSE;TRUE;FALSE;TRUE
"56";"IV2019091112000002";"HT3260";"GroNe_07_20190524";"GroNe_07";"2019-05-24";51,1585362;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"57";"IV2019091112000009";"HT3260";"WarBe_03_20190527";"WarBe_03";"2019-05-27";51,18628948;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
"58";"IV2019091112000011";"HT3260";"BorBe_02_20190528";"BorBe_02";"2019-05-28";51,11122325;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
"59";"IV2019091112000019";"HT3260";"Voer_01_20190702";"Voer_01";"2019-07-02";50,7618402;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;FALSE
"60";"IV2019091112000021";"HT3260";"Voer_06_20190702";"Voer_06";"2019-07-02";50,75435447;"3260";"hoog";"Versie 3";TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
"61";"IV2019091112000023";"HT3260";"GroNe_07_20190703";"GroNe_07";"2019-07-03";51,1585362;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;FALSE;FALSE
"62";"IV2019091112000027";"HT3260";"WarBe_03_20190704";"WarBe_03";"2019-07-04";51,18628948;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;FALSE;TRUE;TRUE
"63";"IV2019091112000039";"HT3260";"Berwijn_05_20190814";"Berwijn_05";"2019-08-14";50,75536674;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"64";"IV2019091112000040";"HT3260";"Maas_24_20190814";"Maas_24";"2019-08-14";50,91048134;"3260";"hoog";"Versie 3";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
"65";"IV2019091112000041";"HT3260";"Maas_25_20190814";"Maas_25";"2019-08-14";50,89234465;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"66";"IV2019091112000042";"HT3260";"Maas_26_20190814";"Maas_26";"2019-08-14";50,95578271;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"67";"IV2019091112000043";"HT3260";"Maas_01_20190816";"Maas_01";"2019-08-16";51,13641122;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;TRUE
"68";"IV2019091112000044";"HT3260";"Maas_06_20190816";"Maas_06";"2019-08-16";51,04548865;"3260";"hoog";"Versie 3";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
"69";"IV2019091112000046";"HT3260";"Maas_14_20190816";"Maas_14";"2019-08-16";51,01443495;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"70";"IV2020092312000000";"HT3260";"GroNe_08_20200610";"GroNe_08";"2020-06-10";51,16204662;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"71";"IV2020092312000002";"HT3260";"GroNe_14_20200611";"GroNe_14";"2020-06-11";51,15577385;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"72";"IV2020092312000003";"HT3260";"WarBe_04_20200611";"WarBe_04";"2020-06-11";51,19916256;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;FALSE
"73";"IV2020092312000004";"HT3260";"WarBe_05_20200611";"WarBe_05";"2020-06-11";51,20332435;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"74";"IV2020092312000009";"HT3260";"BorBe_03_20200626";"BorBe_03";"2020-06-26";51,10546296;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
"75";"IV2020092312000013";"HT3260";"Asbeek_03_20200706";"Asbeek_03";"2020-07-06";51,1420981;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"76";"IV2020092312000014";"HT3260";"KleBe_01_20200706";"KleBe_01";"2020-07-06";51,03542003;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"77";"IV2020092312000015";"HT3260";"KleBe_01o_20200706";"KleBe_01o";"2020-07-06";51,03486165;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
"78";"IV2020092312000016";"HT3260";"BolBe_09_20200709";"BolBe_09";"2020-07-09";51,11803608;"3260";"hoog";"Versie 3";FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
"79";"IV2020092312000017";"HT3260";"BolBe_10_20200709";"BolBe_10";"2020-07-09";51,1217712;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;FALSE;TRUE;FALSE
"80";"IV2020092312000019";"HT3260";"IttBe_02_20200709";"IttBe_02";"2020-07-09";51,12000403;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"81";"IV2020092312000020";"HT3260";"ZieBe_01_20200709";"ZieBe_01";"2020-07-09";50,93409227;"3260";"matig";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
"82";"IV2020092312000021";"HT3260";"Voer_07_20200710";"Voer_07";"2020-07-10";50,75548592;"3260";"matig";"Versie 3";FALSE;TRUE;TRUE;TRUE;FALSE;TRUE
"83";"IV2020092312000025";"HT3260";"DeAa_02_20200730";"DeAa_02";"2020-07-30";51,19625239;"3260";"hoog";"Versie 3";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
"84";"IV2020092312000026";"HT3260";"Dommel_11_20200730";"Dommel_11";"2020-07-30";51,2692252;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"85";"IV2020092312000028";"HT3260";"GroNe_08_20200803";"GroNe_08";"2020-08-03";51,16204662;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
"86";"IV2020092312000029";"HT3260";"GroNe_14_20200803";"GroNe_14";"2020-08-03";51,15577385;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
"87";"IV2020092312000030";"HT3260";"WarBe_04_20200803";"WarBe_04";"2020-08-03";51,19916256;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
"88";"IV2020092312000031";"HT3260";"WarBe_05_20200803";"WarBe_05";"2020-08-03";51,20332435;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"89";"IV2020092312000032";"HT3260";"Maas_29_20200819";"Maas_29";"2020-08-19";50,93932375;"3260";"hoog";"Versie 3";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
"90";"IV2020092312000033";"HT3260";"Maas_36_20200819";"Maas_36";"2020-08-19";50,93849598;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"91";"IV2020092312000034";"HT3260";"Maas_38_20200819";"Maas_38";"2020-08-19";50,93680161;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"92";"IV2020092312000036";"HT3260";"Maas_30_20200820";"Maas_30";"2020-08-20";51,06176755;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"93";"IV2020092312000037";"HT3260";"Maas_33_20200820";"Maas_33";"2020-08-20";51,09431922;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"94";"IV2020092312000038";"HT3260";"Maas_40_20200820";"Maas_40";"2020-08-20";51,05911039;"3260";"hoog";"Versie 3";FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
"95";"IV2020092312000039";"HT3260";"Maas_41_20200820";"Maas_41";"2020-08-20";51,09583174;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"96";"IV2021082512000000";"HT3260";"Stiemer_03_20210705";"Stiemer_03";"2021-07-05";50,991508996;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;FALSE
"97";"IV2021082512000001";"HT3260";"Dommel_13_20210705";"Dommel_13";"2021-07-05";51,100239269;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
"98";"IV2021082512000003";"HT3260";"WarBe_06_20210705";"WarBe_06";"2021-07-05";51,177071339;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"99";"IV2021082512000004";"HT3260";"KlHGr_06_20210706";"KlHGr_06";"2021-07-06";51,184615652;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
"100";"IV2021082512000005";"HT3260";"KlHGr_04_20210706";"KlHGr_04";"2021-07-06";51,184874039;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
"101";"IV2021082512000010";"HT3260";"SchNe_07_20210707";"SchNe_07";"2021-07-07";51,202536149;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;FALSE;TRUE
"102";"IV2021082512000012";"HT3260";"SchNe_10_20210707";"SchNe_10";"2021-07-07";51,199469451;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"103";"IV2021082512000014";"HT3260";"LoeNe_03_20210708";"LoeNe_03";"2021-07-08";51,272107763;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"104";"IV2021082512000015";"HT3260";"AntGr_02_20210719";"AntGr_02";"2021-07-19";51,346890232;"3260";"hoog";"Versie 3";FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
"105";"IV2021082512000020";"HT3260";"LoeNe_04_20210722";"LoeNe_04";"2021-07-22";51,288918696;"3260";"hoog";"Versie 3";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"106";"IV2021082512000022";"HT3260";"Voer_09_20210723";"Voer_09";"2021-07-23";50,7477364;"3260";"hoog";"Versie 3";TRUE;FALSE;TRUE;TRUE;TRUE;FALSE
"107";"IV2021082512000023";"HT3260";"Dommel_14_20210726";"Dommel_14";"2021-07-26";51,108550558;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
"108";"IV2021082512000026";"HT3260";"Ede_01_20210727";"Ede_01";"2021-07-27";51,185025824;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"109";"IV2021082512000027";"HT3260";"ZilBe_02_20210727";"ZilBe_02";"2021-07-27";51,22208913;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;FALSE;FALSE;FALSE
"110";"IV2022082412000002";"HT3260";"IttBe_01_20220531";"IttBe_01";"2022-05-31";51,121338264;"3260";"hoog";"Versie 3";FALSE;TRUE;TRUE;TRUE;TRUE;TRUE
"111";"IV2022082412000003";"HT3260";"SchNe_02_20220602";"SchNe_02";"2022-06-02";51,203616348;"3260";"hoog";"Versie 3";TRUE;TRUE;TRUE;TRUE;FALSE;TRUE
"112";"IV2022082412000004";"HT3260";"SchNe_01_20220602";"SchNe_01";"2022-06-02";51,2012659;"3260";"hoog";"Versie 3";TRUE;FALSE;TRUE;TRUE;FALSE;FALSE
"113";"IV2022082412000006";"HT3260";"KaaBe_01a_20220603";"KaaBe_01a";"2022-06-03";50,922322418;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"114";"IV2022082412000016";"HT3260";"Voer_08_20220705";"Voer_08";"2022-07-05";50,742132296;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"115";"IV2022082412000017";"HT3260";"NooMa_02_20220706";"NooMa_02";"2022-07-06";51,398558453;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
"116";"IV2022082412000019";"HT3260";"Dommel_05_20220715";"Dommel_05";"2022-07-15";51,245857828;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"117";"IV2022082412000020";"HT3260";"Dommel_10_20220715";"Dommel_10";"2022-07-15";51,25959028;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"118";"IV2022082412000021";"HT3260";"Dommel_09_20220715";"Dommel_09";"2022-07-15";51,26482724;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"119";"IV2022082412000023";"HT3260";"Maas_32_20220728";"Maas_32";"2022-07-28";51,13063372;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"120";"IV2022082412000024";"HT3260";"Maas_31_20220728";"Maas_31";"2022-07-28";51,103963079;"3260";"hoog";"Versie 3";TRUE;FALSE;FALSE;TRUE;FALSE;FALSE
"121";"IV2022082412000025";"HT3260";"Maas_35_20220728";"Maas_35";"2022-07-28";51,101309944;"3260";"hoog";"Versie 3";TRUE;FALSE;FALSE;TRUE;FALSE;FALSE
"122";"IV2023082312000000";"HT3260";"MunLo_01_20230622";"MunLo_01";"2023-06-22";514407152438598;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
"123";"IV2023082312000005";"HT3260";"BosBe_02_20230628";"BosBe_02";"2023-06-28";510846199699042;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"124";"IV2023082312000008";"HT3260";"Voer_06_20230703";"Voer_06";"2023-07-03";507543493902827;"3260";"hoog";"Versie 3";TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
"125";"IV2023082312000010";"HT3260";"SchNe_04_20230704";"SchNe_04";"2023-07-04";511941479063722;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"126";"IV2023082312000011";"HT3260";"SchNe_03_20230704";"SchNe_03";"2023-07-04";512003086419205;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
"127";"IV2023082312000012";"HT3260";"SchNe_05_20230704";"SchNe_05";"2023-07-04";512037623247174;"3260";"matig";"Versie 3";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
"128";"IV2023082312000015";"HT3260";"KleNe_03_20230811";"KleNe_03";"2023-08-11";511899062585741;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"129";"IV2023082312000016";"HT3260";"GroNe_10_20230811";"GroNe_10";"2023-08-11";511373914310562;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"130";"IV2023082312000018";"HT3260";"Maas_23_20230814";"Maas_23";"2023-08-14";508957526093274;"3260";"matig";"Versie 3";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
"131";"IV2023082312000019";"HT3260";"Maas_19_20230814";"Maas_19";"2023-08-14";50,9035614;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
"132";"IV2023082312000020";"HT3260";"Maas_18_20230814";"Maas_18";"2023-08-14";50,89292578;"3260";"matig";"Versie 3";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
"133";"IV2023082312000021";"HT3260";"Maas_25_20230814";"Maas_25";"2023-08-14";508923396976061;"3260";"matig";"Versie 3";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
"134";"IV2023082312000022";"HT3260";"Maas_22_20230816";"Maas_22";"2023-08-16";509486555548439;"3260";"matig";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"135";"IV2023082312000023";"HT3260";"Maas_20_20230816";"Maas_20";"2023-08-16";509612303711807;"3260";"laag";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"136";"IV2023082312000024";"HT3260";"Maas_26_20230816";"Maas_26";"2023-08-16";509557779935788;"3260";"laag";"Versie 3";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
"137";"IV2023082312000025";"HT3260";"Maas_21_20230816";"Maas_21";"2023-08-16";509162920485145;"3260";"hoog";"Versie 3";FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
"138";"IV2023082312000026";"HT3260";"Maas_08_20230817";"Maas_08";"2023-08-17";510012946267908;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
"139";"IV2023082312000027";"HT3260";"Maas_10_20230817";"Maas_10";"2023-08-17";509986264174437;"3260";"hoog";"Versie 3";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
