"";"ID";"survey";"user_reference";"location";"date";"latitude";"longitude";"Habitattype";"reliability"
"1";"IV2017030215512887";"HT31xx_LSVI_StilstaandeWateren";"AN_KDN_002_3130a_16";"AN_KDN_002";"2016-10-14";51,24425035;4,79130122;"3130_aom";"hoog"
"2";"IV2017030216035187";"HT31xx_LSVI_StilstaandeWateren";"AN_KDN_002_3140_16";"AN_KDN_002";"2016-10-14";51,24425035;4,79130122;"3140";"hoog"
"3";"IV2017030812063258";"HT31xx_LSVI_StilstaandeWateren";"AN_SNE_004_3130a_16";"AN_SNE_004";"2016-10-18";51,19869718;4,88019249;"3130_aom";"hoog"
"4";"IV2017030812170830";"HT31xx_LSVI_StilstaandeWateren";"AN_SNE_004_3160_16";"AN_SNE_004";"2016-10-18";51,19869718;4,88019249;"3160";"hoog"
"5";"IV2017032009171774";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_003_3150_16";"LI_MAT_003";"2016-08-31";50,9504739;5,45363597;"3150";"hoog"
"6";"IV2017032009323636";"HT31xx_LSVI_StilstaandeWateren";"AN_KAL_007_3160_16";"AN_KAL_007";"2016-11-04";51,41378327;4,41973119;"3160";"hoog"
"7";"IV2017032009392259";"HT31xx_LSVI_StilstaandeWateren";"LI_OPH_005_3160_16";"LI_OPH_005";"2016-11-03";51,04917689;5,53603228;"3160";"hoog"
"8";"IV2017032009592467";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_001_3130n_16";"LI_MAT_001";"2016-07-28";50,95983871;5,46715001;"3130_na";"hoog"
"9";"IV2017032010113891";"HT31xx_LSVI_StilstaandeWateren";"AN_TUR_001_3130a_16";"AN_TUR_001";"2016-10-20";51,36250429;4,96921856;"3130_aom";"hoog"
"10";"IV2017032010205954";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_001_3130n_16";"AN_BEE_001";"2016-10-20";51,3271709;4,8179569;"3130_na";"hoog"
"11";"IV2017032010360108";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_001_3130a_16";"AN_BEE_001";"2016-10-20";51,3271709;4,8179569;"3130_aom";"hoog"
"12";"IV2017032010493372";"HT31xx_LSVI_StilstaandeWateren";"AN_LIL_001_3130a_16";"AN_LIL_001";"2016-10-13";51,27227892;4,82291154;"3130_aom";"hoog"
"13";"IV2017032011215641";"HT31xx_LSVI_StilstaandeWateren";"AN_VVM_002_3160_16";"AN_VVM_002";"2016-10-21";51,41403072;4,83746028;"3160";"hoog"
"14";"IV2017032011233563";"HT31xx_LSVI_StilstaandeWateren";"AN_MOL_003_3140_16";"AN_MOL_003";"2016-10-13";51,23364977;5,19549426;"3140";"hoog"
"15";"IV2017032011335845";"HT31xx_LSVI_StilstaandeWateren";"AN_MOL_003_3130a_16";"AN_MOL_003";"2016-10-13";51,23364977;5,19549426;"3130_aom";"hoog"
"16";"IV2017032011441776";"HT31xx_LSVI_StilstaandeWateren";"AN_MOL_003_3160_16";"AN_MOL_003";"2016-10-13";51,23364977;5,19549426;"3160";"hoog"
"17";"IV2017032011501490";"HT31xx_LSVI_StilstaandeWateren";"AN_TVG_004_3130a_16";"AN_TVG_004";"2016-10-20";51,36987386;4,93587851;"3130_aom";"hoog"
"18";"IV2017032809493991";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_002_3140_16";"LI_MAT_002";"2016-08-31";50,95334761;5,45424854;"3140";"hoog"
"19";"IV2017032809570000";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_002_3130n_16";"LI_MAT_002";"2016-08-31";50,95334761;5,45424854;"3130_na";"hoog"
"20";"IV2017032810082114";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_002_3130a_16";"LI_MAT_002";"2016-08-31";50,95334761;5,45424854;"3130_aom";"hoog"
"21";"IV2017032810192681";"HT31xx_LSVI_StilstaandeWateren";"LI_LAN_008_3150_16";"LI_LAN_008";"2016-09-22";50,9413975;5,41165044;"3150";"hoog"
"22";"IV2017032810361983";"HT31xx_LSVI_StilstaandeWateren";"AN_RPT_002_3130n_16";"AN_RPT_002";"2016-09-09";51,28686365;5,15520577;"3130_na";"hoog"
"23";"IV2017032810490646";"HT31xx_LSVI_StilstaandeWateren";"AN_RPT_002_3130a_16";"AN_RPT_002";"2016-09-09";51,28686365;5,15520577;"3130_aom";"hoog"
"24";"IV2017040309190179";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_009_3130n_16";"LI_MAT_009";"2016-09-14";50,9576824;5,46218267;"3130_na";"hoog"
"25";"IV2017040309253000";"HT31xx_LSVI_StilstaandeWateren";"AN_KAL_003_3160_16";"AN_KAL_003";"2016-09-20";51,40894654;4,43138856;"3160";"hoog"
"26";"IV2017040309413235";"HT31xx_LSVI_StilstaandeWateren";"AN_DVH_003_3130n_16";"AN_DVH_003";"2016-09-21";51,32525293;4,73478972;"3130_na";"hoog"
"27";"IV2017040309554429";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_002_3130a_16";"AN_BEE_002";"2016-09-21";51,32681727;4,81938165;"3130_aom";"hoog"
"28";"IV2017040310093041";"HT31xx_LSVI_StilstaandeWateren";"AN_TIK_002_3130a_16";"AN_TIK_002";"2016-09-12";51,27717218;4,99871312;"3130_aom";"hoog"
"29";"IV2017040310252958";"HT31xx_LSVI_StilstaandeWateren";"AN_VOL_001_3130a_16";"AN_VOL_001";"2016-09-27";51,15887544;5,07831602;"3130_aom";"hoog"
"30";"IV2017040410373172";"HT31xx_LSVI_StilstaandeWateren";"AN_LDL_001_3160_16";"AN_LDL_001";"2016-09-08";51,33744987;5,02985626;"3160";"hoog"
"31";"IV2017040410453770";"HT31xx_LSVI_StilstaandeWateren";"AN_LDL_003_3160_16";"AN_LDL_003";"2016-09-08";51,33833151;5,02431151;"3160";"hoog"
"32";"IV2017040410525894";"HT31xx_LSVI_StilstaandeWateren";"AN_LDL_002_3130a_16";"AN_LDL_002";"2016-09-15";51,32589069;5,02134897;"3130_aom";"hoog"
"33";"IV2017042509124286";"HT31xx_LSVI_StilstaandeWateren";"AN_TVG_003_3130a_16";"AN_TVG_003";"2016-08-25";51,37153535;4,93416516;"3130_aom";"hoog"
"34";"IV2017042509274762";"HT31xx_LSVI_StilstaandeWateren";"AN_TVG_003_3130n_16";"AN_TVG_003";"2016-08-25";51,37153535;4,93416516;"3130_na";"hoog"
"35";"IV2017042509374052";"HT31xx_LSVI_StilstaandeWateren";"LI_MEC_001_3160_16";"LI_MEC_001";"2016-08-26";50,97735734;5,60980635;"3160";"hoog"
"36";"IV2017042509472815";"HT31xx_LSVI_StilstaandeWateren";"LI_MEC_002_3160_16";"LI_MEC_002";"2016-08-26";50,97588317;5,61019681;"3160";"hoog"
"37";"IV2017042509542011";"HT31xx_LSVI_StilstaandeWateren";"AN_DVH_004_3140_16";"AN_DVH_004";"2016-08-23";51,33252006;4,72760402;"3140";"hoog"
"38";"IV2017042509585340";"HT31xx_LSVI_StilstaandeWateren";"AN_DVH_004_3130n_16";"AN_DVH_004";"2016-08-23";51,33252006;4,72760402;"3130_na";"hoog"
"39";"IV2017042510052573";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_007_3150_16";"LI_MAT_007";"2016-07-27";50,94773667;5,44913094;"3150";"hoog"
"40";"IV2017042510131430";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_007_3140_16";"LI_MAT_007";"2016-07-27";50,94773667;5,44913094;"3140";"hoog"
"41";"IV2017042510565778";"HT31xx_LSVI_StilstaandeWateren";"AN_SNE_003_3160_16";"AN_SNE_003";"2016-09-28";51,19756552;4,87879983;"3160";"hoog"
"42";"IV2017042510593494";"HT31xx_LSVI_StilstaandeWateren";"AN_SNE_003_3130a_16";"AN_SNE_003";"2016-09-28";51,19756552;4,87879983;"3130_aom";"hoog"
"43";"IV2017042511032923";"HT31xx_LSVI_StilstaandeWateren";"LI_VZB_008_3160_16";"LI_VZB_008";"2016-09-26";51,08739903;5,33362008;"3160";"hoog"
"44";"IV2017042511154407";"HT31xx_LSVI_StilstaandeWateren";"AN_DES_004_3130a_16";"AN_DES_004";"2016-09-15";51,26456384;5,16555556;"3130_aom";"hoog"
"45";"IV2017042511431890";"HT31xx_LSVI_StilstaandeWateren";"AN_DES_004_3160_16";"AN_DES_004";"2016-09-15";51,26456384;5,16555556;"3160";"hoog"
"46";"IV2017042511540583";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_002_3130n_16";"AN_GSV_002";"2016-09-30";51,33589415;4,55857979;"3130_na";"hoog"
"47";"IV2017042513300849";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_004_3130n_16";"LI_MAT_004";"2016-08-30";50,95019429;5,45132872;"3130_na";"hoog"
"48";"IV2017062909012541";"HT31xx_LSVI_StilstaandeWateren";"LI_WIK_005_3130a_16";"LI_WIK_005";"2016-08-04";50,97062952;5,42640296;"3130_aom";"hoog"
"49";"IV2017072508474428";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_004_3130n_16";"LI_BOK_004";"2016-09-16";50,96293333;5,39204832;"3130_na";"hoog"
"50";"IV2017072509005921";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_004_3130a_16";"LI_BOK_004";"2016-09-16";50,96293333;5,39204832;"3130_aom";"hoog"
"51";"IV2017120618361898";"HT31xx_LSVI_StilstaandeWateren";"LI_DON_003_3160_17";"LI_DON_003";"2017-09-22";51,0546836;5,51019945;"3160";"hoog"
"52";"IV2017120618385593";"HT31xx_LSVI_StilstaandeWateren";"LI_DON_002_3160_17";"LI_DON_002";"2017-09-22";51,0545075;5,51266365;"3160";"hoog"
"53";"IV2017120707274258";"HT31xx_LSVI_StilstaandeWateren";"LI_DON_002_3130a_17";"LI_DON_002";"2017-09-22";51,0545075;5,51266365;"3130_aom";"hoog"
"54";"IV2017120707423829";"HT31xx_LSVI_StilstaandeWateren";"AN_RPT_003_3130a_17";"AN_RPT_003";"2017-07-26";51,29207002;5,15197072;"3130_aom";"hoog"
"55";"IV2017120707501887";"HT31xx_LSVI_StilstaandeWateren";"AN_RPT_003_3130n_17";"AN_RPT_003";"2017-07-26";51,29207002;5,15197072;"3130_na";"hoog"
"56";"IV2017120708015628";"HT31xx_LSVI_StilstaandeWateren";"LI_WIK_002_3130a_16";"LI_WIK_002";"2016-07-25";50,97175918;5,41903774;"3130_aom";"hoog"
"57";"IV2017120708120471";"HT31xx_LSVI_StilstaandeWateren";"LI_TEU_004_3130a_17";"LI_TEU_004";"2017-08-28";51,0021441;5,41484724;"3130_aom";"hoog"
"58";"IV2017120708235225";"HT31xx_LSVI_StilstaandeWateren";"LI_TEU_004_3160_17";"LI_TEU_004";"2017-08-28";51,0021441;5,41484724;"3160";"hoog"
"59";"IV2017120807095988";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_016_3140_17";"LI_MLV_016";"2017-10-20";50,98084203;5,31860186;"3140";"hoog"
"60";"IV2017120807160378";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_016_3130n_17";"LI_MLV_016";"2017-10-20";50,98084203;5,31860186;"3130_na";"hoog"
"61";"IV2017120807201262";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_016_3130a_17";"LI_MLV_016";"2017-10-20";50,98084203;5,31860186;"3130_aom";"hoog"
"62";"IV2017120807491938";"HT31xx_LSVI_StilstaandeWateren";"AN_BLA_001_3130a_17";"AN_BLA_001";"2017-07-14";51,33366978;4,81887489;"3130_aom";"hoog"
"63";"IV2017120807593495";"HT31xx_LSVI_StilstaandeWateren";"AN_BLA_001_3130n_17";"AN_BLA_001";"2017-07-14";51,33366978;4,81887489;"3130_na";"hoog"
"64";"IV2017120808142110";"HT31xx_LSVI_StilstaandeWateren";"AN_SEL_002_3150_17";"AN_SEL_002";"2017-06-29";51,17240484;5,0547551;"3150";"hoog"
"65";"IV2017120808302127";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3150_17";"VB_VIE_004";"2017-07-07";51,01657302;4,97743116;"3150";"hoog"
"66";"IV2017120808375733";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3130a_17";"VB_VIE_004";"2017-07-07";51,01657302;4,97743116;"3130_aom";"hoog"
"67";"IV2017120813404463";"HT31xx_LSVI_StilstaandeWateren";"LI_DKV_002_3140_17";"LI_DKV_002";"2017-06-27";50,77689031;5,48464794;"3140";"hoog"
"68";"IV2017120813445226";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_004_3140_17";"AN_GSV_004";"2017-08-18";51,33495844;4,55126662;"3140";"hoog"
"69";"IV2017120813484970";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_004_3150_17";"AN_GSV_004";"2017-08-18";51,33495844;4,55126662;"3150";"hoog"
"70";"IV2017120814135316";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_010_3130n_17";"LI_MLV_010";"2017-10-12";50,97513484;5,3169537;"3130_na";"hoog"
"71";"IV2017121311203577";"HT31xx_LSVI_StilstaandeWateren";"AN_RVS_002_3130n_17";"AN_RVS_002";"2017-09-01";51,34408879;4,70406303;"3130_na";"hoog"
"72";"IV2017121311300313";"HT31xx_LSVI_StilstaandeWateren";"AN_BOG_001_3130a_17";"AN_BOG_001";"2017-09-28";51,41993335;5,05007801;"3130_aom";"hoog"
"73";"IV2017121311393451";"HT31xx_LSVI_StilstaandeWateren";"AN_BOG_001_3130n_17";"AN_BOG_001";"2017-09-28";51,41993335;5,05007801;"3130_na";"hoog"
"74";"IV2017121311445717";"HT31xx_LSVI_StilstaandeWateren";"LI_MUN_002_3130n_17";"LI_MUN_002";"2017-09-18";50,90220881;5,54185552;"3130_na";"hoog"
"75";"IV2017121311494712";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_007_3130n_17";"LI_BOK_007";"2016-09-20";50,96342592;5,39250165;"3130_na";"hoog"
"76";"IV2017121312021093";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_007_3130a_17";"LI_BOK_007";"2016-09-20";50,96342592;5,39250165;"3130_aom";"hoog"
"77";"IV2017121415063194";"HT31xx_LSVI_StilstaandeWateren";"OV_FON_001_3150_17";"OV_FON_001";"2017-07-20";51,17620349;4,01064951;"3150";"hoog"
"78";"IV2017121415181838";"HT31xx_LSVI_StilstaandeWateren";"AN_ZAM_002_3150_17";"AN_ZAM_002";"2017-08-02";51,09826208;4,96144675;"3150";"hoog"
"79";"IV2018020909033210";"HT31xx_LSVI_StilstaandeWateren";"AN_ZAM_003_3150_17";"AN_ZAM_003";"2017-08-02";51,09815659;4,96232363;"3150";"hoog"
"80";"IV2018020909145948";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_003_3130a_17";"AN_GSV_003";"2017-08-18";51,33620992;4,55834242;"3130_aom";"hoog"
"81";"IV2018020909312908";"HT31xx_LSVI_StilstaandeWateren";"AN_BGO_002_3130a_17";"AN_BGO_002";"2017-09-06";51,21711752;5,17882395;"3130_aom";"hoog"
"82";"IV2018020909370337";"HT31xx_LSVI_StilstaandeWateren";"AN_BGO_002_3130n_17";"AN_BGO_002";"2017-09-06";51,21711752;5,17882395;"3130_na";"hoog"
"83";"IV2018020909501549";"HT31xx_LSVI_StilstaandeWateren";"AN_BGO_002_3140_17";"AN_BGO_002";"2017-09-06";51,21711752;5,17882395;"3140";"hoog"
"84";"IV2018020910124046";"HT31xx_LSVI_StilstaandeWateren";"AN_BGO_002_3160_17";"AN_BGO_002";"2017-09-06";51,21711752;5,17882395;"3160";"laag"
"85";"IV2018020910244945";"HT31xx_LSVI_StilstaandeWateren";"AN_BGO_001_3130a_17";"AN_BGO_001";"2017-09-06";51,21296318;5,16170094;"3130_aom";"hoog"
"86";"IV2018020910314240";"HT31xx_LSVI_StilstaandeWateren";"AN_BGO_001_3130n_17";"AN_BGO_001";"2017-09-06";51,21296318;5,16170094;"3130_na";"hoog"
"87";"IV2018020910422627";"HT31xx_LSVI_StilstaandeWateren";"AN_BGO_001_3150_17";"AN_BGO_001";"2017-09-06";51,21296318;5,16170094;"3150";"hoog"
"88";"IV2018020911440914";"HT31xx_LSVI_StilstaandeWateren";"AN_GRD_003_3130n_17";"AN_GRD_003";"2017-09-06";51,32622006;5,11794154;"3130_na";"hoog"
"89";"IV2018020911503453";"HT31xx_LSVI_StilstaandeWateren";"AN_GRD_003_3140_17";"AN_GRD_003";"2017-09-06";51,32622006;5,11794154;"3140";"hoog"
"90";"IV2018020911594119";"HT31xx_LSVI_StilstaandeWateren";"AN_KVD_003_3130a_17";"AN_KVD_003";"2017-09-15";51,36087833;5,01055923;"3130_aom";"hoog"
"91";"IV2018020912063019";"HT31xx_LSVI_StilstaandeWateren";"AN_KVD_003_3160_17";"AN_KVD_003";"2017-09-15";51,36087833;5,01055923;"3160";"hoog"
"92";"IV2018022807152484";"HT31xx_LSVI_StilstaandeWateren";"LI_ABH_011_3160_17";"LI_ABH_011";"2017-06-30";51,0500882;5,02523548;"3160";"hoog"
"93";"IV2018022807290902";"HT31xx_LSVI_StilstaandeWateren";"OV_STB_002_3130a_17";"OV_STB_002";"2017-08-04";51,24306158;4,06987356;"3130_aom";"hoog"
"94";"IV2018022807471313";"HT31xx_LSVI_StilstaandeWateren";"OV_STB_002_3140_17";"OV_STB_002";"2017-08-04";51,24306158;4,06987356;"3140";"hoog"
"95";"IV2018022808000208";"HT31xx_LSVI_StilstaandeWateren";"AN_RAV_002_3130a_17";"AN_RAV_002";"2017-09-15";51,38731592;5,0704429;"3130_aom";"hoog"
"96";"IV2018022808192220";"HT31xx_LSVI_StilstaandeWateren";"AN_KSV_005_3160_17";"AN_KSV_005";"2017-10-06";51,35603607;4,49189713;"3160";"hoog"
"97";"IV2018022808283147";"HT31xx_LSVI_StilstaandeWateren";"AN_KSV_004_3160_17";"AN_KSV_004";"2017-10-10";51,36103068;4,49344772;"3160";"hoog"
"98";"IV2018022808380131";"HT31xx_LSVI_StilstaandeWateren";"LI_TOM_002_3150_17";"LI_TOM_002";"2017-10-02";50,93273018;5,3085722;"3150";"hoog"
"99";"IV2018022808440555";"HT31xx_LSVI_StilstaandeWateren";"LI_TOM_002_3130a_17";"LI_TOM_002";"2017-10-02";50,93273018;5,3085722;"3130_aom";"hoog"
"100";"IV2018022808530677";"HT31xx_LSVI_StilstaandeWateren";"VB_VDB_001_3150_17";"VB_VDB_001";"2017-10-02";51,02714485;5,11029609;"3150";"hoog"
"101";"IV2018022808561819";"HT31xx_LSVI_StilstaandeWateren";"AN_TIE_002_3130a_17";"AN_TIE_002";"2017-10-05";51,26556387;4,91124619;"3130_aom";"hoog"
"102";"IV2018022809110643";"HT31xx_LSVI_StilstaandeWateren";"AN_TIE_002_3160_17";"AN_TIE_002";"2017-10-05";51,26556387;4,91124619;"3160";"hoog"
"103";"IV2018022809172113";"HT31xx_LSVI_StilstaandeWateren";"AN_MOE_001_3140_17";"AN_MOE_001";"2017-09-29";51,39998161;4,90402894;"3140";"hoog"
"104";"IV2018022809230402";"HT31xx_LSVI_StilstaandeWateren";"AN_MOE_001_3130a_17";"AN_MOE_001";"2017-09-29";51,39998161;4,90402894;"3130_aom";"hoog"
"105";"IV2018022811012850";"HT31xx_LSVI_StilstaandeWateren";"AN_KAL_006_3160_17";"AN_KAL_006";"2017-10-27";51,40426688;4,440008;"3160";"hoog"
"106";"IV2018022811445956";"HT31xx_LSVI_StilstaandeWateren";"LI_VZB_001_3160_17";"LI_VZB_001";"2017-10-18";51,09025623;5,3431185;"3160";"hoog"
"107";"IV2018030107523816";"HT31xx_LSVI_StilstaandeWateren";"VB_VOR_002_3150_17";"VB_VOR_002";"2017-08-16";50,9726112;4,79296745;"3150";"hoog"
"108";"IV2018030108093775";"HT31xx_LSVI_StilstaandeWateren";"VB_VOR_003_3150_17";"VB_VOR_003";"2017-08-16";50,97272192;4,79309842;"3150";"hoog"
"109";"IV2018030108203323";"HT31xx_LSVI_StilstaandeWateren";"VB_KBL_001_3150_17";"VB_KBL_001";"2017-08-16";50,93352222;4,75434848;"3150";"hoog"
"110";"IV2018030109245054";"HT31xx_LSVI_StilstaandeWateren";"LI_PIJ_001_3160_16";"LI_PIJ_001";"2016-10-13";51,18292358;5,35265206;"3160";"hoog"
"111";"IV2018030109342549";"HT31xx_LSVI_StilstaandeWateren";"AN_KDN_001_3130a_16";"AN_KDN_001";"2016-10-14";51,24671042;4,7963064;"3130_aom";"hoog"
"112";"IV2018030109571495";"HT31xx_LSVI_StilstaandeWateren";"WV_BUL_002_3130a_17";"WV_BUL_002";"2017-10-20";51,11005334;3,30784657;"3130_aom";"hoog"
"113";"IV2018030110052976";"HT31xx_LSVI_StilstaandeWateren";"WV_BBV_001_3130a_17";"WV_BBV_001";"2017-10-18";51,10726132;3,29485682;"3130_aom";"hoog"
"114";"IV2018030110125920";"HT31xx_LSVI_StilstaandeWateren";"WV_BBV_002_3130a_17";"WV_BBV_002";"2017-10-18";51,10925789;3,29175423;"3130_aom";"hoog"
"115";"IV2018030110195394";"HT31xx_LSVI_StilstaandeWateren";"WV_BBV_002_3130n_17";"WV_BBV_002";"2017-10-18";51,10925789;3,29175423;"3130_na";"hoog"
"116";"IV2018030110233140";"HT31xx_LSVI_StilstaandeWateren";"WV_BBV_003_3130a_17";"WV_BBV_003";"2017-10-18";51,1093172;3,2872267;"3130_aom";"hoog"
"117";"IV2018030111095449";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_026_3130a_16";"LI_MLV_026";"2016-09-21";50,97603904;5,30482248;"3130_aom";"hoog"
"118";"IV2018030111155389";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_026_3130n_16";"LI_MLV_026";"2017-09-21";50,97603904;5,30482248;"3130_na";"hoog"
"119";"IV2018030115153464";"HT31xx_LSVI_StilstaandeWateren";"LI_OPH_006_3160_16";"LI_OPH_006";"2016-09-29";51,04875018;5,5434443;"3160";"hoog"
"120";"IV2018030208224229";"HT31xx_LSVI_StilstaandeWateren";"LI_TOM_001_3150_17";"LI_TOM_001";"2017-08-01";50,93382249;5,30581349;"3150";"hoog"
"121";"IV2018030208294109";"HT31xx_LSVI_StilstaandeWateren";"AN_ZEG_003_3150_17";"AN_ZEG_003";"2017-08-24";51,19954901;4,93452738;"3150";"hoog"
"122";"IV2018030607315791";"HT31xx_LSVI_StilstaandeWateren";"AN_KDN_003_3140_17";"AN_KDN_003";"2017-06-23";51,246551;4,79829426;"3140";"hoog"
"123";"IV2018030607421066";"HT31xx_LSVI_StilstaandeWateren";"AN_KDN_003_3130a_17";"AN_KDN_003";"2017-06-23";51,246551;4,79829426;"3130_aom";"hoog"
"124";"IV2018031512094752";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_005_3160_17";"AN_GSV_005";"2017-09-29";51,3474779;4,56337278;"3160";"hoog"
"125";"IV2018031611034923";"HT31xx_LSVI_StilstaandeWateren";"AN_DVH_007_3130n_17";"AN_DVH_007";"2017-09-14";51,33024791;4,73737114;"3130_na";"hoog"
"126";"IV2018031612035132";"HT31xx_LSVI_StilstaandeWateren";"LI_ZUT_001_3140_17";"LI_ZUT_001";"2017-09-19";50,91122743;5,53582995;"3140";"hoog"
"127";"IV2018031612111040";"HT31xx_LSVI_StilstaandeWateren";"LI_ZUT_001_3130a_17";"LI_ZUT_001";"2017-09-19";50,91122743;5,53582995;"3130_aom";"hoog"
"128";"IV2018082008201439";"HT31xx_LSVI_StilstaandeWateren";"LI_TEU_005_3160_17";"LI_TEU_005";"2017-08-28";51,00063045;5,44884162;"3160";"hoog"
"129";"IV2018082010271159";"HT31xx_LSVI_StilstaandeWateren";"AN_BAS_001_3150_17";"AN_BAS_001";"2017-10-09";51,149567;5,18380131;"3150";"hoog"
"130";"IV2018082011540115";"HT31xx_LSVI_StilstaandeWateren";"WV_DAM_001_3150_17";"WV_DAM_001";"2017-10-10";51,25205599;3,27656709;"3150";"hoog"
"131";"IV2018082012290419";"HT31xx_LSVI_StilstaandeWateren";"AN_STB_001_3150_17";"AN_STB_001";"2017-08-21";51,15483159;4,60525056;"3150";"hoog"
"132";"IV2018082012413631";"HT31xx_LSVI_StilstaandeWateren";"LI_TEU_005_3160_16";"LI_TEU_005";"2016-10-20";51,00063045;5,44884162;"3160";"hoog"
"133";"IV2018082012595751";"HT31xx_LSVI_StilstaandeWateren";"LI_TEU_005_3130a_17";"LI_TEU_005";"2017-08-28";51,00063045;5,44884162;"3130_aom";"hoog"
"134";"IV2018082014281713";"HT31xx_LSVI_StilstaandeWateren";"LI_SBB_004_3130n_16";"LI_SBB_004";"2016-09-27";50,98248585;5,3881459;"3130_na";"hoog"
"135";"IV2018082014440693";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_008_3130n_16";"LI_BOK_008";"2016-09-08";50,95867101;5,38751202;"3130_na";"hoog"
"136";"IV2018082015012770";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_008_3130a_16";"LI_BOK_008";"2016-09-20";50,95867101;5,38751202;"3130_aom";"hoog"
"137";"IV2018082107552331";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_006_3130n_16";"LI_BOK_006";"2016-09-13";50,95009032;5,38040066;"3130_na";"hoog"
"138";"IV2018082108175259";"HT31xx_LSVI_StilstaandeWateren";"LI_BOK_006_3130a_16";"LI_BOK_006";"2016-09-13";50,95009032;5,38040066;"3130_aom";"hoog"
"139";"IV2018082108515790";"HT31xx_LSVI_StilstaandeWateren";"AN_VVM_001_3130n_16";"AN_VVM_001";"2016-09-20";51,41117486;4,82677066;"3130_na";"hoog"
"140";"IV2018082109012829";"HT31xx_LSVI_StilstaandeWateren";"WV_LEI_003_3150_17";"WV_LEI_003";"2017-08-09";51,15550649;3,26875102;"3150";"hoog"
"141";"IV2018082109180907";"HT31xx_LSVI_StilstaandeWateren";"LI_WIK_007_3130n_16";"LI_WIK_007";"2016-09-08";50,96846037;5,42831173;"3130_na";"laag"
"142";"IV2018082110485943";"HT31xx_LSVI_StilstaandeWateren";"AN_RAV_003_3130a_18";"AN_RAV_003";"2018-06-04";51,42137719;5,05726764;"3130_aom";"hoog"
"143";"IV2018082215075182";"HT31xx_LSVI_StilstaandeWateren";"LI_HAG_002_3130a_18";"LI_HAG_002";"2018-06-05";51,26253609;5,41411484;"3130_aom";"hoog"
"144";"IV2018082308241033";"HT31xx_LSVI_StilstaandeWateren";"AN_VVM_003_3130a_18";"AN_VVM_003";"2018-06-21";51,47412479;4,7511821;"3130_aom";"hoog"
"145";"IV2018082311251393";"HT31xx_LSVI_StilstaandeWateren";"VB_ASD_001_3130a_18";"VB_ASD_001";"2018-06-22";51,01703845;5,04049744;"3130_aom";"hoog"
"146";"IV2018082315010378";"HT31xx_LSVI_StilstaandeWateren";"LI_HAG_001_3160_18";"LI_HAG_001";"2018-06-25";51,26274239;5,41899544;"3160";"hoog"
"147";"IV2018082408132366";"HT31xx_LSVI_StilstaandeWateren";"LI_VZB_007_3160_18";"LI_VZB_007";"2018-06-29";51,08678254;5,36255613;"3160";"hoog"
"148";"IV2018082409480563";"HT31xx_LSVI_StilstaandeWateren";"LI_VZB_002_3160_18";"LI_VZB_002";"2018-06-28";51,08366462;5,36853312;"3160";"hoog"
"149";"IV2018082412023259";"HT31xx_LSVI_StilstaandeWateren";"LI_VZB_005_3130a_18";"LI_VZB_005";"2018-06-28";51,08196445;5,36738532;"3130_aom";"hoog"
"150";"IV2018082412304466";"HT31xx_LSVI_StilstaandeWateren";"LI_VZB_005_3160_18";"LI_VZB_005";"2018-06-28";51,08196445;5,36738532;"3160";"hoog"
"151";"IV2018082413550581";"HT31xx_LSVI_StilstaandeWateren";"AN_TVG_005_3110_18";"AN_TVG_005";"2018-07-10";51,36494004;4,9361685;"3110";"hoog"
