ID	Habitattype	Versie	Criterium	Indicator	Beoordeling	Belang	Kwaliteitsniveau	BeoordelingID	Status_indicator	Verschilscore
IV2017030812063258	3130_aom	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1226	1	0
IV2017030812170830	3160	Versie 3	Structuur	horizontale structuur	rechtstreeks in contact met habitattype 7140_oli	zb	1	1267	0	-1
IV2017030812170830	3160	Versie 3	Vegetatie	sleutelsoorten	minstens 2 sleutelsoorten minstens frequent aanwezig	b	1	1263	0	-0.5
IV2017030812170830	3160	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1271	0	-0.111111111111111
IV2017030812170830	3160	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1266	1	1
IV2017030812170830	3160	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1270	1	0.9
IV2017032009171774	3150	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1258	0	-0.45
IV2017032009171774	3150	Versie 3	Structuur	verticale structuur	< 30% helofyten (uitgezonderd sleutelsoorten)	zb	1	1259	0	-0.928571428571428
IV2017032009171774	3150	Versie 3	Vegetatie	sleutelsoorten	minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig	b	1	1254	0	-0.5
IV2017032009171774	3150	Versie 3	Verstoring	eutrofiëring	<= 30%	zb	1	1262	1	0.266666666666667
IV2017032009171774	3150	Versie 3	Verstoring	invasieve exoten	hoogstens zeldzaam	zb	1	1255	0	-0.149574787393697
IV2017032009323636	3160	Versie 3	Structuur	horizontale structuur	rechtstreeks in contact met habitattype 7140_oli	zb	1	1267	0	-1
IV2017032009323636	3160	Versie 3	Vegetatie	sleutelsoorten	minstens 2 sleutelsoorten minstens frequent aanwezig	b	1	1263	0	-1
IV2017032009323636	3160	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1271	0	-0.0333333333333333
IV2017032009323636	3160	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1266	1	1
IV2017032009323636	3160	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1270	1	0.966666666666667
IV2017032009392259	3160	Versie 3	Structuur	horizontale structuur	rechtstreeks in contact met habitattype 7140_oli	zb	1	1267	0	-1
IV2017032009392259	3160	Versie 3	Vegetatie	sleutelsoorten	minstens 2 sleutelsoorten minstens frequent aanwezig	b	1	1263	1	0
IV2017032009392259	3160	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1271	0	-0.555555555555556
IV2017032009392259	3160	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1266	1	1
IV2017032009392259	3160	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1270	1	0.833333333333333
IV2017032009592467	3130_na	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1234	0	-0.9505
IV2017032009592467	3130_na	Versie 3	Structuur	verticale structuur	< 30 % van de vegetatievlek  begroeid met opgaande vegetatie	zb	1	1235	1	1
IV2017032009592467	3130_na	Versie 3	Vegetatie	sleutelsoorten	minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig	b	1	1231	0	-1
IV2017032009592467	3130_na	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1242	1	0.5
IV2017032009592467	3130_na	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1238	0	-0.02
IV2017032009592467	3130_na	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1239	1	0.666666666666667
IV2017032010113891	3130_aom	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1222	1	0.25025
IV2017032010113891	3130_aom	Versie 3	Structuur	verticale structuur	< 30% helofyten (uitgezonderd sleutelsoorten)	zb	1	1230	0	-0.142857142857143
IV2017032010113891	3130_aom	Versie 3	Vegetatie	sleutelsoorten	>= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig	b	1	1219	0	-0.333333333333333
IV2017032010113891	3130_aom	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1227	0	-0.0555555555555555
IV2017032010113891	3130_aom	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1223	1	1
IV2017032010113891	3130_aom	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1226	1	0.983333333333333
IV2017032010205954	3130_na	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1234	1	0.25025
IV2017032010205954	3130_na	Versie 3	Structuur	verticale structuur	< 30 % van de vegetatievlek  begroeid met opgaande vegetatie	zb	1	1235	1	0.966666666666667
IV2017032010205954	3130_na	Versie 3	Vegetatie	sleutelsoorten	minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig	b	1	1231	0	-1
IV2017032010205954	3130_na	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1242	0	-0.111111111111111
IV2017032010205954	3130_na	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1238	0	-0.005
IV2017032010205954	3130_na	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1239	0	-0.142857142857143
IV2017032010360108	3130_aom	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1222	0	-0.9505
IV2017032010360108	3130_aom	Versie 3	Structuur	verticale structuur	< 30% helofyten (uitgezonderd sleutelsoorten)	zb	1	1230	0	-0.714285714285714
IV2017032010360108	3130_aom	Versie 3	Vegetatie	sleutelsoorten	>= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig	b	1	1219	0	-1
IV2017032010360108	3130_aom	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1227	0	-0.166666666666667
IV2017032010360108	3130_aom	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1223	0	-0.005
IV2017032010360108	3130_aom	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1226	0	-0.142857142857143
IV2017032010493372	3130_aom	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1222	1	0.25025
IV2017032010493372	3130_aom	Versie 3	Structuur	verticale structuur	< 30% helofyten (uitgezonderd sleutelsoorten)	zb	1	1230	0	-0.285714285714286
IV2017032010493372	3130_aom	Versie 3	Vegetatie	sleutelsoorten	>= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig	b	1	1219	0	-0.666666666666667
IV2017032010493372	3130_aom	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1227	0	-0.388888888888889
IV2017032010493372	3130_aom	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1223	1	1
IV2017032010493372	3130_aom	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1226	1	0.5
IV2017032011215641	3160	Versie 3	Structuur	horizontale structuur	rechtstreeks in contact met habitattype 7140_oli	zb	1	1267	0	-1
IV2017032011215641	3160	Versie 3	Vegetatie	sleutelsoorten	minstens 2 sleutelsoorten minstens frequent aanwezig	b	1	1263	0	-0.5
IV2017032011215641	3160	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1271	0	-0.222222222222222
IV2017032011215641	3160	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1266	1	1
IV2017032011215641	3160	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1270	1	0.9
IV2017032011233563	3140	Versie 3	Structuur	horizontale structuur	kranswiervelden > 10 m²	zb	1	1246	1	0.25025
IV2017032011233563	3140	Versie 3	Structuur	verticale structuur	< 30% helofyten	zb	1	1250	1	0.666666666666667
IV2017032011233563	3140	Versie 3	Vegetatie	sleutelsoorten	kranswiervelden voor >= 50 % bestaande uit sleutelsoorten (uitgezonderd Potamogeton coloratus)	b	1	1247	1	1
IV2017032011233563	3140	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1251	1	0.95
IV2017032011233563	3140	Versie 3	Verstoring	invasieve exoten	hoogstens zeldzaam	zb	1	1243	0	-0.00450225112556278
IV2017032011335845	3130_aom	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1222	1	0.25025
IV2017032011335845	3130_aom	Versie 3	Structuur	verticale structuur	< 30% helofyten (uitgezonderd sleutelsoorten)	zb	1	1230	0	-0.142857142857143
IV2017032011335845	3130_aom	Versie 3	Vegetatie	sleutelsoorten	>= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig	b	1	1219	1	0
IV2017032011335845	3130_aom	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1227	0	-0.166666666666667
IV2017032011335845	3130_aom	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1223	0	-0.005
IV2017032011335845	3130_aom	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1226	1	0.333333333333333
IV2017032011441776	3160	Versie 3	Structuur	horizontale structuur	rechtstreeks in contact met habitattype 7140_oli	zb	1	1267	1	1
IV2017032011441776	3160	Versie 3	Vegetatie	sleutelsoorten	minstens 2 sleutelsoorten minstens frequent aanwezig	b	1	1263	1	0
IV2017032011441776	3160	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1271	0	-0.166666666666667
IV2017032011441776	3160	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1266	0	-0.005
IV2017032011441776	3160	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1270	1	0.966666666666667
IV2017032011501490	3130_aom	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1222	1	0.25025
IV2017032011501490	3130_aom	Versie 3	Structuur	verticale structuur	< 30% helofyten (uitgezonderd sleutelsoorten)	zb	1	1230	1	0.166666666666667
IV2017032011501490	3130_aom	Versie 3	Vegetatie	sleutelsoorten	>= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig	b	1	1219	0	-0.333333333333333
IV2017032011501490	3130_aom	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1227	0	-0.833333333333333
IV2017032011501490	3130_aom	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1223	0	-0.01
IV2017032011501490	3130_aom	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1226	1	0.666666666666667
IV2017032809493991	3140	Versie 3	Structuur	horizontale structuur	kranswiervelden > 10 m²	zb	1	1246	0	-0.45
IV2017032809493991	3140	Versie 3	Structuur	verticale structuur	< 30% helofyten	zb	1	1250	0	-0.885714285714286
IV2017032809493991	3140	Versie 3	Vegetatie	sleutelsoorten	kranswiervelden voor >= 50 % bestaande uit sleutelsoorten (uitgezonderd Potamogeton coloratus)	b	1	1247	1	1
IV2017032809493991	3140	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1251	0	-0.0555555555555555
IV2017032809493991	3140	Versie 3	Verstoring	invasieve exoten	hoogstens zeldzaam	zb	1	1243	0	-0.0495247623811906
IV2017032809570000	3130_na	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1234	0	-0.45
IV2017032809570000	3130_na	Versie 3	Structuur	verticale structuur	< 30 % van de vegetatievlek  begroeid met opgaande vegetatie	zb	1	1235	1	1
IV2017032809570000	3130_na	Versie 3	Vegetatie	sleutelsoorten	minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig	b	1	1231	0	-1
IV2017032809570000	3130_na	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1242	0	-0.277777777777778
IV2017032809570000	3130_na	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1238	0	-0.05
IV2017032809570000	3130_na	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1239	1	0.983333333333333
IV2017032810082114	3130_aom	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1222	0	-0.45
IV2017032810082114	3130_aom	Versie 3	Structuur	verticale structuur	< 30% helofyten (uitgezonderd sleutelsoorten)	zb	1	1230	0	-0.885714285714286
IV2017032810082114	3130_aom	Versie 3	Vegetatie	sleutelsoorten	>= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig	b	1	1219	0	-1
IV2017032810082114	3130_aom	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1227	0	-0.444444444444444
IV2017032810082114	3130_aom	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1223	0	-0.05
IV2017032810082114	3130_aom	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1226	1	0.983333333333333
IV2017032810192681	3150	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1258	0	-0.9505
IV2017032810192681	3150	Versie 3	Structuur	verticale structuur	< 30% helofyten (uitgezonderd sleutelsoorten)	zb	1	1259	0	-0.714285714285714
IV2017032810192681	3150	Versie 3	Vegetatie	sleutelsoorten	minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig	b	1	1254	0	-1
IV2017032810192681	3150	Versie 3	Verstoring	eutrofiëring	<= 30%	zb	1	1262	1	0.966666666666667
IV2017032810192681	3150	Versie 3	Verstoring	invasieve exoten	hoogstens zeldzaam	zb	1	1255	0	-0.00950475237618809
IV2017032810361983	3130_na	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1234	1	0.25025
IV2017032810361983	3130_na	Versie 3	Structuur	verticale structuur	< 30 % van de vegetatievlek  begroeid met opgaande vegetatie	zb	1	1235	1	0.966666666666667
IV2017032810361983	3130_na	Versie 3	Vegetatie	sleutelsoorten	minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig	b	1	1231	0	-1
IV2017032810361983	3130_na	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1242	1	0.6
IV2017032810361983	3130_na	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1238	0	-0.005
IV2017032810361983	3130_na	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1239	1	0.966666666666667
IV2017032810490646	3130_aom	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1222	1	0.25025
IV2017032810490646	3130_aom	Versie 3	Structuur	verticale structuur	< 30% helofyten (uitgezonderd sleutelsoorten)	zb	1	1230	1	0.766666666666667
IV2017032810490646	3130_aom	Versie 3	Vegetatie	sleutelsoorten	>= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig	b	1	1219	0	-1
IV2017032810490646	3130_aom	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1227	1	0.6
IV2017032810490646	3130_aom	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1223	0	-0.005
IV2017032810490646	3130_aom	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1226	1	0.966666666666667
IV2017040309190179	3130_na	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1234	1	0.25025
IV2017040309190179	3130_na	Versie 3	Structuur	verticale structuur	< 30 % van de vegetatievlek  begroeid met opgaande vegetatie	zb	1	1235	1	0.966666666666667
IV2017040309190179	3130_na	Versie 3	Vegetatie	sleutelsoorten	minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig	b	1	1231	0	-1
IV2017040309190179	3130_na	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1242	0	-0.0555555555555555
IV2017040309190179	3130_na	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1238	0	-0.03
IV2017040309190179	3130_na	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1239	1	0.983333333333333
IV2017040309253000	3160	Versie 3	Structuur	horizontale structuur	rechtstreeks in contact met habitattype 7140_oli	zb	1	1267	1	1
IV2017040309253000	3160	Versie 3	Vegetatie	sleutelsoorten	minstens 2 sleutelsoorten minstens frequent aanwezig	b	1	1263	0	-0.5
IV2017040309253000	3160	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1271	0	0
IV2017040309253000	3160	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1266	1	1
IV2017040309253000	3160	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1270	1	0.966666666666667
IV2017040309413235	3130_na	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1234	1	0.25025
IV2017040309413235	3130_na	Versie 3	Structuur	verticale structuur	< 30 % van de vegetatievlek  begroeid met opgaande vegetatie	zb	1	1235	0	0
IV2017040309413235	3130_na	Versie 3	Vegetatie	sleutelsoorten	minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig	b	1	1231	0	-1
IV2017040309413235	3130_na	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1242	1	0.9
IV2017040309413235	3130_na	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1238	0	-0.8
IV2017040309413235	3130_na	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1239	1	0.983333333333333
IV2017040309554429	3130_aom	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1222	1	0.25025
IV2017040309554429	3130_aom	Versie 3	Structuur	verticale structuur	< 30% helofyten (uitgezonderd sleutelsoorten)	zb	1	1230	0	-0.142857142857143
IV2017040309554429	3130_aom	Versie 3	Vegetatie	sleutelsoorten	>= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig	b	1	1219	0	-0.666666666666667
IV2017040309554429	3130_aom	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1227	0	-0.0555555555555555
IV2017040309554429	3130_aom	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1223	1	1
IV2017040309554429	3130_aom	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1226	0	-0.142857142857143
IV2017040310093041	3130_aom	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1222	1	0.25025
IV2017040310093041	3130_aom	Versie 3	Structuur	verticale structuur	< 30% helofyten (uitgezonderd sleutelsoorten)	zb	1	1230	0	-0.142857142857143
IV2017040310093041	3130_aom	Versie 3	Vegetatie	sleutelsoorten	>= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig	b	1	1219	0	-0.333333333333333
IV2017040310093041	3130_aom	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1227	0	-0.0333333333333333
IV2017040310093041	3130_aom	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1223	1	1
IV2017040310093041	3130_aom	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1226	1	0.966666666666667
IV2017040310252958	3130_aom	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1222	1	0.25025
IV2017040310252958	3130_aom	Versie 3	Structuur	verticale structuur	< 30% helofyten (uitgezonderd sleutelsoorten)	zb	1	1230	1	0.333333333333333
IV2017040310252958	3130_aom	Versie 3	Vegetatie	sleutelsoorten	>= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig	b	1	1219	0	-0.666666666666667
IV2017040310252958	3130_aom	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1227	0	0
IV2017040310252958	3130_aom	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1223	0	-0.005
IV2017040310252958	3130_aom	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1226	1	0.9
IV2017040410373172	3160	Versie 3	Structuur	horizontale structuur	rechtstreeks in contact met habitattype 7140_oli	zb	1	1267	1	1
IV2017040410373172	3160	Versie 3	Vegetatie	sleutelsoorten	minstens 2 sleutelsoorten minstens frequent aanwezig	b	1	1263	1	0
IV2017040410373172	3160	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1271	0	-0.444444444444444
IV2017040410373172	3160	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1266	1	1
IV2017040410373172	3160	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1270	0	-0.214285714285714
IV2017040410453770	3160	Versie 3	Structuur	horizontale structuur	rechtstreeks in contact met habitattype 7140_oli	zb	1	1267	1	1
IV2017040410453770	3160	Versie 3	Vegetatie	sleutelsoorten	minstens 2 sleutelsoorten minstens frequent aanwezig	b	1	1263	0	-0.5
IV2017040410453770	3160	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1271	0	-0.111111111111111
IV2017040410453770	3160	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1266	1	1
IV2017040410453770	3160	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1270	1	0.833333333333333
IV2017040410525894	3130_aom	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1222	1	0.25025
IV2017040410525894	3130_aom	Versie 3	Structuur	verticale structuur	< 30% helofyten (uitgezonderd sleutelsoorten)	zb	1	1230	0	-0.142857142857143
IV2017040410525894	3130_aom	Versie 3	Vegetatie	sleutelsoorten	>= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig	b	1	1219	0	-0.666666666666667
IV2017040410525894	3130_aom	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1227	1	0.5
IV2017040410525894	3130_aom	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1223	1	1
IV2017040410525894	3130_aom	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1226	1	0.833333333333333
IV2017042509124286	3130_aom	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1222	1	0.25025
IV2017042509124286	3130_aom	Versie 3	Structuur	verticale structuur	< 30% helofyten (uitgezonderd sleutelsoorten)	zb	1	1230	1	0.833333333333333
IV2017042509124286	3130_aom	Versie 3	Vegetatie	sleutelsoorten	>= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig	b	1	1219	0	-0.666666666666667
IV2017042509124286	3130_aom	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1227	0	0
IV2017042509124286	3130_aom	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1223	0	-0.005
IV2017042509124286	3130_aom	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1226	1	0.966666666666667
IV2017042509274762	3130_na	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1234	1	0.25025
IV2017042509274762	3130_na	Versie 3	Structuur	verticale structuur	< 30 % van de vegetatievlek  begroeid met opgaande vegetatie	zb	1	1235	1	1
IV2017042509274762	3130_na	Versie 3	Vegetatie	sleutelsoorten	minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig	b	1	1231	0	-1
IV2017042509274762	3130_na	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1242	1	0.9
IV2017042509274762	3130_na	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1238	0	-0.005
IV2017042509274762	3130_na	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1239	1	0.966666666666667
IV2017042509374052	3160	Versie 3	Structuur	horizontale structuur	rechtstreeks in contact met habitattype 7140_oli	zb	1	1267	1	1
IV2017042509374052	3160	Versie 3	Vegetatie	sleutelsoorten	minstens 2 sleutelsoorten minstens frequent aanwezig	b	1	1263	1	0
IV2017042509374052	3160	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1271	0	-0.166666666666667
IV2017042509374052	3160	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1266	1	1
IV2017042509374052	3160	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1270	1	0.333333333333333
IV2017042509472815	3160	Versie 3	Structuur	horizontale structuur	rechtstreeks in contact met habitattype 7140_oli	zb	1	1267	1	1
IV2017042509472815	3160	Versie 3	Vegetatie	sleutelsoorten	minstens 2 sleutelsoorten minstens frequent aanwezig	b	1	1263	1	0.25
IV2017042509472815	3160	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1271	0	-0.166666666666667
IV2017042509472815	3160	Versie 3	Verstoring	invasieve exoten	afwezig	zb	1	1266	1	1
IV2017042509472815	3160	Versie 3	Verstoring	verzuring	<= 30%	zb	1	1270	1	0.933333333333333
IV2017042509542011	3140	Versie 3	Structuur	horizontale structuur	kranswiervelden > 10 m²	zb	1	1246	1	0.25025
IV2017042509542011	3140	Versie 3	Structuur	verticale structuur	< 30% helofyten	zb	1	1250	0	-0.142857142857143
IV2017042509542011	3140	Versie 3	Vegetatie	sleutelsoorten	kranswiervelden voor >= 50 % bestaande uit sleutelsoorten (uitgezonderd Potamogeton coloratus)	b	1	1247	1	1
IV2017042509542011	3140	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1251	1	0.5
IV2017042509542011	3140	Versie 3	Verstoring	invasieve exoten	hoogstens zeldzaam	zb	1	1243	1	1
IV2017042509585340	3130_na	Versie 3	Structuur	horizontale structuur	grootste vegetatievlek > 10 m²	zb	1	1234	1	0.25025
IV2017042509585340	3130_na	Versie 3	Structuur	verticale structuur	< 30 % van de vegetatievlek  begroeid met opgaande vegetatie	zb	1	1235	0	-0.285714285714286
IV2017042509585340	3130_na	Versie 3	Vegetatie	sleutelsoorten	minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig	b	1	1231	0	-1
IV2017042509585340	3130_na	Versie 3	Verstoring	eutrofiëring	< 10%	zb	1	1242	1	0.5
