ID	Habitattype	Versie	Criterium	Kwaliteitsniveau	Status_criterium	Aggregatiemethode	Index_min_criterium	Index_harm_criterium
IV2017040309190179	3130_na	Versie 3	Verstoring	1	0	RapportageHR	-0.0555555555555555	0.156535969541113
IV2017040309253000	3160	Versie 3	Structuur	1	1	RapportageHR	1	1
IV2017040309253000	3160	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2017040309253000	3160	Versie 3	Verstoring	1	0	RapportageHR	0	0.493670886075949
IV2017040309413235	3130_na	Versie 3	Structuur	1	0	RapportageHR	0	0.111209865570492
IV2017040309413235	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017040309413235	3130_na	Versie 3	Verstoring	1	0	RapportageHR	-0.8	-0.502530253025303
IV2017040309554429	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.142857142857143	0.0170318775738472
IV2017040309554429	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.666666666666667	-0.666666666666667
IV2017040309554429	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.142857142857143	0.100719424460432
IV2017040310093041	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.142857142857143	0.0170318775738472
IV2017040310093041	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.333333333333333	-0.333333333333333
IV2017040310093041	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.0333333333333333	0.468459447861536
IV2017040310252958	3130_aom	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.290455762345579
IV2017040310252958	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.666666666666667	-0.666666666666667
IV2017040310252958	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.005	0.185142618326194
IV2017040410373172	3160	Versie 3	Structuur	1	1	RapportageHR	1	1
IV2017040410373172	3160	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2017040410373172	3160	Versie 3	Verstoring	1	0	RapportageHR	-0.444444444444444	-0.16030534351145
IV2017040410453770	3160	Versie 3	Structuur	1	1	RapportageHR	1	1
IV2017040410453770	3160	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2017040410453770	3160	Versie 3	Verstoring	1	0	RapportageHR	-0.111111111111111	0.382198952879581
IV2017040410525894	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.142857142857143	0.0170318775738472
IV2017040410525894	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.666666666666667	-0.666666666666667
IV2017040410525894	3130_aom	Versie 3	Verstoring	1	1	RapportageHR	0.5	0.752212389380531
IV2017042509124286	3130_aom	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.486663243520796
IV2017042509124286	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.666666666666667	-0.666666666666667
IV2017042509124286	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.005	0.1935549456135
IV2017042509274762	3130_na	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.538650873009769
IV2017042509274762	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017042509274762	3130_na	Versie 3	Verstoring	1	0	RapportageHR	-0.005	0.470721255274262
IV2017042509374052	3160	Versie 3	Structuur	1	1	RapportageHR	1	1
IV2017042509374052	3160	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2017042509374052	3160	Versie 3	Verstoring	1	0	RapportageHR	-0.166666666666667	0.224489795918367
IV2017042509472815	3160	Versie 3	Structuur	1	1	RapportageHR	1	1
IV2017042509472815	3160	Versie 3	Vegetatie	1	1	RapportageHR	0.25	0.25
IV2017042509472815	3160	Versie 3	Verstoring	1	0	RapportageHR	-0.166666666666667	0.35303265940902
IV2017042509542011	3140	Versie 3	Structuur	1	0	RapportageHR	-0.142857142857143	0.0170318775738472
IV2017042509542011	3140	Versie 3	Vegetatie	1	1	RapportageHR	1	1
IV2017042509542011	3140	Versie 3	Verstoring	1	1	RapportageHR	0.5	0.714285714285714
IV2017042509585340	3130_na	Versie 3	Structuur	1	0	RapportageHR	-0.285714285714286	-0.0908429836202667
IV2017042509585340	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017042509585340	3130_na	Versie 3	Verstoring	1	1	RapportageHR	0.5	0.79547359597653
IV2017042510052573	3150	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.528684299147735
IV2017042510052573	3150	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2017042510052573	3150	Versie 3	Verstoring	1	0	RapportageHR	-0.0195097548774387	0.301118220004349
IV2017042510131430	3140	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.538650873009769
IV2017042510131430	3140	Versie 3	Vegetatie	1	1	RapportageHR	1	1
IV2017042510131430	3140	Versie 3	Verstoring	1	0	RapportageHR	-0.0195097548774387	0.269475729552733
IV2017042510565778	3160	Versie 3	Structuur	1	1	RapportageHR	1	1
IV2017042510565778	3160	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2017042510565778	3160	Versie 3	Verstoring	1	0	RapportageHR	-0.233333333333333	0.299517290496162
IV2017042510593494	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.428571428571429	-0.215637069421844
IV2017042510593494	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.333333333333333	-0.333333333333333
IV2017042510593494	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.222222222222222	0.0769230769230771
IV2017042511032923	3160	Versie 3	Structuur	1	1	RapportageHR	1	1
IV2017042511032923	3160	Versie 3	Vegetatie	1	1	RapportageHR	0.25	0.25
IV2017042511032923	3160	Versie 3	Verstoring	1	1	RapportageHR	0.8	0.923376234660281
IV2017042511154407	3130_aom	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.363785110444505
IV2017042511154407	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.333333333333333	-0.333333333333333
IV2017042511154407	3130_aom	Versie 3	Verstoring	1	1	RapportageHR	0.166666666666667	0.48235294117647
IV2017042511431890	3160	Versie 3	Structuur	1	0	RapportageHR	-1	-1
IV2017042511431890	3160	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017042511431890	3160	Versie 3	Verstoring	1	1	RapportageHR	0.5	0.69811320754717
IV2017042511540583	3130_na	Versie 3	Structuur	1	0	RapportageHR	-0.971428571428571	-0.945679012345679
IV2017042511540583	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017042511540583	3130_na	Versie 3	Verstoring	1	0	RapportageHR	-0.0555555555555555	0.0986937066974596
IV2017042513300849	3130_na	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.903602726387537
IV2017042513300849	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017042513300849	3130_na	Versie 3	Verstoring	1	1	RapportageHR	0.5	0.8
IV2017062909012541	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.926476049015967
IV2017062909012541	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017062909012541	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	0	0.493670886075949
IV2017072508474428	3130_na	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.528684299147735
IV2017072508474428	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017072508474428	3130_na	Versie 3	Verstoring	1	1	RapportageHR	0.95	0.972003999428653
IV2017072509005921	3130_aom	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.53369327113883
IV2017072509005921	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.666666666666667	-0.666666666666667
IV2017072509005921	3130_aom	Versie 3	Verstoring	1	1	RapportageHR	0.95	0.972003999428653
IV2017120618361898	3160	Versie 3	Structuur	1	1	RapportageHR	1	1
IV2017120618361898	3160	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017120618361898	3160	Versie 3	Verstoring	1	0	RapportageHR	-0.666666666666667	-0.311475409836066
IV2017120618385593	3160	Versie 3	Structuur	1	1	RapportageHR	1	1
IV2017120618385593	3160	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2017120618385593	3160	Versie 3	Verstoring	1	0	RapportageHR	-0.666666666666667	-0.251585623678647
IV2017120707274258	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.911250560286867
IV2017120707274258	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017120707274258	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.666666666666667	-0.485714285714286
IV2017120707423829	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.45	-0.161151079136691
IV2017120707423829	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017120707423829	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.944444444444444	-0.848287590898428
IV2017120707501887	3130_na	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.53369327113883
IV2017120707501887	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017120707501887	3130_na	Versie 3	Verstoring	1	0	RapportageHR	-0.005	0.31668021042727
IV2017120708015628	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.857142857142857	-0.77319587628866
IV2017120708015628	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.333333333333333	-0.333333333333333
IV2017120708015628	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	0	0.272727272727273
IV2017120708120471	3130_aom	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.335546377666677
IV2017120708120471	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.333333333333333	-0.333333333333333
IV2017120708120471	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.185714285714286	0.338753387533875
IV2017120708235225	3160	Versie 3	Structuur	1	1	RapportageHR	1	1
IV2017120708235225	3160	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2017120708235225	3160	Versie 3	Verstoring	1	0	RapportageHR	-0.0555555555555555	0.438752783964365
IV2017120807095988	3140	Versie 3	Structuur	1	0	RapportageHR	-0.45	-0.309178743961353
IV2017120807095988	3140	Versie 3	Vegetatie	1	1	RapportageHR	1	1
IV2017120807095988	3140	Versie 3	Verstoring	1	0	RapportageHR	-0.633333333333333	-0.464064929182632
IV2017120807160378	3130_na	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.903391070992925
IV2017120807160378	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017120807160378	3130_na	Versie 3	Verstoring	1	0	RapportageHR	-0.2	0.0872611099420351
IV2017120807201262	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.906010370262178
IV2017120807201262	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017120807201262	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.777777777777778	-0.500767719924528
IV2017120807491938	3130_aom	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.486663243520796
IV2017120807491938	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.666666666666667	-0.666666666666667
IV2017120807491938	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.005	0.452937634213128
IV2017120807593495	3130_na	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.903391070992925
IV2017120807593495	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017120807593495	3130_na	Versie 3	Verstoring	1	0	RapportageHR	-0.005	0.452937634213128
IV2017120808142110	3150	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.508118403301325
IV2017120808142110	3150	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2017120808142110	3150	Versie 3	Verstoring	1	1	RapportageHR	0.166666666666667	0.473684210526316
IV2017120808302127	3150	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.90454381101603
IV2017120808302127	3150	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2017120808302127	3150	Versie 3	Verstoring	1	0	RapportageHR	-0.642857142857143	-0.476425804728196
IV2017120808375733	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.45	-0.221238938053097
IV2017120808375733	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.666666666666667	-0.666666666666667
IV2017120808375733	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.833333333333333	-0.601085481682496
IV2017120813404463	3140	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.911250560286867
IV2017120813404463	3140	Versie 3	Vegetatie	1	1	RapportageHR	1	1
IV2017120813404463	3140	Versie 3	Verstoring	1	1	RapportageHR	0.9	0.948717948717949
IV2017120813445226	3140	Versie 3	Structuur	1	0	RapportageHR	-0.45	-0.32994923857868
IV2017120813445226	3140	Versie 3	Vegetatie	1	1	RapportageHR	1	1
IV2017120813445226	3140	Versie 3	Verstoring	1	1	RapportageHR	0.95	0.974683544303798
IV2017120813484970	3150	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.906405105176082
IV2017120813484970	3150	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017120813484970	3150	Versie 3	Verstoring	1	1	RapportageHR	0.983333333333333	0.99163179916318
IV2017120814135316	3130_na	Versie 3	Structuur	1	0	RapportageHR	-0.45	-0.137254901960784
IV2017120814135316	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017120814135316	3130_na	Versie 3	Verstoring	1	0	RapportageHR	-0.66	-0.333955223880597
IV2017121311203577	3130_na	Versie 3	Structuur	1	0	RapportageHR	0	0.111209865570492
IV2017121311203577	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017121311203577	3130_na	Versie 3	Verstoring	1	1	RapportageHR	0.95	0.977558412044599
IV2017121311300313	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.45	-0.195121951219512
IV2017121311300313	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017121311300313	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.666666666666667	-0.334697470571158
IV2017121311393451	3130_na	Versie 3	Structuur	1	0	RapportageHR	-0.45	-0.137254901960784
IV2017121311393451	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017121311393451	3130_na	Versie 3	Verstoring	1	0	RapportageHR	-0.005	0.195587418589388
IV2017121311445717	3130_na	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.903391070992925
IV2017121311445717	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017121311445717	3130_na	Versie 3	Verstoring	1	1	RapportageHR	0.9	0.949145111793073
IV2017121311494712	3130_na	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.53369327113883
IV2017121311494712	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017121311494712	3130_na	Versie 3	Verstoring	1	1	RapportageHR	0.95	0.977558412044599
IV2017121312021093	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.903410674756088
IV2017121312021093	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017121312021093	3130_aom	Versie 3	Verstoring	1	1	RapportageHR	0.95	0.977558412044599
IV2017121415063194	3150	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.908892212124698
IV2017121415063194	3150	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017121415063194	3150	Versie 3	Verstoring	1	1	RapportageHR	0.983333333333333	0.99163179916318
IV2017121415181838	3150	Versie 3	Structuur	1	0	RapportageHR	-0.45	-0.252427184466019
IV2017121415181838	3150	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2017121415181838	3150	Versie 3	Verstoring	1	0	RapportageHR	-0.857142857142857	-0.733333333333334
IV2018020909033210	3150	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.904162633107454
IV2018020909033210	3150	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018020909033210	3150	Versie 3	Verstoring	1	1	RapportageHR	0.983333333333333	0.99163179916318
IV2018020909145948	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.911250560286867
IV2018020909145948	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018020909145948	3130_aom	Versie 3	Verstoring	1	1	RapportageHR	0.7	0.888888888888889
IV2018020909312908	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.45	-0.378531073446328
IV2018020909312908	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.666666666666667	-0.666666666666667
IV2018020909312908	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.02	0.41702066314272
IV2018020909370337	3130_na	Versie 3	Structuur	1	0	RapportageHR	-0.45	-0.172932330827068
IV2018020909370337	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018020909370337	3130_na	Versie 3	Verstoring	1	0	RapportageHR	-0.02	0.41702066314272
IV2018020909501549	3140	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.907416066585617
IV2018020909501549	3140	Versie 3	Vegetatie	1	1	RapportageHR	1	1
IV2018020909501549	3140	Versie 3	Verstoring	1	0	RapportageHR	-0.0195097548774387	0.304871074845725
IV2018020910124046	3160	Versie 3	Structuur	1	1	RapportageHR	1	1
IV2018020910124046	3160	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018020910124046	3160	Versie 3	Verstoring	1	0	RapportageHR	-0.02	0.395602094240838
IV2018020910244945	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.45	-0.1904
IV2018020910244945	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018020910244945	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.005	0.430299979867123
IV2018020910314240	3130_na	Versie 3	Structuur	1	0	RapportageHR	-0.45	-0.32994923857868
IV2018020910314240	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018020910314240	3130_na	Versie 3	Verstoring	1	0	RapportageHR	-0.005	0.430299979867123
IV2018020910422627	3150	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.363785110444505
IV2018020910422627	3150	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2018020910422627	3150	Versie 3	Verstoring	1	0	RapportageHR	-0.00450225112556278	0.325623248927315
IV2018020911440914	3130_na	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.363785110444505
IV2018020911440914	3130_na	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018020911440914	3130_na	Versie 3	Verstoring	1	0	RapportageHR	-0.222222222222222	0.0749839228295821
IV2018020911503453	3140	Versie 3	Structuur	1	0	RapportageHR	-0.571428571428571	-0.518248175182482
IV2018020911503453	3140	Versie 3	Vegetatie	1	1	RapportageHR	1	1
IV2018020911503453	3140	Versie 3	Verstoring	1	0	RapportageHR	-0.0555555555555555	-0.0307006862169249
IV2018020911594119	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.45	-0.309178743961353
IV2018020911594119	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.666666666666667	-0.666666666666667
IV2018020911594119	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.005	0.215145124033343
IV2018020912063019	3160	Versie 3	Structuur	1	0	RapportageHR	-1	-1
IV2018020912063019	3160	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2018020912063019	3160	Versie 3	Verstoring	1	0	RapportageHR	-0.005	0.229290640394089
IV2018022807152484	3160	Versie 3	Structuur	1	0	RapportageHR	-1	-1
IV2018022807152484	3160	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018022807152484	3160	Versie 3	Verstoring	1	0	RapportageHR	-0.533333333333333	-0.0467289719626168
IV2018022807290902	3130_aom	Versie 3	Structuur	1	0	RapportageHR	-0.9505	-0.903602726387537
IV2018022807290902	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.666666666666667	-0.666666666666667
IV2018022807290902	3130_aom	Versie 3	Verstoring	1	0	RapportageHR	-0.222222222222222	0.302673796791444
IV2018022807471313	3140	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.486663243520796
IV2018022807471313	3140	Versie 3	Vegetatie	1	1	RapportageHR	1	1
IV2018022807471313	3140	Versie 3	Verstoring	1	0	RapportageHR	-0.166666666666667	0.176470588235294
IV2018022808000208	3130_aom	Versie 3	Structuur	1	1	RapportageHR	0.25025	0.363785110444505
IV2018022808000208	3130_aom	Versie 3	Vegetatie	1	0	RapportageHR	-0.666666666666667	-0.666666666666667
