"";"ID";"Kenmerk";"Waarde";"Vegetatielaag";"TypeKenmerk";"Type";"Invoertype";"Eenheid"
"2406";"IV2019080913523810";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2407";"IV2019080913571562";"Chara globularis var. virgata (Kütz.) R.D. Wood";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2408";"IV2019080913571562";"Draadwier";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2409";"IV2019080913571562";"Elodea nuttallii (Planch.) St John";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2410";"IV2019080913571562";"Lemna";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2411";"IV2019080913571562";"Lemna minuta Humb., Bonpl. et Kunth";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2412";"IV2019080913571562";"Myriophyllum spicatum L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2413";"IV2019080913571562";"Nitella gracilis (Sm.) C. Agardh";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2414";"IV2019080913571562";"Nitella translucens (Pers.) C. Agardh";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2415";"IV2019080914355110";"Agrostis stolonifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2416";"IV2019080914355110";"Bidens";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2417";"IV2019080914355110";"Draadwier";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2418";"IV2019080914355110";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2419";"IV2019080914355110";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2420";"IV2019080914355110";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2421";"IV2019080914355110";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2422";"IV2019080914355110";"Potamogeton polygonifolius Pourr.";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2423";"IV2019080914355110";"Sphagnum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2424";"IV2019080914355110";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2425";"IV2019082909514203";"Ceratophyllum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2426";"IV2019082909514203";"Draadwier";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2427";"IV2019082909514203";"Glyceria fluitans (L.) R. Brown";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2428";"IV2019082909514203";"Lemna";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2429";"IV2019082909514203";"Lemna minuta Humb., Bonpl. et Kunth";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2430";"IV2019082909514203";"Myriophyllum spicatum L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2431";"IV2019082909514203";"Utricularia australis R. Brown";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2432";"IV2019082909570134";"Ceratophyllum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2433";"IV2019082909570134";"Elodea nuttallii (Planch.) St John";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2434";"IV2019082909570134";"Hydrocharis morsus-ranae L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2435";"IV2019082909570134";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2436";"IV2019082910082519";"Chara hispida";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2437";"IV2019082910082519";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2438";"IV2019082910171726";"Agrostis stolonifera L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2439";"IV2019082910171726";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2440";"IV2019082910171726";"Calamagrostis canescens (Weber) Roth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2441";"IV2019082910171726";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2442";"IV2019082910171726";"Drepanocladus fluitans (Hedw.) Warnst.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2443";"IV2019082910171726";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2444";"IV2019082910171726";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2445";"IV2019082910171726";"Lythrum salicaria L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2446";"IV2019082910171726";"Molinia caerulea (L.) Moench";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2447";"IV2019082910171726";"Potamogeton polygonifolius Pourr.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2448";"IV2019082910171726";"Scirpus fluitans L.";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2449";"IV2019082910171726";"Sphagnum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2450";"IV2019082910171726";"Typha";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2451";"IV2019082910244478";"Agrostis stolonifera L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2452";"IV2019082910244478";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2453";"IV2019082910244478";"Calamagrostis canescens (Weber) Roth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2454";"IV2019082910244478";"Elatine hexandra (Lapierre) DC.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2455";"IV2019082910244478";"Eleocharis acicularis (L.) Roem. et Schult.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2456";"IV2019082910244478";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2457";"IV2019082910244478";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2458";"IV2019082910244478";"Lythrum salicaria L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2459";"IV2019082910244478";"Molinia caerulea (L.) Moench";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2460";"IV2019082910244478";"Sphagnum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2461";"IV2019082910244478";"Typha";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2462";"IV2019082913333356";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2463";"IV2019082913333356";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2464";"IV2019082913333356";"Hypericum elodes L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2465";"IV2019082913333356";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2466";"IV2019082913333356";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2467";"IV2019082913333356";"Lythrum salicaria L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2468";"IV2019082913333356";"Sphagnum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2469";"IV2019082913333356";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2470";"IV2019082913384667";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2471";"IV2019082913384667";"Elatine hexandra (Lapierre) DC.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2472";"IV2019082913384667";"Elatine hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2473";"IV2019082913384667";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2474";"IV2019082913384667";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2475";"IV2019082913384667";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2476";"IV2019082913452312";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2477";"IV2019082913452312";"Calamagrostis canescens (Weber) Roth";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2478";"IV2019082913452312";"Elatine hexandra (Lapierre) DC.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2479";"IV2019082913452312";"Elatine hydropiper L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2480";"IV2019082913452312";"Eleocharis acicularis (L.) Roem. et Schult.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2481";"IV2019082913452312";"Juncus bulbosus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2482";"IV2019082913452312";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2483";"IV2019082913452312";"Lemna minuta Humb., Bonpl. et Kunth";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2484";"IV2019082913452312";"Ludwigia grandiflora (Michaux) Greuter et Burdet";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2485";"IV2019082913452312";"Lythrum salicaria L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2486";"IV2019082913452312";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2487";"IV2019082913452312";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2488";"IV2019082913452312";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2489";"IV2019082913504693";"Calamagrostis canescens (Weber) Roth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2490";"IV2019082913504693";"Elatine hexandra (Lapierre) DC.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2491";"IV2019082913504693";"Eleocharis acicularis (L.) Roem. et Schult.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2492";"IV2019082913504693";"Juncus bulbosus L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2493";"IV2019082913504693";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2494";"IV2019082913504693";"Lythrum salicaria L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2495";"IV2019082913504693";"Polygonum hydropiper L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2496";"IV2019082913504693";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2497";"IV2019083014270835";"Ceratophyllum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2498";"IV2019083014270835";"Crassula helmsii (T. Kirk) Cock.";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2499";"IV2019083014270835";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2500";"IV2019083014270835";"Glyceria maxima (Hartm.) Holmberg";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2501";"IV2019083014270835";"Hydrocharis morsus-ranae L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2502";"IV2019083014270835";"Lemna";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2503";"IV2019083014270835";"Spirodela polyrhiza (L.) Schleid.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2504";"IV2019100111311608";"Agrostis stolonifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2505";"IV2019100111311608";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2506";"IV2019100111311608";"Crassula helmsii (T. Kirk) Cock.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2507";"IV2019100111311608";"Drepanocladus fluitans (Hedw.) Warnst.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2508";"IV2019100111311608";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2509";"IV2019100111311608";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2510";"IV2019100111311608";"Myriophyllum heterophyllum Michaux";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2511";"IV2019100111311608";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2512";"IV2019100111311608";"Scirpus fluitans L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2513";"IV2019100111311608";"Sphagnum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2514";"IV2019100111311608";"Typha";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2515";"IV2019100111354307";"Agrostis stolonifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2516";"IV2019100111354307";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2517";"IV2019100111354307";"Crassula helmsii (T. Kirk) Cock.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2518";"IV2019100111354307";"Elatine hexandra (Lapierre) DC.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2519";"IV2019100111354307";"Eleocharis acicularis (L.) Roem. et Schult.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2520";"IV2019100111354307";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2521";"IV2019100111354307";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2522";"IV2019100111354307";"Myriophyllum heterophyllum Michaux";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2523";"IV2019100111354307";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2524";"IV2019100111354307";"Sphagnum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2525";"IV2019100111354307";"Typha";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2526";"IV2019100111453143";"Agrostis stolonifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2527";"IV2019100111453143";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2528";"IV2019100111453143";"Draadwier";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2529";"IV2019100111453143";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2530";"IV2019100111453143";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2531";"IV2019100111453143";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2532";"IV2019100111453143";"Lemna minuta Humb., Bonpl. et Kunth";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2533";"IV2019100111453143";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2534";"IV2019100111453143";"Myriophyllum aquaticum (Velloso) Verdc.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2535";"IV2019100111453143";"Myriophyllum spicatum L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2536";"IV2019100111453143";"Nitella translucens (Pers.) C. Agardh";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2537";"IV2019100111453143";"Pilularia globulifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2538";"IV2019100111453143";"Scirpus fluitans L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2539";"IV2019100111453143";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2540";"IV2019100111490964";"Chara globularis Thuill.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2541";"IV2019100111490964";"Draadwier";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2542";"IV2019100111490964";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2543";"IV2019100111490964";"Lemna minuta Humb., Bonpl. et Kunth";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2544";"IV2019100111490964";"Myriophyllum aquaticum (Velloso) Verdc.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2545";"IV2019100111490964";"Myriophyllum spicatum L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2546";"IV2019100111490964";"Nitella translucens (Pers.) C. Agardh";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2547";"IV2019100112032024";"Agrostis stolonifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2548";"IV2019100112032024";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2549";"IV2019100112032024";"Ceratophyllum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2550";"IV2019100112032024";"Elodea nuttallii (Planch.) St John";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2551";"IV2019100112032024";"Glyceria maxima (Hartm.) Holmberg";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2552";"IV2019100112032024";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2553";"IV2019100112032024";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2554";"IV2019100112032024";"Pilularia globulifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2555";"IV2019100112032024";"Scirpus fluitans L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2556";"IV2019100112032024";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2557";"IV2019100112075213";"Ceratophyllum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2558";"IV2019100112075213";"Elodea nuttallii (Planch.) St John";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2559";"IV2019100112075213";"Glyceria maxima (Hartm.) Holmberg";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2560";"IV2019100112075213";"Hydrocharis morsus-ranae L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2561";"IV2019100112075213";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2562";"IV2019100112164262";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2563";"IV2019100112164262";"Crassula helmsii (T. Kirk) Cock.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2564";"IV2019100112164262";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2565";"IV2019100112164262";"Elodea nuttallii (Planch.) St John";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2566";"IV2019100112164262";"Juncus bulbosus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2567";"IV2019100112164262";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2568";"IV2019100112164262";"Luronium natans (L.) Rafin.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2569";"IV2019100112164262";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2570";"IV2019100112164262";"Molinia caerulea (L.) Moench";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2571";"IV2019100112164262";"Nitella translucens (Pers.) C. Agardh";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2572";"IV2019100112164262";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2573";"IV2019100112164262";"Potamogeton pusillus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2574";"IV2019100112164262";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2575";"IV2019100112171755";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2576";"IV2019100112171755";"Crassula helmsii (T. Kirk) Cock.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2577";"IV2019100112171755";"Elatine hexandra (Lapierre) DC.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2578";"IV2019100112171755";"Eleocharis acicularis (L.) Roem. et Schult.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2579";"IV2019100112171755";"Elodea nuttallii (Planch.) St John";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2580";"IV2019100112171755";"Juncus bulbosus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2581";"IV2019100112171755";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2582";"IV2019100112171755";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2583";"IV2019100112171755";"Molinia caerulea (L.) Moench";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2584";"IV2019100112171755";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2585";"IV2019100112171755";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2586";"IV2019100406581958";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2587";"IV2019100406581958";"Eleocharis acicularis (L.) Roem. et Schult.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2588";"IV2019100406581958";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2589";"IV2019100406581958";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2590";"IV2019100407044021";"Agrostis stolonifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2591";"IV2019100407044021";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2592";"IV2019100407044021";"Ceratophyllum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2593";"IV2019100407044021";"Crassula helmsii (T. Kirk) Cock.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2594";"IV2019100407044021";"Draadwier";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2595";"IV2019100407044021";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2596";"IV2019100407044021";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2597";"IV2019100407044021";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2598";"IV2019100407044021";"Myriophyllum aquaticum (Velloso) Verdc.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2599";"IV2019100407044021";"Myriophyllum heterophyllum Michaux";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2600";"IV2019100407044021";"Myriophyllum spicatum L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2601";"IV2019100407044021";"Nitella translucens (Pers.) C. Agardh";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2602";"IV2019100407044021";"Potamogeton pusillus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2603";"IV2019100407044021";"Scirpus fluitans L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2604";"IV2019100407044021";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2605";"IV2019100407101015";"Ceratophyllum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2606";"IV2019100407101015";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2607";"IV2019100407101015";"Elodea nuttallii (Planch.) St John";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2608";"IV2019100407101015";"Myriophyllum spicatum L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2609";"IV2019100407101015";"Potamogeton nodosus Poiret";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2610";"IV2019100407101015";"Potamogeton pectinatus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2611";"IV2019100407101015";"Potamogeton perfoliatus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2612";"IV2019100407203298";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2613";"IV2019100407203298";"Agrostis stolonifera L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2614";"IV2019100407203298";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2615";"IV2019100407203298";"Calamagrostis canescens (Weber) Roth";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2616";"IV2019100407203298";"Draadwier";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2617";"IV2019100407203298";"Drepanocladus fluitans";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2618";"IV2019100407203298";"Glyceria fluitans (L.) R. Brown";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2619";"IV2019100407203298";"Hypericum elodes L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2620";"IV2019100407203298";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2621";"IV2019100407203298";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2622";"IV2019100407203298";"Luronium natans (L.) Rafin.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"2623";"IV2019100407203298";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
