survey	recording_givid	user_reference	var_code	var	value	value_numeric	is_below_LOQ	is_above_LOQ	is_numeric	unit
HT3260	IV2016112910413574	Renne_04_20160727	profr	dominant oeverprofiel ro	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2016112910413574	Renne_04_20160727	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2016112910413574	Renne_04_20160727	MaxGr	grootte grootste vlek	0	0	0	0	1	m²
HT3260	IV2016112910413574	Renne_04_20160727	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2016112910413574	Renne_04_20160727	Lang	lengte	100	100	0	0	1	m
HT3260	IV2016112910413574	Renne_04_20160727	schab	schaduw boom en struik	0	0	0	0	1	%
HT3260	IV2016112910413574	Renne_04_20160727	schao	schaduw oevervegetatie	0	0	0	0	1	%
HT3260	IV2016112910413574	Renne_04_20160727	Slib	slibdikte	0	0	0	0	1	m
HT3260	IV2016112910413574	Renne_04_20160727	Som	som van vlekken	0	0	0	0	1	m²
HT3260	IV2016112910413574	Renne_04_20160727	sv_1	submerse vegetatie schaars	100	100	0	0	1	%
HT3260	IV2016112910413574	Renne_04_20160727	TOT	totale bedekking	7	7	0	0	1	%
HT3260	IV2016112910413574	Renne_04_20160727	veui	verstoring eutrofiëringsindicatoren	5	5	0	0	1	%
HT3260	IV2016112910413574	Renne_04_20160727	vhel	verstoring helofyten	0.5	0.5	0	0	1	%
HT3260	IV2016112910413574	Renne_04_20160727	viex	verstoring invasieve exoten	0.5	0.5	0	0	1	%
HT3260	IV2016112910413574	Renne_04_20160727	peil	waterpeil	uitzonderlijk laag	NA	0	0	0	class
HT3260	IV2016120512144485	DesNe_02_20160804	peil	waterpeil	uitzonderlijk hoog	NA	0	0	0	class
HT3260	IV2016120512445956	DesNe_02_20160826	artif	artificiële structuren	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2016120512445956	DesNe_02_20160826	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2016120512445956	DesNe_02_20160826	Breed	breedte	4	4	0	0	1	m
HT3260	IV2016120512445956	DesNe_02_20160826	Diep	diepte	0.7	0.7	0	0	1	m
HT3260	IV2016120512445956	DesNe_02_20160826	profl	dominant oeverprofiel lo	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2016120512445956	DesNe_02_20160826	profr	dominant oeverprofiel ro	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2016120512445956	DesNe_02_20160826	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2016120512445956	DesNe_02_20160826	orgma	grof organisch materiaal	takken	NA	0	0	0	class
HT3260	IV2016120512445956	DesNe_02_20160826	orgma	grof organisch materiaal	twijgjes	NA	0	0	0	class
HT3260	IV2016120512445956	DesNe_02_20160826	MaxGr	grootte grootste vlek	0.25	0.25	0	0	1	m²
HT3260	IV2016120512445956	DesNe_02_20160826	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2016120512445956	DesNe_02_20160826	Lang	lengte	100	100	0	0	1	m
HT3260	IV2016120512445956	DesNe_02_20160826	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2016120512445956	DesNe_02_20160826	schab	schaduw boom en struik	1	1	0	0	1	%
HT3260	IV2016120512445956	DesNe_02_20160826	schao	schaduw oevervegetatie	1	1	0	0	1	%
HT3260	IV2016120512445956	DesNe_02_20160826	Slib	slibdikte	0	0	0	0	1	m
HT3260	IV2016120512445956	DesNe_02_20160826	Som	som van vlekken	0.5	0.5	0	0	1	m²
HT3260	IV2016120512445956	DesNe_02_20160826	sv_2	submerse vegetatie frequent	100	100	0	0	1	%
HT3260	IV2016120512445956	DesNe_02_20160826	TOT	totale bedekking	80	80	0	0	1	%
HT3260	IV2016120512445956	DesNe_02_20160826	<1	vegetatievlekken =< 1 m²	3	3	0	0	1	count
HT3260	IV2016120512445956	DesNe_02_20160826	veui	verstoring eutrofiëringsindicatoren	20	20	0	0	1	%
HT3260	IV2016120512445956	DesNe_02_20160826	vhel	verstoring helofyten	15	15	0	0	1	%
HT3260	IV2016120512445956	DesNe_02_20160826	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2016120514075835	RodLo_02_20160826	artif	artificiële structuren	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2016120514075835	RodLo_02_20160826	beh	beheer	volledig maaien watervegetatie	NA	0	0	0	class
HT3260	IV2016120514075835	RodLo_02_20160826	Breed	breedte	5	5	0	0	1	m
HT3260	IV2016120514075835	RodLo_02_20160826	Diep	diepte	0.3	0.3	0	0	1	m
HT3260	IV2016120514075835	RodLo_02_20160826	profl	dominant oeverprofiel lo	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2016120514075835	RodLo_02_20160826	profr	dominant oeverprofiel ro	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2016120514075835	RodLo_02_20160826	orgma	grof organisch materiaal	geen grof materiaal	NA	0	0	0	class
HT3260	IV2016120514075835	RodLo_02_20160826	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2016120514075835	RodLo_02_20160826	turbi	helderheid van de waterkolom	troebel door substraat	NA	0	0	0	class
HT3260	IV2016120514075835	RodLo_02_20160826	Lang	lengte	100	100	0	0	1	m
HT3260	IV2016120514075835	RodLo_02_20160826	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2016120514075835	RodLo_02_20160826	schab	schaduw boom en struik	0	0	0	0	1	%
HT3260	IV2016120514075835	RodLo_02_20160826	schao	schaduw oevervegetatie	0	0	0	0	1	%
HT3260	IV2016120514075835	RodLo_02_20160826	Slib	slibdikte	0.03	0.03	0	0	1	m
HT3260	IV2016120514075835	RodLo_02_20160826	Som	som van vlekken	0	0	0	0	1	m²
HT3260	IV2016120514075835	RodLo_02_20160826	sv_2	submerse vegetatie frequent	20	20	0	0	1	%
HT3260	IV2016120514075835	RodLo_02_20160826	sv_1	submerse vegetatie schaars	80	80	0	0	1	%
HT3260	IV2016120514075835	RodLo_02_20160826	TOT	totale bedekking	30	30	0	0	1	%
HT3260	IV2016120514075835	RodLo_02_20160826	veui	verstoring eutrofiëringsindicatoren	0.5	0.5	0	0	1	%
HT3260	IV2016120514075835	RodLo_02_20160826	vhel	verstoring helofyten	10	10	0	0	1	%
HT3260	IV2016120514075835	RodLo_02_20160826	viex	verstoring invasieve exoten	0.5	0.5	0	0	1	%
HT3260	IV2016120514075835	RodLo_02_20160826	peil	waterpeil	uitzonderlijk laag	NA	0	0	0	class
HT3260	IV2016120514101427	LaaBe_01_20160826	artif	artificiële structuren	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2016120514101427	LaaBe_01_20160826	beh	beheer	deels maaien watervegetatie	NA	0	0	0	class
HT3260	IV2016120514101427	LaaBe_01_20160826	Breed	breedte	5	5	0	0	1	m
HT3260	IV2016120514101427	LaaBe_01_20160826	Diep	diepte	0.8	0.8	0	0	1	m
HT3260	IV2016120514101427	LaaBe_01_20160826	profl	dominant oeverprofiel lo	natuurlijk: ong 90%	NA	0	0	0	class
HT3260	IV2016120514101427	LaaBe_01_20160826	profr	dominant oeverprofiel ro	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2016120514101427	LaaBe_01_20160826	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2016120514101427	LaaBe_01_20160826	orgma	grof organisch materiaal	takken	NA	0	0	0	class
HT3260	IV2016120514101427	LaaBe_01_20160826	orgma	grof organisch materiaal	twijgjes	NA	0	0	0	class
HT3260	IV2016120514101427	LaaBe_01_20160826	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2016120514101427	LaaBe_01_20160826	Lang	lengte	100	100	0	0	1	m
HT3260	IV2016120514101427	LaaBe_01_20160826	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2016120514101427	LaaBe_01_20160826	schab	schaduw boom en struik	0	0	0	0	1	%
HT3260	IV2016120514101427	LaaBe_01_20160826	schao	schaduw oevervegetatie	0	0	0	0	1	%
HT3260	IV2016120514101427	LaaBe_01_20160826	Slib	slibdikte	0	0	0	0	1	m
HT3260	IV2016120514101427	LaaBe_01_20160826	Som	som van vlekken	0	0	0	0	1	m²
HT3260	IV2016120514101427	LaaBe_01_20160826	sv_2	submerse vegetatie frequent	100	100	0	0	1	%
HT3260	IV2016120514101427	LaaBe_01_20160826	TOT	totale bedekking	60	60	0	0	1	%
HT3260	IV2016120514101427	LaaBe_01_20160826	veui	verstoring eutrofiëringsindicatoren	10	10	0	0	1	%
HT3260	IV2016120514101427	LaaBe_01_20160826	vhel	verstoring helofyten	20	20	0	0	1	%
HT3260	IV2016120514101427	LaaBe_01_20160826	viex	verstoring invasieve exoten	5	5	0	0	1	%
HT3260	IV2016120514101427	LaaBe_01_20160826	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2016120514573877	BriLo_01_20160728	artif	artificiële structuren	bodemplaat of -val	NA	0	0	0	class
HT3260	IV2016120514573877	BriLo_01_20160728	artif	artificiële structuren	duiker	NA	0	0	0	class
HT3260	IV2016120514573877	BriLo_01_20160728	profl	dominant oeverprofiel lo	kunstmatig: ong 90°	NA	0	0	0	class
HT3260	IV2016120514573877	BriLo_01_20160728	profr	dominant oeverprofiel ro	kunstmatig: ong 90°	NA	0	0	0	class
HT3260	IV2016120514573877	BriLo_01_20160728	Plaat	lengte bodemplaat of -val	100	100	0	0	1	m
HT3260	IV2016120514573877	BriLo_01_20160728	Duik	lengte duiker	10	10	0	0	1	m
HT3260	IV2016120514573877	BriLo_01_20160728	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2016120514573877	BriLo_01_20160728	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2016120808312250	IttBe_01_20160727	artif	artificiële structuren	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2016120808312250	IttBe_01_20160727	Breed	breedte	5.5	5.5	0	0	1	m
HT3260	IV2016120808312250	IttBe_01_20160727	Diep	diepte	0.15	0.15	0	0	1	m
HT3260	IV2016120808312250	IttBe_01_20160727	profl	dominant oeverprofiel lo	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2016120808312250	IttBe_01_20160727	profr	dominant oeverprofiel ro	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2016120808312250	IttBe_01_20160727	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2016120808312250	IttBe_01_20160727	MaxGr	grootte grootste vlek	6	6	0	0	1	m²
HT3260	IV2016120808312250	IttBe_01_20160727	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2016120808312250	IttBe_01_20160727	Lang	lengte	100	100	0	0	1	m
HT3260	IV2016120808312250	IttBe_01_20160727	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2016120808312250	IttBe_01_20160727	schab	schaduw boom en struik	60	60	0	0	1	%
HT3260	IV2016120808312250	IttBe_01_20160727	schao	schaduw oevervegetatie	0	0	0	0	1	%
HT3260	IV2016120808312250	IttBe_01_20160727	Slib	slibdikte	0	0	0	0	1	m
HT3260	IV2016120808312250	IttBe_01_20160727	Som	som van vlekken	15	15	0	0	1	m²
HT3260	IV2016120808312250	IttBe_01_20160727	sv_0	submerse vegetatie afwezig	10	10	0	0	1	%
HT3260	IV2016120808312250	IttBe_01_20160727	sv_2	submerse vegetatie frequent	20	20	0	0	1	%
HT3260	IV2016120808312250	IttBe_01_20160727	sv_1	submerse vegetatie schaars	70	70	0	0	1	%
HT3260	IV2016120808312250	IttBe_01_20160727	TOT	totale bedekking	4	4	0	0	1	%
HT3260	IV2016120808312250	IttBe_01_20160727	<1	vegetatievlekken =< 1 m²	11	11	0	0	1	count
HT3260	IV2016120808312250	IttBe_01_20160727	1-5	vegetatievlekken > 1 - 5 m²	4	4	0	0	1	count
HT3260	IV2016120808312250	IttBe_01_20160727	5-10	vegetatievlekken > 5 - 10 m²	1	1	0	0	1	count
HT3260	IV2016120808312250	IttBe_01_20160727	veui	verstoring eutrofiëringsindicatoren	<1	1	1	0	1	%
HT3260	IV2016120808312250	IttBe_01_20160727	vhel	verstoring helofyten	<1	1	1	0	1	%
HT3260	IV2016120808312250	IttBe_01_20160727	viex	verstoring invasieve exoten	0	0	0	0	1	%
HT3260	IV2016120808312250	IttBe_01_20160727	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2016120809224601	SchNe_02_20160826	artif	artificiële structuren	bodemplaat of -val	NA	0	0	0	class
HT3260	IV2016120809224601	SchNe_02_20160826	artif	artificiële structuren	buizen (drainage, overstort)	NA	0	0	0	class
HT3260	IV2016120809224601	SchNe_02_20160826	beh	beheer	deels maaien watervegetatie	NA	0	0	0	class
HT3260	IV2016120809224601	SchNe_02_20160826	Breed	breedte	3.5	3.5	0	0	1	m
HT3260	IV2016120809224601	SchNe_02_20160826	Diep	diepte	0.9	0.9	0	0	1	m
HT3260	IV2016120809224601	SchNe_02_20160826	profl	dominant oeverprofiel lo	kunstmatig: vanaf 45°	NA	0	0	0	class
HT3260	IV2016120809224601	SchNe_02_20160826	profr	dominant oeverprofiel ro	kunstmatig: vanaf 45°	NA	0	0	0	class
HT3260	IV2016120809224601	SchNe_02_20160826	MaxGr	grootte grootste vlek	100	100	0	0	1	m²
HT3260	IV2016120809224601	SchNe_02_20160826	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2016120809224601	SchNe_02_20160826	Lang	lengte	100	100	0	0	1	m
HT3260	IV2016120809224601	SchNe_02_20160826	Plaat	lengte bodemplaat of -val	2	2	0	0	1	m
HT3260	IV2016120809224601	SchNe_02_20160826	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2016120809224601	SchNe_02_20160826	schab	schaduw boom en struik	<1	1	1	0	1	%
HT3260	IV2016120809224601	SchNe_02_20160826	schao	schaduw oevervegetatie	<1	1	1	0	1	%
HT3260	IV2016120809224601	SchNe_02_20160826	Slib	slibdikte	0	0	0	0	1	m
HT3260	IV2016120809224601	SchNe_02_20160826	Som	som van vlekken	200	200	0	0	1	m²
HT3260	IV2016120809224601	SchNe_02_20160826	sv_2	submerse vegetatie frequent	100	100	0	0	1	%
HT3260	IV2016120809224601	SchNe_02_20160826	TOT	totale bedekking	90	90	0	0	1	%
HT3260	IV2016120809224601	SchNe_02_20160826	<1	vegetatievlekken =< 1 m²	10	10	0	0	1	count
HT3260	IV2016120809224601	SchNe_02_20160826	1-5	vegetatievlekken > 1 - 5 m²	1	1	0	0	1	count
HT3260	IV2016120809224601	SchNe_02_20160826	5-10	vegetatievlekken > 5 - 10 m²	1	1	0	0	1	count
HT3260	IV2016120809224601	SchNe_02_20160826	>50	vegetatievlekken > 50 m²	2	2	0	0	1	count
HT3260	IV2016120809224601	SchNe_02_20160826	veui	verstoring eutrofiëringsindicatoren	<1	1	1	0	1	%
HT3260	IV2016120809224601	SchNe_02_20160826	vhel	verstoring helofyten	10	10	0	0	1	%
HT3260	IV2016120809224601	SchNe_02_20160826	viex	verstoring invasieve exoten	<1	1	1	0	1	%
HT3260	IV2016120809224601	SchNe_02_20160826	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2016120810153277	BriLo_04_20160728	artif	artificiële structuren	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2016120810153277	BriLo_04_20160728	beh	beheer	volledig maaien watervegetatie	NA	0	0	0	class
HT3260	IV2016120810153277	BriLo_04_20160728	Breed	breedte	1	1	0	0	1	m
HT3260	IV2016120810153277	BriLo_04_20160728	Diep	diepte	0.25	0.25	0	0	1	m
HT3260	IV2016120810153277	BriLo_04_20160728	profl	dominant oeverprofiel lo	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2016120810153277	BriLo_04_20160728	profr	dominant oeverprofiel ro	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2016120810153277	BriLo_04_20160728	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2016120810153277	BriLo_04_20160728	orgma	grof organisch materiaal	takken	NA	0	0	0	class
HT3260	IV2016120810153277	BriLo_04_20160728	orgma	grof organisch materiaal	twijgjes	NA	0	0	0	class
HT3260	IV2016120810153277	BriLo_04_20160728	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2016120810153277	BriLo_04_20160728	turbi	helderheid van de waterkolom	troebel door substraat	NA	0	0	0	class
HT3260	IV2016120810153277	BriLo_04_20160728	Lang	lengte	100	100	0	0	1	m
HT3260	IV2016120810153277	BriLo_04_20160728	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2016120810153277	BriLo_04_20160728	schab	schaduw boom en struik	40	40	0	0	1	%
HT3260	IV2016120810153277	BriLo_04_20160728	schao	schaduw oevervegetatie	20	20	0	0	1	%
HT3260	IV2016120810153277	BriLo_04_20160728	Slib	slibdikte	0.01	0.01	0	0	1	m
HT3260	IV2016120810153277	BriLo_04_20160728	Som	som van vlekken	0	0	0	0	1	m²
HT3260	IV2016120810153277	BriLo_04_20160728	sv_0	submerse vegetatie afwezig	100	100	0	0	1	%
HT3260	IV2016120810153277	BriLo_04_20160728	TOT	totale bedekking	7	7	0	0	1	%
HT3260	IV2016120810153277	BriLo_04_20160728	veui	verstoring eutrofiëringsindicatoren	0	0	0	0	1	%
HT3260	IV2016120810153277	BriLo_04_20160728	vhel	verstoring helofyten	7	7	0	0	1	%
HT3260	IV2016120810153277	BriLo_04_20160728	viex	verstoring invasieve exoten	0	0	0	0	1	%
HT3260	IV2016120810153277	BriLo_04_20160728	peil	waterpeil	uitzonderlijk laag	NA	0	0	0	class
HT3260	IV2016120810542004	BriLo_05_20160728	artif	artificiële structuren	duiker	NA	0	0	0	class
HT3260	IV2016120810542004	BriLo_05_20160728	beh	beheer	volledig maaien watervegetatie	NA	0	0	0	class
HT3260	IV2016120810542004	BriLo_05_20160728	Breed	breedte	1.35	1.35	0	0	1	m
HT3260	IV2016120810542004	BriLo_05_20160728	Diep	diepte	0.15	0.15	0	0	1	m
HT3260	IV2016120810542004	BriLo_05_20160728	profl	dominant oeverprofiel lo	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2016120810542004	BriLo_05_20160728	profr	dominant oeverprofiel ro	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2016120810542004	BriLo_05_20160728	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2016120810542004	BriLo_05_20160728	orgma	grof organisch materiaal	twijgjes	NA	0	0	0	class
HT3260	IV2016120810542004	BriLo_05_20160728	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2016120810542004	BriLo_05_20160728	Lang	lengte	100	100	0	0	1	m
HT3260	IV2016120810542004	BriLo_05_20160728	Duik	lengte duiker	5	5	0	0	1	m
HT3260	IV2016120810542004	BriLo_05_20160728	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2016120810542004	BriLo_05_20160728	schab	schaduw boom en struik	30	30	0	0	1	%
HT3260	IV2016120810542004	BriLo_05_20160728	schao	schaduw oevervegetatie	30	30	0	0	1	%
HT3260	IV2016120810542004	BriLo_05_20160728	Som	som van vlekken	0	0	0	0	1	m²
HT3260	IV2016120810542004	BriLo_05_20160728	sv_0	submerse vegetatie afwezig	95	95	0	0	1	%
HT3260	IV2016120810542004	BriLo_05_20160728	sv_1	submerse vegetatie schaars	5	5	0	0	1	%
HT3260	IV2016120810542004	BriLo_05_20160728	TOT	totale bedekking	10	10	0	0	1	%
HT3260	IV2016120810542004	BriLo_05_20160728	veui	verstoring eutrofiëringsindicatoren	0	0	0	0	1	%
HT3260	IV2016120810542004	BriLo_05_20160728	vhel	verstoring helofyten	10	10	0	0	1	%
HT3260	IV2016120810542004	BriLo_05_20160728	viex	verstoring invasieve exoten	0	0	0	0	1	%
HT3260	IV2016120810542004	BriLo_05_20160728	peil	waterpeil	uitzonderlijk laag	NA	0	0	0	class
HT3260	IV2016120811021713	GroNe_04_20160728	artif	artificiële structuren	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2016120811021713	GroNe_04_20160728	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2016120811021713	GroNe_04_20160728	Breed	breedte	4.5	4.5	0	0	1	m
HT3260	IV2016120811021713	GroNe_04_20160728	Diep	diepte	0.55	0.55	0	0	1	m
HT3260	IV2016120811021713	GroNe_04_20160728	profl	dominant oeverprofiel lo	natuurlijk: ong 90%	NA	0	0	0	class
HT3260	IV2016120811021713	GroNe_04_20160728	profr	dominant oeverprofiel ro	natuurlijk: ong 90%	NA	0	0	0	class
HT3260	IV2016120811021713	GroNe_04_20160728	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2016120811021713	GroNe_04_20160728	orgma	grof organisch materiaal	takken	NA	0	0	0	class
HT3260	IV2016120811021713	GroNe_04_20160728	orgma	grof organisch materiaal	twijgjes	NA	0	0	0	class
HT3260	IV2016120811021713	GroNe_04_20160728	turbi	helderheid van de waterkolom	troebel door substraat	NA	0	0	0	class
HT3260	IV2016120811021713	GroNe_04_20160728	Lang	lengte	100	100	0	0	1	m
HT3260	IV2016120811021713	GroNe_04_20160728	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2016120811021713	GroNe_04_20160728	schab	schaduw boom en struik	50	50	0	0	1	%
HT3260	IV2016120811021713	GroNe_04_20160728	schao	schaduw oevervegetatie	1	1	0	0	1	%
HT3260	IV2016120811021713	GroNe_04_20160728	Secch	secchi-diepte	0.25	0.25	0	0	1	m
HT3260	IV2016120811021713	GroNe_04_20160728	Som	som van vlekken	0	0	0	0	1	m²
HT3260	IV2016120811021713	GroNe_04_20160728	sv_2	submerse vegetatie frequent	40	40	0	0	1	%
HT3260	IV2016120811021713	GroNe_04_20160728	sv_1	submerse vegetatie schaars	60	60	0	0	1	%
HT3260	IV2016120811021713	GroNe_04_20160728	TOT	totale bedekking	15	15	0	0	1	%
HT3260	IV2016120811021713	GroNe_04_20160728	veui	verstoring eutrofiëringsindicatoren	10	10	0	0	1	%
HT3260	IV2016120811021713	GroNe_04_20160728	vhel	verstoring helofyten	5	5	0	0	1	%
HT3260	IV2016120811021713	GroNe_04_20160728	viex	verstoring invasieve exoten	0	0	0	0	1	%
HT3260	IV2016120811021713	GroNe_04_20160728	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2016120811543925	GroNe_11_20160728	artif	artificiële structuren	buizen (drainage, overstort)	NA	0	0	0	class
HT3260	IV2016120811543925	GroNe_11_20160728	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2016120811543925	GroNe_11_20160728	Breed	breedte	2	2	0	0	1	m
HT3260	IV2016120811543925	GroNe_11_20160728	Diep	diepte	0.6	0.6	0	0	1	m
HT3260	IV2016120811543925	GroNe_11_20160728	profl	dominant oeverprofiel lo	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2016120811543925	GroNe_11_20160728	profr	dominant oeverprofiel ro	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2016120811543925	GroNe_11_20160728	orgma	grof organisch materiaal	bladeren	NA	0	0	0	class
HT3260	IV2016120811543925	GroNe_11_20160728	orgma	grof organisch materiaal	dikke takken / stam	NA	0	0	0	class
HT3260	IV2016120811543925	GroNe_11_20160728	orgma	grof organisch materiaal	takken	NA	0	0	0	class
HT3260	IV2016120811543925	GroNe_11_20160728	orgma	grof organisch materiaal	twijgjes	NA	0	0	0	class
HT3260	IV2016120811543925	GroNe_11_20160728	MaxGr	grootte grootste vlek	0.5	0.5	0	0	1	m²
HT3260	IV2016120811543925	GroNe_11_20160728	turbi	helderheid van de waterkolom	troebel door substraat	NA	0	0	0	class
HT3260	IV2016120811543925	GroNe_11_20160728	Lang	lengte	100	100	0	0	1	m
HT3260	IV2016120811543925	GroNe_11_20160728	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2016120811543925	GroNe_11_20160728	schab	schaduw boom en struik	60	60	0	0	1	%
HT3260	IV2016120811543925	GroNe_11_20160728	schao	schaduw oevervegetatie	5	5	0	0	1	%
HT3260	IV2016120811543925	GroNe_11_20160728	Secch	secchi-diepte	0.25	0.25	0	0	1	m
HT3260	IV2016120811543925	GroNe_11_20160728	Slib	slibdikte	0	0	0	0	1	m
HT3260	IV2016120811543925	GroNe_11_20160728	Som	som van vlekken	1	1	0	0	1	m²
HT3260	IV2016120811543925	GroNe_11_20160728	sv_0	submerse vegetatie afwezig	98	98	0	0	1	%
