"";"ID";"survey";"user_reference";"location";"date";"latitude";"longitude";"Habitattype";"reliability";"Versie";"Criterium";"Indicator";"Beoordeling";"Kwaliteitsniveau";"Belang";"BeoordelingID";"Combinatie";"VoorwaardeID";"Voorwaarde";"Referentiewaarde";"Operator";"EenheidRefwaarde";"TypeRefwaarde";"InvoertypeRevwaarde";"Waarde";"TypeWaarde";"InvoertypeWaarde";"EenheidWaarde";"AfkomstWaarde";"TheoretischMaximum";"Status_voorwaarde";"Verschilscore"
"22";"IV2017030812170830";"HT31xx_LSVI_StilstaandeWateren";"AN_SNE_004_3160_16";"AN_SNE_004";"2016-10-18";51,19869718;4,88019249;"3160";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1270;"2057";2057;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"3";"Percentage";NA;"%";"observatie";100;TRUE;0,9
"23";"IV2017032009171774";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_003_3150_16";"LI_MAT_003";"2016-08-31";50,9504739;5,45363597;"3150";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1258;"2331";2331;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"1-10";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,45
"24";"IV2017032009171774";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_003_3150_16";"LI_MAT_003";"2016-08-31";50,9504739;5,45363597;"3150";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1259;"886";886;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"95";"Percentage";NA;"%";"observatie";100;FALSE;-0,928571428571428
"25";"IV2017032009171774";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_003_3150_16";"LI_MAT_003";"2016-08-31";50,9504739;5,45363597;"3150";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig";1;"b";1254;"434 OR 476";434;"aantal sleutelsoorten abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"26";"IV2017032009171774";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_003_3150_16";"LI_MAT_003";"2016-08-31";50,9504739;5,45363597;"3150";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig";1;"b";1254;"434 OR 476";476;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";6;FALSE;-0,5
"27";"IV2017032009171774";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_003_3150_16";"LI_MAT_003";"2016-08-31";50,9504739;5,45363597;"3150";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"<= 30%";1;"zb";1262;"826";826;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"22";"Percentage";NA;"%";"observatie";100;TRUE;0,266666666666667
"28";"IV2017032009171774";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_003_3150_16";"LI_MAT_003";"2016-08-31";50,9504739;5,45363597;"3150";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1255;"1012";1012;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"15";"Percentage";NA;"%";"observatie";100;FALSE;-0,149574787393697
"29";"IV2017032009323636";"HT31xx_LSVI_StilstaandeWateren";"AN_KAL_007_3160_16";"AN_KAL_007";"2016-11-04";51,41378327;4,41973119;"3160";"hoog";"Versie 3";"Structuur";"horizontale structuur";"rechtstreeks in contact met habitattype 7140_oli";1;"zb";1267;"2139";2139;"contact met 7110 of 7140_oli";"1";"=";NA;"Ja/nee";NA;"0";"Ja/nee";NA;NA;"observatie";1;FALSE;-1
"30";"IV2017032009323636";"HT31xx_LSVI_StilstaandeWateren";"AN_KAL_007_3160_16";"AN_KAL_007";"2016-11-04";51,41378327;4,41973119;"3160";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 2 sleutelsoorten minstens frequent aanwezig";1;"b";1263;"459";459;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";6;FALSE;-1
"31";"IV2017032009323636";"HT31xx_LSVI_StilstaandeWateren";"AN_KAL_007_3160_16";"AN_KAL_007";"2016-11-04";51,41378327;4,41973119;"3160";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1271;"851";851;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"13";"Percentage";NA;"%";"observatie";100;FALSE;-0,0333333333333333
"32";"IV2017032009323636";"HT31xx_LSVI_StilstaandeWateren";"AN_KAL_007_3160_16";"AN_KAL_007";"2016-11-04";51,41378327;4,41973119;"3160";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1266;"972";972;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"33";"IV2017032009323636";"HT31xx_LSVI_StilstaandeWateren";"AN_KAL_007_3160_16";"AN_KAL_007";"2016-11-04";51,41378327;4,41973119;"3160";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1270;"2057";2057;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"34";"IV2017032009392259";"HT31xx_LSVI_StilstaandeWateren";"LI_OPH_005_3160_16";"LI_OPH_005";"2016-11-03";51,04917689;5,53603228;"3160";"hoog";"Versie 3";"Structuur";"horizontale structuur";"rechtstreeks in contact met habitattype 7140_oli";1;"zb";1267;"2139";2139;"contact met 7110 of 7140_oli";"1";"=";NA;"Ja/nee";NA;"0";"Ja/nee";NA;NA;"observatie";1;FALSE;-1
"35";"IV2017032009392259";"HT31xx_LSVI_StilstaandeWateren";"LI_OPH_005_3160_16";"LI_OPH_005";"2016-11-03";51,04917689;5,53603228;"3160";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 2 sleutelsoorten minstens frequent aanwezig";1;"b";1263;"459";459;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"2";"Geheel getal";NA;NA;"berekend";6;TRUE;0
"36";"IV2017032009392259";"HT31xx_LSVI_StilstaandeWateren";"LI_OPH_005_3160_16";"LI_OPH_005";"2016-11-03";51,04917689;5,53603228;"3160";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1271;"851";851;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"60";"Percentage";NA;"%";"observatie";100;FALSE;-0,555555555555556
"37";"IV2017032009392259";"HT31xx_LSVI_StilstaandeWateren";"LI_OPH_005_3160_16";"LI_OPH_005";"2016-11-03";51,04917689;5,53603228;"3160";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1266;"972";972;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"38";"IV2017032009392259";"HT31xx_LSVI_StilstaandeWateren";"LI_OPH_005_3160_16";"LI_OPH_005";"2016-11-03";51,04917689;5,53603228;"3160";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1270;"2057";2057;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"5";"Percentage";NA;"%";"observatie";100;TRUE;0,833333333333333
"39";"IV2017032009592467";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_001_3130n_16";"LI_MAT_001";"2016-07-28";50,95983871;5,46715001;"3130_na";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1234;"2325";2325;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0-0.99";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,9505
"40";"IV2017032009592467";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_001_3130n_16";"LI_MAT_001";"2016-07-28";50,95983871;5,46715001;"3130_na";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";1;"zb";1235;"2";2;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"41";"IV2017032009592467";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_001_3130n_16";"LI_MAT_001";"2016-07-28";50,95983871;5,46715001;"3130_na";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1231;"477";477;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"42";"IV2017032009592467";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_001_3130n_16";"LI_MAT_001";"2016-07-28";50,95983871;5,46715001;"3130_na";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"845";845;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"5";"Percentage";NA;"%";"observatie";100;TRUE;0,5
"43";"IV2017032009592467";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_001_3130n_16";"LI_MAT_001";"2016-07-28";50,95983871;5,46715001;"3130_na";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"1004";1004;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"2";"Percentage";NA;"%";"observatie";100;FALSE;-0,02
"44";"IV2017032009592467";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_001_3130n_16";"LI_MAT_001";"2016-07-28";50,95983871;5,46715001;"3130_na";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"2037";2037;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"10";"Percentage";NA;"%";"observatie";100;TRUE;0,666666666666667
"45";"IV2017032010113891";"HT31xx_LSVI_StilstaandeWateren";"AN_TUR_001_3130a_16";"AN_TUR_001";"2016-10-20";51,36250429;4,96921856;"3130_aom";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1222;"2321";2321;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"10.01-20";"Decimaal getal";NA;NA;"observatie";30;TRUE;0,25025
"46";"IV2017032010113891";"HT31xx_LSVI_StilstaandeWateren";"AN_TUR_001_3130a_16";"AN_TUR_001";"2016-10-20";51,36250429;4,96921856;"3130_aom";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1230;"892";892;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"40";"Percentage";NA;"%";"observatie";100;FALSE;-0,142857142857143
"47";"IV2017032010113891";"HT31xx_LSVI_StilstaandeWateren";"AN_TUR_001_3130a_16";"AN_TUR_001";"2016-10-20";51,36250429;4,96921856;"3130_aom";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";1;"b";1219;"453";453;"aantal sleutelsoorten excl. moerashertshooi";"3";">=";NA;"Geheel getal";NA;"2";"Geheel getal";NA;NA;"berekend";9;FALSE;-0,333333333333333
"48";"IV2017032010113891";"HT31xx_LSVI_StilstaandeWateren";"AN_TUR_001_3130a_16";"AN_TUR_001";"2016-10-20";51,36250429;4,96921856;"3130_aom";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1227;"841";841;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"15";"Percentage";NA;"%";"observatie";100;FALSE;-0,0555555555555555
"49";"IV2017032010113891";"HT31xx_LSVI_StilstaandeWateren";"AN_TUR_001_3130a_16";"AN_TUR_001";"2016-10-20";51,36250429;4,96921856;"3130_aom";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1223;"1018";1018;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"50";"IV2017032010113891";"HT31xx_LSVI_StilstaandeWateren";"AN_TUR_001_3130a_16";"AN_TUR_001";"2016-10-20";51,36250429;4,96921856;"3130_aom";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1226;"2040";2040;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,983333333333333
"51";"IV2017032010205954";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_001_3130n_16";"AN_BEE_001";"2016-10-20";51,3271709;4,8179569;"3130_na";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1234;"2325";2325;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"10.01-20";"Decimaal getal";NA;NA;"observatie";30;TRUE;0,25025
"52";"IV2017032010205954";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_001_3130n_16";"AN_BEE_001";"2016-10-20";51,3271709;4,8179569;"3130_na";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";1;"zb";1235;"2";2;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"53";"IV2017032010205954";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_001_3130n_16";"AN_BEE_001";"2016-10-20";51,3271709;4,8179569;"3130_na";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1231;"477";477;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"54";"IV2017032010205954";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_001_3130n_16";"AN_BEE_001";"2016-10-20";51,3271709;4,8179569;"3130_na";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"845";845;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"20";"Percentage";NA;"%";"observatie";100;FALSE;-0,111111111111111
"55";"IV2017032010205954";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_001_3130n_16";"AN_BEE_001";"2016-10-20";51,3271709;4,8179569;"3130_na";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"1004";1004;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;FALSE;-0,005
"56";"IV2017032010205954";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_001_3130n_16";"AN_BEE_001";"2016-10-20";51,3271709;4,8179569;"3130_na";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"2037";2037;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"40";"Percentage";NA;"%";"observatie";100;FALSE;-0,142857142857143
"57";"IV2017032010360108";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_001_3130a_16";"AN_BEE_001";"2016-10-20";51,3271709;4,8179569;"3130_aom";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1222;"2321";2321;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0-0.99";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,9505
"58";"IV2017032010360108";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_001_3130a_16";"AN_BEE_001";"2016-10-20";51,3271709;4,8179569;"3130_aom";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1230;"892";892;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"80";"Percentage";NA;"%";"observatie";100;FALSE;-0,714285714285714
"59";"IV2017032010360108";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_001_3130a_16";"AN_BEE_001";"2016-10-20";51,3271709;4,8179569;"3130_aom";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";1;"b";1219;"453";453;"aantal sleutelsoorten excl. moerashertshooi";"3";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";9;FALSE;-1
"60";"IV2017032010360108";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_001_3130a_16";"AN_BEE_001";"2016-10-20";51,3271709;4,8179569;"3130_aom";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1227;"841";841;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"25";"Percentage";NA;"%";"observatie";100;FALSE;-0,166666666666667
"61";"IV2017032010360108";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_001_3130a_16";"AN_BEE_001";"2016-10-20";51,3271709;4,8179569;"3130_aom";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1223;"1018";1018;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;FALSE;-0,005
"62";"IV2017032010360108";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_001_3130a_16";"AN_BEE_001";"2016-10-20";51,3271709;4,8179569;"3130_aom";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1226;"2040";2040;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"40";"Percentage";NA;"%";"observatie";100;FALSE;-0,142857142857143
