"";"ID";"Habitattype";"Versie";"Criterium";"Kwaliteitsniveau";"Status_criterium";"Aggregatiemethode";"Index_min_criterium";"Index_harm_criterium"
"42";"IV2017032011233563";"3140";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,00450225112556278;0,318093426516419
"43";"IV2017032011335845";"3130_aom";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,142857142857143;0,0170318775738472
"44";"IV2017032011335845";"3130_aom";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";0;0
"45";"IV2017032011335845";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,166666666666667;0,0152197942351842
"46";"IV2017032011441776";"3160";"Versie 3";"Structuur";1;TRUE;"RapportageHR";1;1
"47";"IV2017032011441776";"3160";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";0;0
"48";"IV2017032011441776";"3160";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,166666666666667;0,105583316593009
"49";"IV2017032011501490";"3130_aom";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,166666666666667;0,207013067613695
"50";"IV2017032011501490";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,333333333333333;-0,333333333333333
"51";"IV2017032011501490";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,833333333333333;-0,605787098486859
"52";"IV2017032809493991";"3140";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,885714285714286;-0,810752688172043
"53";"IV2017032809493991";"3140";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";1;1
"54";"IV2017032809493991";"3140";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,0555555555555555;-0,0525497558042328
"55";"IV2017032809570000";"3130_na";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,45;-0,137254901960784
"56";"IV2017032809570000";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"57";"IV2017032809570000";"3130_na";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,277777777777778;0,0199056189132296
"58";"IV2017032810082114";"3130_aom";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,885714285714286;-0,810752688172043
"59";"IV2017032810082114";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"60";"IV2017032810082114";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,444444444444444;-0,106300561279612
"61";"IV2017032810192681";"3150";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9505;-0,91561900703175
"62";"IV2017032810192681";"3150";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"63";"IV2017032810192681";"3150";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,00950475237618809;0,31746183905583
"64";"IV2017032810361983";"3130_na";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,528684299147735
"65";"IV2017032810361983";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"66";"IV2017032810361983";"3130_na";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,005;0,40285266223583
"67";"IV2017032810490646";"3130_aom";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,464259867966743
"68";"IV2017032810490646";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"69";"IV2017032810490646";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,005;0,40285266223583
"70";"IV2017040309190179";"3130_na";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,528684299147735
"71";"IV2017040309190179";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"72";"IV2017040309190179";"3130_na";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,0555555555555555;0,156535969541113
"73";"IV2017040309253000";"3160";"Versie 3";"Structuur";1;TRUE;"RapportageHR";1;1
"74";"IV2017040309253000";"3160";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,5;-0,5
"75";"IV2017040309253000";"3160";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";0;0,493670886075949
"76";"IV2017040309413235";"3130_na";"Versie 3";"Structuur";1;FALSE;"RapportageHR";0;0,111209865570492
"77";"IV2017040309413235";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"78";"IV2017040309413235";"3130_na";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,8;-0,502530253025303
"79";"IV2017040309554429";"3130_aom";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,142857142857143;0,0170318775738472
"80";"IV2017040309554429";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,666666666666667;-0,666666666666667
"81";"IV2017040309554429";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,142857142857143;0,100719424460432
"82";"IV2017040310093041";"3130_aom";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,142857142857143;0,0170318775738472
"83";"IV2017040310093041";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,333333333333333;-0,333333333333333
"84";"IV2017040310093041";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,0333333333333333;0,468459447861536
"85";"IV2017040310252958";"3130_aom";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,290455762345579
"86";"IV2017040310252958";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,666666666666667;-0,666666666666667
"87";"IV2017040310252958";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,005;0,185142618326194
"88";"IV2017040410373172";"3160";"Versie 3";"Structuur";1;TRUE;"RapportageHR";1;1
"89";"IV2017040410373172";"3160";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";0;0
"90";"IV2017040410373172";"3160";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,444444444444444;-0,16030534351145
"91";"IV2017040410453770";"3160";"Versie 3";"Structuur";1;TRUE;"RapportageHR";1;1
"92";"IV2017040410453770";"3160";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,5;-0,5
"93";"IV2017040410453770";"3160";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,111111111111111;0,382198952879581
"94";"IV2017040410525894";"3130_aom";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,142857142857143;0,0170318775738472
"95";"IV2017040410525894";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,666666666666667;-0,666666666666667
"96";"IV2017040410525894";"3130_aom";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,5;0,752212389380531
"97";"IV2017042509124286";"3130_aom";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,486663243520796
"98";"IV2017042509124286";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,666666666666667;-0,666666666666667
"99";"IV2017042509124286";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,005;0,1935549456135
"100";"IV2017042509274762";"3130_na";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,538650873009769
"101";"IV2017042509274762";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"102";"IV2017042509274762";"3130_na";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,005;0,470721255274262
"103";"IV2017042509374052";"3160";"Versie 3";"Structuur";1;TRUE;"RapportageHR";1;1
"104";"IV2017042509374052";"3160";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";0;0
"105";"IV2017042509374052";"3160";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,166666666666667;0,224489795918367
"106";"IV2017042509472815";"3160";"Versie 3";"Structuur";1;TRUE;"RapportageHR";1;1
"107";"IV2017042509472815";"3160";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";0,25;0,25
"108";"IV2017042509472815";"3160";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,166666666666667;0,35303265940902
"109";"IV2017042509542011";"3140";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,142857142857143;0,0170318775738472
"110";"IV2017042509542011";"3140";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";1;1
"111";"IV2017042509542011";"3140";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,5;0,714285714285714
"112";"IV2017042509585340";"3130_na";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,285714285714286;-0,0908429836202667
"113";"IV2017042509585340";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"114";"IV2017042509585340";"3130_na";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,5;0,79547359597653
"115";"IV2017042510052573";"3150";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,528684299147735
"116";"IV2017042510052573";"3150";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";0;0
"117";"IV2017042510052573";"3150";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,0195097548774387;0,301118220004349
"118";"IV2017042510131430";"3140";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,538650873009769
"119";"IV2017042510131430";"3140";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";1;1
"120";"IV2017042510131430";"3140";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,0195097548774387;0,269475729552733
"121";"IV2017042510565778";"3160";"Versie 3";"Structuur";1;TRUE;"RapportageHR";1;1
"122";"IV2017042510565778";"3160";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";0;0
"123";"IV2017042510565778";"3160";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,233333333333333;0,299517290496162
"124";"IV2017042510593494";"3130_aom";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,428571428571429;-0,215637069421844
"125";"IV2017042510593494";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,333333333333333;-0,333333333333333
"126";"IV2017042510593494";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,222222222222222;0,0769230769230771
"127";"IV2017042511032923";"3160";"Versie 3";"Structuur";1;TRUE;"RapportageHR";1;1
"128";"IV2017042511032923";"3160";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";0,25;0,25
"129";"IV2017042511032923";"3160";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,8;0,923376234660281
"130";"IV2017042511154407";"3130_aom";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,363785110444505
"131";"IV2017042511154407";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,333333333333333;-0,333333333333333
"132";"IV2017042511154407";"3130_aom";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,166666666666667;0,48235294117647
"133";"IV2017042511431890";"3160";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-1;-1
"134";"IV2017042511431890";"3160";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"135";"IV2017042511431890";"3160";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,5;0,69811320754717
"136";"IV2017042511540583";"3130_na";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,971428571428571;-0,945679012345679
"137";"IV2017042511540583";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"138";"IV2017042511540583";"3130_na";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,0555555555555555;0,0986937066974596
"139";"IV2017042513300849";"3130_na";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9505;-0,903602726387537
"140";"IV2017042513300849";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"141";"IV2017042513300849";"3130_na";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,5;0,8
"142";"IV2017062909012541";"3130_aom";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9505;-0,926476049015967
"143";"IV2017062909012541";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"144";"IV2017062909012541";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";0;0,493670886075949
"145";"IV2017072508474428";"3130_na";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,528684299147735
"146";"IV2017072508474428";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"147";"IV2017072508474428";"3130_na";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,95;0,972003999428653
"148";"IV2017072509005921";"3130_aom";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,53369327113883
"149";"IV2017072509005921";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,666666666666667;-0,666666666666667
"150";"IV2017072509005921";"3130_aom";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,95;0,972003999428653
"151";"IV2017120618361898";"3160";"Versie 3";"Structuur";1;TRUE;"RapportageHR";1;1
"152";"IV2017120618361898";"3160";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"153";"IV2017120618361898";"3160";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,666666666666667;-0,311475409836066
"154";"IV2017120618385593";"3160";"Versie 3";"Structuur";1;TRUE;"RapportageHR";1;1
"155";"IV2017120618385593";"3160";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";0;0
"156";"IV2017120618385593";"3160";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,666666666666667;-0,251585623678647
"157";"IV2017120707274258";"3130_aom";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9505;-0,911250560286867
"158";"IV2017120707274258";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"159";"IV2017120707274258";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,666666666666667;-0,485714285714286
"160";"IV2017120707423829";"3130_aom";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,45;-0,161151079136691
"161";"IV2017120707423829";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"162";"IV2017120707423829";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,944444444444444;-0,848287590898428
"163";"IV2017120707501887";"3130_na";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,53369327113883
"164";"IV2017120707501887";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"165";"IV2017120707501887";"3130_na";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,005;0,31668021042727
"166";"IV2017120708015628";"3130_aom";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,857142857142857;-0,77319587628866
"167";"IV2017120708015628";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,333333333333333;-0,333333333333333
"168";"IV2017120708015628";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";0;0,272727272727273
"169";"IV2017120708120471";"3130_aom";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,335546377666677
"170";"IV2017120708120471";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,333333333333333;-0,333333333333333
"171";"IV2017120708120471";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,185714285714286;0,338753387533875
"172";"IV2017120708235225";"3160";"Versie 3";"Structuur";1;TRUE;"RapportageHR";1;1
"173";"IV2017120708235225";"3160";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";0;0
"174";"IV2017120708235225";"3160";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,0555555555555555;0,438752783964365
"175";"IV2017120807095988";"3140";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,45;-0,309178743961353
"176";"IV2017120807095988";"3140";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";1;1
"177";"IV2017120807095988";"3140";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,633333333333333;-0,464064929182632
"178";"IV2017120807160378";"3130_na";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9505;-0,903391070992925
"179";"IV2017120807160378";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"180";"IV2017120807160378";"3130_na";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,2;0,0872611099420351
"181";"IV2017120807201262";"3130_aom";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9505;-0,906010370262178
"182";"IV2017120807201262";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"183";"IV2017120807201262";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,777777777777778;-0,500767719924528
"184";"IV2017120807491938";"3130_aom";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,486663243520796
"185";"IV2017120807491938";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,666666666666667;-0,666666666666667
"186";"IV2017120807491938";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,005;0,452937634213128
"187";"IV2017120807593495";"3130_na";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9505;-0,903391070992925
"188";"IV2017120807593495";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"189";"IV2017120807593495";"3130_na";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,005;0,452937634213128
"190";"IV2017120808142110";"3150";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,508118403301325
"191";"IV2017120808142110";"3150";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";0;0
"192";"IV2017120808142110";"3150";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,166666666666667;0,473684210526316
"193";"IV2017120808302127";"3150";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9505;-0,90454381101603
"194";"IV2017120808302127";"3150";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,5;-0,5
"195";"IV2017120808302127";"3150";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,642857142857143;-0,476425804728196
"196";"IV2017120808375733";"3130_aom";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,45;-0,221238938053097
"197";"IV2017120808375733";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,666666666666667;-0,666666666666667
"198";"IV2017120808375733";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,833333333333333;-0,601085481682496
"199";"IV2017120813404463";"3140";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9505;-0,911250560286867
"200";"IV2017120813404463";"3140";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";1;1
"201";"IV2017120813404463";"3140";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,9;0,948717948717949
"202";"IV2017120813445226";"3140";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,45;-0,32994923857868
"203";"IV2017120813445226";"3140";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";1;1
"204";"IV2017120813445226";"3140";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,95;0,974683544303798
"205";"IV2017120813484970";"3150";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9505;-0,906405105176082
"206";"IV2017120813484970";"3150";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"207";"IV2017120813484970";"3150";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,983333333333333;0,99163179916318
"208";"IV2017120814135316";"3130_na";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,45;-0,137254901960784
"209";"IV2017120814135316";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"210";"IV2017120814135316";"3130_na";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,66;-0,333955223880597
"211";"IV2017121311203577";"3130_na";"Versie 3";"Structuur";1;FALSE;"RapportageHR";0;0,111209865570492
"212";"IV2017121311203577";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"213";"IV2017121311203577";"3130_na";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,95;0,977558412044599
"214";"IV2017121311300313";"3130_aom";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,45;-0,195121951219512
"215";"IV2017121311300313";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"216";"IV2017121311300313";"3130_aom";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,666666666666667;-0,334697470571158
"217";"IV2017121311393451";"3130_na";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,45;-0,137254901960784
"218";"IV2017121311393451";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"219";"IV2017121311393451";"3130_na";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,005;0,195587418589388
"220";"IV2017121311445717";"3130_na";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9505;-0,903391070992925
"221";"IV2017121311445717";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"222";"IV2017121311445717";"3130_na";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,9;0,949145111793073
"223";"IV2017121311494712";"3130_na";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,25025;0,53369327113883
"224";"IV2017121311494712";"3130_na";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"225";"IV2017121311494712";"3130_na";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,95;0,977558412044599
"226";"IV2017121312021093";"3130_aom";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9505;-0,903410674756088
"227";"IV2017121312021093";"3130_aom";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"228";"IV2017121312021093";"3130_aom";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,95;0,977558412044599
"229";"IV2017121415063194";"3150";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9505;-0,908892212124698
"230";"IV2017121415063194";"3150";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"231";"IV2017121415063194";"3150";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,983333333333333;0,99163179916318
