ID	Habitattype	Versie	Criterium	Kwaliteitsniveau	Status_criterium	Aggregatiemethode	Index_min_criterium	Index_harm_criterium
IV2017010509365223	3260	Versie 3	Structuur	1	0	RapportageHR	-0.998	-0.99600599101348
IV2017010509365223	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017010509365223	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.071387160360221
IV2017010510562127	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.902479338842975
IV2017010510562127	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017010510562127	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.714285714285714	-0.5
IV2017103112000002	3260	Versie 3	Structuur	1	0	RapportageHR	-0.7	-0.484375
IV2017103112000002	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2017103112000002	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.309897229414516
IV2017103112000004	3260	Versie 3	Structuur	1	1	RapportageHR	0.166666666666667	0.473684210526316
IV2017103112000004	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2017103112000004	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2017103112000007	3260	Versie 3	Structuur	1	0	RapportageHR	-0.8	-0.639344262295082
IV2017103112000007	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2017103112000007	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2017103112000009	3260	Versie 3	Structuur	1	0	RapportageHR	-0.97	-0.940901502504174
IV2017103112000009	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2017103112000009	3260	Versie 3	Verstoring	1	1	RapportageHR	1	1
IV2017103112000011	3260	Versie 3	Structuur	1	0	RapportageHR	-0.3	0.0278481012658227
IV2017103112000011	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2017103112000011	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2017103112000020	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001016432323
IV2017103112000020	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017103112000020	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2017103112000021	3260	Versie 3	Structuur	1	0	RapportageHR	-0.975	-0.950738916256158
IV2017103112000021	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017103112000021	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2017103112000022	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001498875843
IV2017103112000022	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017103112000022	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2017103112000024	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001016432323
IV2017103112000024	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017103112000024	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2017103112000025	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001052077854
IV2017103112000025	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017103112000025	3260	Versie 3	Verstoring	1	1	RapportageHR	0.9	0.948717948717949
IV2017103112000027	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.902654867256637
IV2017103112000027	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017103112000027	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2017103112000028	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.902479338842975
IV2017103112000028	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2017103112000028	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2017103112000029	3260	Versie 3	Structuur	1	1	RapportageHR	0.25	0.528497409326425
IV2017103112000029	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2017103112000029	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2017103112000030	3260	Versie 3	Structuur	1	0	RapportageHR	-0.998	-0.996007984031936
IV2017103112000030	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017103112000030	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2017103112000033	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001052077854
IV2017103112000033	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017103112000033	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.193130460982224
IV2017103112000034	3260	Versie 3	Structuur	1	0	RapportageHR	-0.8	-0.666666666666667
IV2017103112000034	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2017103112000034	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.0195097548774387	0.293482225039509
IV2017103112000035	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.902521008403361
IV2017103112000035	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017103112000035	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.0595297648824412	0.235442298565222
IV2017103112000036	3260	Versie 3	Structuur	1	1	RapportageHR	0.75	0.852017937219731
IV2017103112000036	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017103112000036	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.0995497748874437	0.0749477455957002
IV2017103112000037	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.902564102564102
IV2017103112000037	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017103112000037	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.0495247623811906	0.251909311449879
IV2017103112000038	3260	Versie 3	Structuur	1	0	RapportageHR	0	0.310344827586207
IV2017103112000038	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2017103112000038	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.299649824912456	-0.176228302441895
IV2017103112000039	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.904761904761905
IV2017103112000039	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2017103112000039	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2017103112000040	3260	Versie 3	Structuur	1	1	RapportageHR	0.25	0.518324607329843
IV2017103112000040	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2017103112000040	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.0495247623811906	0.251909311449879
IV2018120312000001	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.903614457831325
IV2018120312000001	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018120312000001	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.071387160360221
IV2018120312000007	3260	Versie 3	Structuur	1	0	RapportageHR	-0.97	-0.941060903732809
IV2018120312000007	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018120312000007	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.193130460982224
IV2018120312000008	3260	Versie 3	Structuur	1	0	RapportageHR	-0.975	-0.950738916256158
IV2018120312000008	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018120312000008	3260	Versie 3	Verstoring	1	1	RapportageHR	0.666666666666667	0.818181818181818
IV2018120312000011	3260	Versie 3	Structuur	1	0	RapportageHR	-0.995	-0.990654205607476
IV2018120312000011	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018120312000011	3260	Versie 3	Verstoring	1	1	RapportageHR	0.866666666666667	0.931034482758621
IV2018120312000019	3260	Versie 3	Structuur	1	1	RapportageHR	0.1	0.410869565217391
IV2018120312000019	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2018120312000019	3260	Versie 3	Verstoring	1	1	RapportageHR	0	0.333333333333333
IV2018120312000021	3260	Versie 3	Structuur	1	1	RapportageHR	0.966666666666667	1.3758389261745
IV2018120312000021	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2018120312000021	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	-0.00477506911284242
IV2018120312000023	3260	Versie 3	Structuur	1	1	RapportageHR	0.4	0.635643564356436
IV2018120312000023	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018120312000023	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.5	-0.2
IV2018120312000024	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001016432323
IV2018120312000024	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018120312000024	3260	Versie 3	Verstoring	1	1	RapportageHR	0.666666666666667	0.818181818181818
IV2018120312000029	3260	Versie 3	Structuur	1	1	RapportageHR	0.5	0.701923076923077
IV2018120312000029	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2018120312000029	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.249624812406203	-0.142612174907116
IV2018120312000030	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.902479338842975
IV2018120312000030	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2018120312000030	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.571428571428571	-0.401722314549026
IV2018120312000031	3260	Versie 3	Structuur	1	0	RapportageHR	0	0.325842696629214
IV2018120312000031	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2018120312000031	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.0195097548774387	0.277667486444043
IV2018120312000032	3260	Versie 3	Structuur	1	1	RapportageHR	0.6	1.02298850574713
IV2018120312000032	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2018120312000032	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.349674837418709	-0.319193506153443
IV2019091112000002	3260	Versie 3	Structuur	1	0	RapportageHR	-0.6	-0.384615384615385
IV2019091112000002	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2019091112000002	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2019091112000009	3260	Versie 3	Structuur	1	1	RapportageHR	0.333333333333333	0.739130434782609
IV2019091112000009	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2019091112000009	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2019091112000011	3260	Versie 3	Structuur	1	0	RapportageHR	-0.975	-0.954022988505747
IV2019091112000011	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2019091112000011	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2019091112000019	3260	Versie 3	Structuur	1	0	RapportageHR	-0.4	-0.095890410958904
IV2019091112000019	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2019091112000019	3260	Versie 3	Verstoring	1	1	RapportageHR	0.333333333333333	0.6
IV2019091112000021	3260	Versie 3	Structuur	1	0	RapportageHR	-0.2	0.0434782608695652
IV2019091112000021	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2019091112000021	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2019091112000023	3260	Versie 3	Structuur	1	0	RapportageHR	-0.4	-0.207547169811321
IV2019091112000023	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2019091112000023	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2019091112000027	3260	Versie 3	Structuur	1	0	RapportageHR	-0.142857142857143	0.44
IV2019091112000027	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2019091112000027	3260	Versie 3	Verstoring	1	1	RapportageHR	0.933333333333333	0.966101694915254
IV2019091112000039	3260	Versie 3	Structuur	1	0	RapportageHR	-0.9995	-0.999000254172668
IV2019091112000039	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2019091112000039	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.193130460982224
IV2019091112000040	3260	Versie 3	Structuur	1	0	RapportageHR	-0.85	-0.721259842519685
IV2019091112000040	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2019091112000040	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.428571428571429	-0.286250939143501
IV2019091112000041	3260	Versie 3	Structuur	1	0	RapportageHR	-0.975	-0.950920245398773
IV2019091112000041	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2019091112000041	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	-0.00477506911284242
IV2019091112000042	3260	Versie 3	Structuur	1	0	RapportageHR	-0.5	-0.202702702702703
IV2019091112000042	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2019091112000042	3260	Versie 3	Verstoring	1	1	RapportageHR	0.833333333333333	0.91304347826087
IV2019091112000043	3260	Versie 3	Structuur	1	1	RapportageHR	0.966666666666667	1.3758389261745
IV2019091112000043	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2019091112000043	3260	Versie 3	Verstoring	1	1	RapportageHR	0.833333333333333	0.91304347826087
IV2019091112000044	3260	Versie 3	Structuur	1	0	RapportageHR	-0.85	-0.721259842519685
IV2019091112000044	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2019091112000044	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.714285714285714	-0.556501287938179
IV2019091112000046	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001016432323
IV2019091112000046	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2019091112000046	3260	Versie 3	Verstoring	1	1	RapportageHR	0.166666666666667	0.473684210526316
IV2020092312000000	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.904109589041096
IV2020092312000000	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2020092312000000	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2020092312000002	3260	Versie 3	Structuur	1	0	RapportageHR	-0.8	-0.666666666666667
IV2020092312000002	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2020092312000002	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2020092312000003	3260	Versie 3	Structuur	1	0	RapportageHR	-0.2	0.113924050632911
IV2020092312000003	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2020092312000003	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2020092312000004	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001498875843
IV2020092312000004	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2020092312000004	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2020092312000009	3260	Versie 3	Structuur	1	1	RapportageHR	0.166666666666667	0.3125
IV2020092312000009	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2020092312000009	3260	Versie 3	Verstoring	1	1	RapportageHR	0	0.333333333333333
IV2020092312000013	3260	Versie 3	Structuur	1	0	RapportageHR	-0.975	-0.951048951048951
IV2020092312000013	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2020092312000013	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2020092312000014	3260	Versie 3	Structuur	1	0	RapportageHR	-0.85	-0.734177215189873
IV2020092312000014	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2020092312000014	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2020092312000015	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.905109489051095
IV2020092312000015	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2020092312000015	3260	Versie 3	Verstoring	1	1	RapportageHR	1	1
IV2020092312000016	3260	Versie 3	Structuur	1	0	RapportageHR	-0.571428571428571	-0.361702127659574
IV2020092312000016	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2020092312000016	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.428571428571429	-0.111111111111111
IV2020092312000017	3260	Versie 3	Structuur	1	0	RapportageHR	-0.6	-0.454545454545455
IV2020092312000017	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2020092312000017	3260	Versie 3	Verstoring	1	1	RapportageHR	1	1
IV2020092312000019	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.902479338842975
IV2020092312000019	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2020092312000019	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2020092312000020	3260	Versie 3	Structuur	1	1	RapportageHR	0.166666666666667	0.206896551724138
IV2020092312000020	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2020092312000020	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2020092312000021	3260	Versie 3	Structuur	1	1	RapportageHR	0.333333333333333	0.6
IV2020092312000021	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2020092312000021	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.302158148872467
IV2020092312000025	3260	Versie 3	Structuur	1	0	RapportageHR	-0.925	-0.857988165680473
IV2020092312000025	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2020092312000025	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.214285714285714	-0.123699933613631
IV2020092312000026	3260	Versie 3	Structuur	1	0	RapportageHR	-0.95	-0.902564102564102
IV2020092312000026	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2020092312000026	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.149574787393697	0.1618876013545
IV2020092312000028	3260	Versie 3	Structuur	1	0	RapportageHR	-0.98	-0.961783439490446
IV2020092312000028	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2020092312000028	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2020092312000029	3260	Versie 3	Structuur	1	0	RapportageHR	-0.6	-0.487179487179487
IV2020092312000029	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2020092312000029	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.269330559369084
IV2020092312000030	3260	Versie 3	Structuur	1	1	RapportageHR	0.25	0.290322580645161
IV2020092312000030	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2020092312000030	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2020092312000031	3260	Versie 3	Structuur	1	0	RapportageHR	-0.999	-0.998001998001998
IV2020092312000031	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2020092312000031	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2020092312000032	3260	Versie 3	Structuur	1	0	RapportageHR	-0.975	-0.95067264573991
IV2020092312000032	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2020092312000032	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.314285714285714	-0.189604011050854
IV2020092312000033	3260	Versie 3	Structuur	1	0	RapportageHR	-0.975	-0.951048951048951
IV2020092312000033	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2020092312000033	3260	Versie 3	Verstoring	1	1	RapportageHR	0.833333333333333	0.91304347826087
IV2020092312000034	3260	Versie 3	Structuur	1	0	RapportageHR	-0.99	-0.980124223602484
IV2020092312000034	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2020092312000034	3260	Versie 3	Verstoring	1	1	RapportageHR	0.9	0.948717948717949
IV2020092312000036	3260	Versie 3	Structuur	1	0	RapportageHR	-0.9	-0.809836065573771
IV2020092312000036	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2020092312000036	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2020092312000037	3260	Versie 3	Structuur	1	0	RapportageHR	-0.7	-0.481818181818182
IV2020092312000037	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2020092312000037	3260	Versie 3	Verstoring	1	1	RapportageHR	0.933333333333333	0.966101694915254
IV2020092312000038	3260	Versie 3	Structuur	1	0	RapportageHR	-0.975	-0.95067264573991
IV2020092312000038	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2020092312000038	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.0714285714285714	0.268292682926829
IV2020092312000039	3260	Versie 3	Structuur	1	0	RapportageHR	-0.9	-0.810344827586207
IV2020092312000039	3260	Versie 3	Vegetatie	1	0	RapportageHR	-0.5	-0.5
IV2020092312000039	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.286131860993829
IV2021082512000000	3260	Versie 3	Structuur	1	0	RapportageHR	0	0.325842696629214
IV2021082512000000	3260	Versie 3	Vegetatie	1	1	RapportageHR	0	0
IV2021082512000000	3260	Versie 3	Verstoring	1	1	RapportageHR	0.966666666666667	0.983193277310924
IV2021082512000001	3260	Versie 3	Structuur	1	0	RapportageHR	-0.995	-0.990654205607476
IV2021082512000001	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
IV2021082512000001	3260	Versie 3	Verstoring	1	0	RapportageHR	-0.00950475237618809	0.31746183905583
IV2021082512000003	3260	Versie 3	Structuur	1	0	RapportageHR	-0.98	-0.960474308300395
IV2021082512000003	3260	Versie 3	Vegetatie	1	0	RapportageHR	-1	-1
