"";"ID";"survey";"user_reference";"location";"date";"latitude";"longitude";"Habitattype";"reliability";"Versie";"Criterium";"Indicator";"Beoordeling";"Kwaliteitsniveau";"Belang";"BeoordelingID";"Combinatie";"VoorwaardeID";"Voorwaarde";"Referentiewaarde";"Operator";"EenheidRefwaarde";"TypeRefwaarde";"InvoertypeRevwaarde";"Waarde";"TypeWaarde";"InvoertypeWaarde";"EenheidWaarde";"AfkomstWaarde";"TheoretischMaximum";"Status_voorwaarde";"Verschilscore"
"11";"IV2016120809224601";"HT3260";"SchNe_02_20160826";"SchNe_02";"2016-08-26";51,20361829;5,1902725;"3260";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1282;"833";833;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"12";"IV2016120809224601";"HT3260";"SchNe_02_20160826";"SchNe_02";"2016-08-26";51,20361829;5,1902725;"3260";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1274;"931";931;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"1";"Percentage";NA;"%";"observatie";100;FALSE;-0,00950475237618809
"13";"IV2016120812572168";"HT3260";"SchNe_01_20160804";"SchNe_01";"2016-08-04";51,2012659;5,1677344;"3260";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1279;"2332";2332;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"20";"Decimaal getal";NA;"m²";"observatie";30;TRUE;0,5
"14";"IV2016120812572168";"HT3260";"SchNe_01_20160804";"SchNe_01";"2016-08-04";51,2012659;5,1677344;"3260";"hoog";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1278;"888";888;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"15";"IV2016120812572168";"HT3260";"SchNe_01_20160804";"SchNe_01";"2016-08-04";51,2012659;5,1677344;"3260";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";569;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"16";"IV2016120812572168";"HT3260";"SchNe_01_20160804";"SchNe_01";"2016-08-04";51,2012659;5,1677344;"3260";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";465;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";6;FALSE;-1
"17";"IV2016120812572168";"HT3260";"SchNe_01_20160804";"SchNe_01";"2016-08-04";51,2012659;5,1677344;"3260";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1282;"833";833;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"18";"IV2016120812572168";"HT3260";"SchNe_01_20160804";"SchNe_01";"2016-08-04";51,2012659;5,1677344;"3260";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1274;"931";931;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"1";"Percentage";NA;"%";"observatie";100;FALSE;-0,00950475237618809
"19";"IV2016120813184428";"HT3260";"Dommel_01_20160805";"Dommel_01";"2016-08-05";51,26887777;5,4282973;"3260";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1279;"2332";2332;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"1";"Decimaal getal";NA;"m²";"observatie";30;FALSE;-0,9
"20";"IV2016120813184428";"HT3260";"Dommel_01_20160805";"Dommel_01";"2016-08-05";51,26887777;5,4282973;"3260";"hoog";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1278;"888";888;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"21";"IV2016120813184428";"HT3260";"Dommel_01_20160805";"Dommel_01";"2016-08-05";51,26887777;5,4282973;"3260";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";569;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"22";"IV2016120813184428";"HT3260";"Dommel_01_20160805";"Dommel_01";"2016-08-05";51,26887777;5,4282973;"3260";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";465;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";6;FALSE;-1
"23";"IV2016120813184428";"HT3260";"Dommel_01_20160805";"Dommel_01";"2016-08-05";51,26887777;5,4282973;"3260";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1282;"833";833;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"3";"Percentage";NA;"%";"observatie";100;TRUE;0,9
"24";"IV2016120813184428";"HT3260";"Dommel_01_20160805";"Dommel_01";"2016-08-05";51,26887777;5,4282973;"3260";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1274;"931";931;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"1";"Percentage";NA;"%";"observatie";100;FALSE;-0,00950475237618809
"25";"IV2016120813410051";"HT3260";"Dommel_10_20160805";"Dommel_10";"2016-08-05";51,25959028;5,42113895;"3260";"matig";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1279;"2332";2332;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0.25";"Decimaal getal";NA;"m²";"observatie";30;FALSE;-0,975
"26";"IV2016120813410051";"HT3260";"Dommel_10_20160805";"Dommel_10";"2016-08-05";51,25959028;5,42113895;"3260";"matig";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1278;"888";888;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"27";"IV2016120813410051";"HT3260";"Dommel_10_20160805";"Dommel_10";"2016-08-05";51,25959028;5,42113895;"3260";"matig";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";569;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"28";"IV2016120813410051";"HT3260";"Dommel_10_20160805";"Dommel_10";"2016-08-05";51,25959028;5,42113895;"3260";"matig";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";465;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";6;FALSE;-1
"29";"IV2016120813410051";"HT3260";"Dommel_10_20160805";"Dommel_10";"2016-08-05";51,25959028;5,42113895;"3260";"matig";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1282;"833";833;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"30";"IV2016120813410051";"HT3260";"Dommel_10_20160805";"Dommel_10";"2016-08-05";51,25959028;5,42113895;"3260";"matig";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1274;"931";931;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"1";"Percentage";NA;"%";"observatie";100;FALSE;-0,00950475237618809
"31";"IV2016120814151855";"HT3260";"Dommel_03_20160805";"Dommel_03";"2016-08-05";51,21795023;5,43688272;"3260";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1279;"2332";2332;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0.02";"Decimaal getal";NA;"m²";"observatie";30;FALSE;-0,998
"32";"IV2016120814151855";"HT3260";"Dommel_03_20160805";"Dommel_03";"2016-08-05";51,21795023;5,43688272;"3260";"hoog";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1278;"888";888;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"33";"IV2016120814151855";"HT3260";"Dommel_03_20160805";"Dommel_03";"2016-08-05";51,21795023;5,43688272;"3260";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";569;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"34";"IV2016120814151855";"HT3260";"Dommel_03_20160805";"Dommel_03";"2016-08-05";51,21795023;5,43688272;"3260";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";465;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";6;FALSE;-1
"35";"IV2016120814151855";"HT3260";"Dommel_03_20160805";"Dommel_03";"2016-08-05";51,21795023;5,43688272;"3260";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1282;"833";833;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"36";"IV2016120814151855";"HT3260";"Dommel_03_20160805";"Dommel_03";"2016-08-05";51,21795023;5,43688272;"3260";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1274;"931";931;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"37";"IV2016120814452463";"HT3260";"Dommel_08_20160808";"Dommel_08";"2016-08-08";51,17730019;5,4354898;"3260";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1279;"2332";2332;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0.005";"Decimaal getal";NA;"m²";"observatie";30;FALSE;-0,9995
"38";"IV2016120814452463";"HT3260";"Dommel_08_20160808";"Dommel_08";"2016-08-08";51,17730019;5,4354898;"3260";"hoog";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1278;"888";888;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"3";"Percentage";NA;"%";"observatie";100;TRUE;0,9
"39";"IV2016120814452463";"HT3260";"Dommel_08_20160808";"Dommel_08";"2016-08-08";51,17730019;5,4354898;"3260";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";569;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"40";"IV2016120814452463";"HT3260";"Dommel_08_20160808";"Dommel_08";"2016-08-08";51,17730019;5,4354898;"3260";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";465;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";6;FALSE;-1
"41";"IV2016120814452463";"HT3260";"Dommel_08_20160808";"Dommel_08";"2016-08-08";51,17730019;5,4354898;"3260";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1282;"833";833;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"42";"IV2016120814452463";"HT3260";"Dommel_08_20160808";"Dommel_08";"2016-08-08";51,17730019;5,4354898;"3260";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1274;"931";931;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"1";"Percentage";NA;"%";"observatie";100;FALSE;-0,00950475237618809
"43";"IV2016120916091640";"HT3260";"Voer_08_20160811";"Voer_08";"2016-08-11";50,74213788;5,81581554;"3260";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1279;"2332";2332;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0.5";"Decimaal getal";NA;"m²";"observatie";30;FALSE;-0,95
"44";"IV2016120916091640";"HT3260";"Voer_08_20160811";"Voer_08";"2016-08-11";50,74213788;5,81581554;"3260";"hoog";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1278;"888";888;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"15";"Percentage";NA;"%";"observatie";100;TRUE;0,5
"45";"IV2016120916091640";"HT3260";"Voer_08_20160811";"Voer_08";"2016-08-11";50,74213788;5,81581554;"3260";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";569;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"46";"IV2016120916091640";"HT3260";"Voer_08_20160811";"Voer_08";"2016-08-11";50,74213788;5,81581554;"3260";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";465;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"berekend";6;TRUE;0,25
"47";"IV2016120916091640";"HT3260";"Voer_08_20160811";"Voer_08";"2016-08-11";50,74213788;5,81581554;"3260";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1282;"833";833;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"48";"IV2016120916091640";"HT3260";"Voer_08_20160811";"Voer_08";"2016-08-11";50,74213788;5,81581554;"3260";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1274;"931";931;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"49";"IV2016121210560857";"HT3260";"BolBe_02_20160812";"BolBe_02";"2016-08-12";51,09688985;5,40947187;"3260";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1279;"2332";2332;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0.5";"Decimaal getal";NA;"m²";"observatie";30;FALSE;-0,95
"50";"IV2016121210560857";"HT3260";"BolBe_02_20160812";"BolBe_02";"2016-08-12";51,09688985;5,40947187;"3260";"hoog";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1278;"888";888;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"20";"Percentage";NA;"%";"observatie";100;TRUE;0,333333333333333
"51";"IV2016121210560857";"HT3260";"BolBe_02_20160812";"BolBe_02";"2016-08-12";51,09688985;5,40947187;"3260";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";569;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"52";"IV2016121210560857";"HT3260";"BolBe_02_20160812";"BolBe_02";"2016-08-12";51,09688985;5,40947187;"3260";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";465;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";6;FALSE;-0,5
"53";"IV2016121210560857";"HT3260";"BolBe_02_20160812";"BolBe_02";"2016-08-12";51,09688985;5,40947187;"3260";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1282;"833";833;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"54";"IV2016121210560857";"HT3260";"BolBe_02_20160812";"BolBe_02";"2016-08-12";51,09688985;5,40947187;"3260";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1274;"931";931;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"55";"IV2016121211363938";"HT3260";"AntGr_01_20160818";"AntGr_01";"2016-08-18";51,34721646;4,42156559;"3260";"matig";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1279;"2332";2332;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"350";"Decimaal getal";NA;"m²";"observatie";30;TRUE;17
"56";"IV2016121211363938";"HT3260";"AntGr_01_20160818";"AntGr_01";"2016-08-18";51,34721646;4,42156559;"3260";"matig";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1278;"888";888;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"57";"IV2016121211363938";"HT3260";"AntGr_01_20160818";"AntGr_01";"2016-08-18";51,34721646;4,42156559;"3260";"matig";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";569;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";3;TRUE;0
"58";"IV2016121211363938";"HT3260";"AntGr_01_20160818";"AntGr_01";"2016-08-18";51,34721646;4,42156559;"3260";"matig";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";465;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";6;FALSE;-0,5
"59";"IV2016121211363938";"HT3260";"AntGr_01_20160818";"AntGr_01";"2016-08-18";51,34721646;4,42156559;"3260";"matig";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1282;"833";833;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"5";"Percentage";NA;"%";"observatie";100;TRUE;0,833333333333333
"60";"IV2016121211363938";"HT3260";"AntGr_01_20160818";"AntGr_01";"2016-08-18";51,34721646;4,42156559;"3260";"matig";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1274;"931";931;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"5";"Percentage";NA;"%";"observatie";100;FALSE;-0,0495247623811906
"61";"IV2016121212030936";"HT3260";"GouLo_03_20160819";"GouLo_03";"2016-08-19";51,4947381;4,81535971;"3260";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1279;"2332";2332;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0.1";"Decimaal getal";NA;"m²";"observatie";30;FALSE;-0,99
"62";"IV2016121212030936";"HT3260";"GouLo_03_20160819";"GouLo_03";"2016-08-19";51,4947381;4,81535971;"3260";"hoog";"Versie 3";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1278;"888";888;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"10";"Percentage";NA;"%";"observatie";100;TRUE;0,666666666666667
"63";"IV2016121212030936";"HT3260";"GouLo_03_20160819";"GouLo_03";"2016-08-19";51,4947381;4,81535971;"3260";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";569;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"64";"IV2016121212030936";"HT3260";"GouLo_03_20160819";"GouLo_03";"2016-08-19";51,4947381;4,81535971;"3260";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1275;"569 OR 465";465;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";6;FALSE;-1
"65";"IV2016121212030936";"HT3260";"GouLo_03_20160819";"GouLo_03";"2016-08-19";51,4947381;4,81535971;"3260";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1282;"833";833;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"10";"Percentage";NA;"%";"observatie";100;TRUE;0,666666666666667
