survey	recording_givid	name	phenology_code	species_cover_code	species_cover	scale
HT31xx_LSVI_StilstaandeWateren	IV2017032010205954	Lemna minuta Humb., Bonpl. et Kunth	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010205954	Molinia caerulea (L.) Moench	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010360108	Agrostis canina L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010360108	Bidens	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010360108	Draadwier	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010360108	Glyceria maxima (Hartm.) Holmberg	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010360108	Juncus bulbosus L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010360108	Juncus effusus L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010360108	Lemna	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010360108	Lemna minuta Humb., Bonpl. et Kunth	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010360108	Molinia caerulea (L.) Moench	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010360108	Scirpus fluitans L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010493372	Agrostis stolonifera L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010493372	Bidens	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010493372	Calamagrostis canescens (Weber) Roth	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010493372	Draadwier	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010493372	Juncus bulbosus L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010493372	Juncus effusus L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010493372	Lythrum salicaria L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010493372	Potamogeton polygonifolius Pourr.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010493372	Scirpus fluitans L.	-	d	87	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010493372	Sphagnum	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032010493372	Typha	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011215641	Hydrocotyle vulgaris L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011215641	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011215641	Juncus effusus L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011215641	Molinia caerulea (L.) Moench	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011215641	Sphagnum cuspidatum Ehrh. ex Hoffm.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011233563	Chara fragifera Durieu	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011233563	Chara globularis var. virgata (Kütz.) R.D. Wood	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011233563	Draadwier	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011233563	Elodea nuttallii (Planch.) St John	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011233563	Juncus canadensis J. Gay ex Laharpe	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011233563	Lemna	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Agrostis canina L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Calamagrostis canescens (Weber) Roth	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Draadwier	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Elodea nuttallii (Planch.) St John	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Juncus bulbosus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Juncus canadensis J. Gay ex Laharpe	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Juncus effusus L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Lemna	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Molinia caerulea (L.) Moench	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Pilularia globulifera L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Potamogeton polygonifolius Pourr.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Potamogeton pusillus L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Scirpus fluitans L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Sphagnum	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011335845	Typha	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011441776	Agrostis canina L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011441776	Elodea nuttallii (Planch.) St John	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011441776	Hydrocotyle vulgaris L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011441776	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011441776	Juncus canadensis J. Gay ex Laharpe	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011441776	Juncus effusus L.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011441776	Lemna	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011441776	Molinia caerulea (L.) Moench	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011441776	Phragmites australis (Cav.) Steud.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011441776	Rhynchospora alba (L.) Vahl	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011441776	Sparganium natans L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011441776	Sphagnum fallax (H.Klinggr.) H.Klinggr.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011441776	Typha	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011441776	Utricularia minor L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Agrostis canina L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Bidens	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Draadwier	-	d	87	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Glyceria fluitans (L.) R. Brown	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Juncus effusus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Lemna	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Lemna minuta Humb., Bonpl. et Kunth	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Molinia caerulea (L.) Moench	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Polygonum hydropiper L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Potamogeton polygonifolius Pourr.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Ranunculus ololeucos Lloyd	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Scirpus fluitans L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Sphagnum	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032011501490	Typha	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032809493991	Chara globularis var. virgata (Kütz.) R.D. Wood	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032809493991	Draadwier	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032809493991	Lemna	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032809493991	Lemna minuta Humb., Bonpl. et Kunth	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032809570000	Agrostis canina L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032809570000	Agrostis stolonifera L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032809570000	Calamagrostis canescens (Weber) Roth	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032809570000	Elatine hexandra (Lapierre) DC.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032809570000	Eleocharis acicularis (L.) Roem. et Schult.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032809570000	Juncus effusus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032809570000	Lemna minuta Humb., Bonpl. et Kunth	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032809570000	Sphagnum	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032809570000	Typha	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810082114	Agrostis canina L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810082114	Agrostis stolonifera L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810082114	Calamagrostis canescens (Weber) Roth	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810082114	Draadwier	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810082114	Hypericum elodes L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810082114	Juncus effusus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810082114	Lemna	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810082114	Lemna minuta Humb., Bonpl. et Kunth	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810082114	Sphagnum	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810082114	Typha	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810192681	Hydrocharis morsus-ranae L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810192681	Lemna	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810192681	Lemna minuta Humb., Bonpl. et Kunth	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810361983	Agrostis canina L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810361983	Elatine hexandra (Lapierre) DC.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810361983	Elatine hydropiper L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810361983	Eleocharis acicularis (L.) Roem. et Schult.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810361983	Juncus bulbosus L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810361983	Juncus canadensis J. Gay ex Laharpe	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810361983	Juncus effusus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810361983	Lythrum salicaria L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810361983	Molinia caerulea (L.) Moench	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810361983	Sphagnum	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810361983	Typha	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810490646	Agrostis canina L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810490646	Bidens	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810490646	Draadwier	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810490646	Hypericum elodes L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810490646	Juncus bulbosus L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810490646	Juncus canadensis J. Gay ex Laharpe	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810490646	Juncus effusus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810490646	Lemna	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810490646	Lythrum salicaria L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810490646	Molinia caerulea (L.) Moench	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810490646	Nitella confervacea (Bréb.) A. Braun ex Leonh.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810490646	Pilularia globulifera L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810490646	Sphagnum	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017032810490646	Typha	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309190179	Agrostis canina L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309190179	Agrostis stolonifera L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309190179	Bidens	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309190179	Calamagrostis canescens (Weber) Roth	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309190179	Elatine hexandra (Lapierre) DC.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309190179	Elatine hydropiper L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309190179	Juncus bulbosus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309190179	Juncus effusus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309190179	Lemna minuta Humb., Bonpl. et Kunth	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309190179	Lythrum salicaria L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309190179	Polygonum hydropiper L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309190179	Typha	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309253000	Glyceria fluitans (L.) R. Brown	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309253000	Juncus bulbosus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309253000	Juncus effusus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309253000	Molinia caerulea (L.) Moench	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309253000	Rhynchospora alba (L.) Vahl	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309253000	Sparganium angustifolium Michaux	val	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309253000	Sphagnum cuspidatum Ehrh. ex Hoffm.	-	a	30	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309413235	Agrostis canina L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309413235	Calamagrostis canescens (Weber) Roth	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309413235	Elatine hexandra (Lapierre) DC.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309413235	Eleocharis acicularis (L.) Roem. et Schult.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309413235	Elodea nuttallii (Planch.) St John	-	d	87	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309413235	Juncus effusus L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309413235	Molinia caerulea (L.) Moench	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309413235	Polygonum hydropiper L.	-	r	1	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309413235	Sphagnum	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309413235	Typha	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309554429	Juncus bulbosus L.	-	cd	62	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309554429	Lythrum salicaria L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309554429	Molinia caerulea (L.) Moench	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040309554429	Scirpus fluitans L.	-	d	87	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040310093041	Agrostis canina L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040310093041	Calamagrostis canescens (Weber) Roth	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040310093041	Draadwier	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040310093041	Hypericum elodes L.	-	d	87	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040310093041	Juncus effusus L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040310093041	Nitella translucens (Pers.) C. Agardh	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040310093041	Pilularia globulifera L.	-	d	87	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040310093041	Polygonum hydropiper L.	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040310093041	Scirpus fluitans L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040310093041	Sphagnum	-	o	3	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040310093041	Typha	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040310252958	Agrostis canina L.	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040310252958	Bidens	-	f	7	Tansley Meren
HT31xx_LSVI_StilstaandeWateren	IV2017040310252958	Calamagrostis canescens (Weber) Roth	-	o	3	Tansley Meren
